POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA3175,..,997,250,1242,10,1251,..,228,29,256,3,256,..,973,87,1056,6,1069,..,1348,151,1501,25,1524,..,1452,142,1593,7,1604,..,528,68,591,3,599,..,419,62,472,7,478,..,4951,525,5480,51,5526,..,770,193,966,14,981,..,23,6,26,0,26,..,38,22,58,0,58,..,109,47,154,3,160,..,38,3,41,0,40,..,437,244,675,8,680,..,271,83,357,8,368,..,207,77,289,4,291,..,347,38,384,9,398,..,1017,407,1423,15,1445,..,237,5,246,3,252,..,130,19,150,0,154,..,338,7,348,3,349,..,110,19,125,0,125,..,821,52,870,3,874,..,406,81,482,4,489,..,1715,441,2152,20,2174,..,52,6,64,0,64,..,344,79,428,10,432,..,774,379,1151,12,1165,..,8718,3491,12203,185,12390,..,25272,7576,32854,391,33247,..,219,90,309,3503,3808,16243,25490,7669,33156,3895,53297
POA3177,..,97,9,108,0,108,..,20,0,17,0,17,..,124,10,131,6,132,..,198,17,216,4,220,..,199,34,231,0,231,..,88,19,110,3,113,..,32,3,28,0,28,..,654,80,736,8,746,..,46,14,57,3,62,..,8,0,6,0,6,..,4,4,5,0,5,..,29,12,39,0,39,..,18,0,18,0,23,..,81,29,114,4,113,..,53,25,81,0,81,..,21,7,31,0,31,..,103,11,111,3,113,..,340,179,520,4,523,..,44,3,51,3,52,..,28,0,31,0,31,..,93,3,97,6,98,..,18,5,22,0,22,..,184,11,195,10,201,..,84,27,114,3,118,..,347,143,489,7,494,..,7,7,12,0,12,..,65,17,78,0,80,..,157,98,256,0,257,..,1637,677,2317,41,2359,..,4544,1523,6070,97,6166,..,52,23,76,725,798,4338,4596,1547,6143,823,11306
POA3178,..,567,49,617,0,617,..,36,0,36,0,36,..,357,4,366,3,368,..,157,13,166,0,166,..,583,26,607,3,612,..,60,4,61,0,61,..,147,7,149,0,154,..,1342,50,1397,5,1398,..,585,43,628,10,632,..,39,9,46,0,46,..,95,36,126,0,130,..,47,0,48,0,48,..,27,0,27,0,27,..,140,54,187,0,189,..,193,17,206,0,206,..,60,9,70,0,69,..,19,0,19,0,17,..,70,14,87,0,84,..,93,3,94,0,94,..,107,9,112,0,113,..,152,0,153,0,156,..,68,4,73,0,73,..,418,11,428,0,436,..,171,19,191,0,190,..,321,24,341,0,343,..,32,4,38,0,38,..,53,3,55,0,55,..,249,76,332,0,332,..,995,169,1166,18,1180,..,8533,1358,9895,70,9962,..,68,3,74,860,931,22776,8606,1365,9963,935,33672
POA3179,..,61,5,64,0,68,..,3,0,3,0,3,..,79,0,74,0,74,..,29,3,29,0,29,..,201,8,206,0,206,..,3,0,7,0,7,..,49,5,50,0,50,..,361,16,378,0,378,..,43,5,45,0,45,..,3,0,3,0,3,..,20,10,26,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,44,4,52,0,48,..,18,0,19,0,19,..,3,3,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,18,0,18,0,18,..,28,0,28,0,28,..,7,0,7,0,7,..,71,0,71,0,71,..,30,7,37,0,37,..,72,3,72,0,72,..,9,0,9,0,9,..,6,3,11,0,11,..,52,20,71,0,71,..,175,43,215,0,221,..,1600,285,1891,10,1898,..,13,3,13,219,229,3889,1613,288,1903,227,6022
POA3180,..,74,10,87,0,82,..,14,0,14,0,14,..,62,0,57,0,57,..,24,0,26,0,26,..,139,3,142,0,142,..,9,4,10,0,10,..,56,4,57,0,57,..,302,14,314,0,314,..,53,7,59,0,59,..,0,0,0,0,0,..,27,17,40,3,45,..,5,0,5,0,5,..,3,0,3,0,4,..,29,3,39,0,39,..,24,6,25,0,25,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,10,0,10,..,49,0,49,0,49,..,32,0,30,0,30,..,34,0,33,0,33,..,6,0,6,0,6,..,121,0,125,0,125,..,20,0,19,0,21,..,61,5,69,0,69,..,14,0,15,0,15,..,3,0,3,0,3,..,47,14,65,0,65,..,118,31,152,8,162,..,1696,313,2003,21,2027,..,21,5,24,248,266,5167,1713,313,2027,269,7462
POA3181,..,656,350,1000,10,1015,..,16,0,19,0,19,..,107,3,110,0,109,..,25,0,24,0,24,..,42,3,45,0,45,..,23,0,23,0,23,..,71,3,75,0,79,..,281,9,288,3,295,..,203,17,217,0,220,..,60,5,64,0,64,..,54,14,61,0,61,..,12,3,16,0,16,..,0,0,0,0,0,..,35,0,35,0,32,..,70,15,84,3,82,..,119,197,311,8,316,..,7,0,7,0,7,..,23,0,28,0,31,..,25,0,25,0,25,..,60,4,66,0,66,..,52,0,52,0,52,..,36,0,36,0,36,..,177,6,186,0,186,..,214,19,235,0,235,..,20,0,20,0,20,..,49,7,60,0,62,..,88,40,125,3,126,..,96,19,113,0,113,..,398,61,462,10,476,..,3593,914,4507,50,4556,..,45,9,46,1981,2028,13680,3637,918,4559,2025,20260
POA3182,..,247,44,288,0,296,..,21,0,21,0,21,..,216,9,228,0,228,..,33,5,35,0,35,..,32,0,32,0,32,..,29,0,29,0,29,..,124,3,128,3,135,..,452,20,472,3,475,..,319,12,340,0,338,..,63,10,71,0,70,..,50,16,64,0,64,..,8,0,13,0,13,..,6,0,6,0,12,..,54,0,57,0,57,..,92,12,108,0,108,..,176,84,263,3,264,..,9,0,9,0,9,..,60,3,57,0,57,..,39,0,39,0,39,..,54,3,57,0,57,..,44,0,44,0,44,..,16,0,16,0,16,..,152,3,154,0,154,..,348,21,365,0,365,..,44,7,51,0,51,..,38,3,44,0,44,..,58,6,61,0,58,..,82,9,86,0,86,..,658,71,728,9,742,..,4024,437,4463,26,4492,..,50,4,54,3190,3247,15660,4075,441,4514,3219,23391
POA3183,..,232,47,277,0,275,..,23,0,23,0,23,..,177,5,181,0,179,..,29,3,30,0,30,..,21,0,18,0,18,..,22,0,21,0,21,..,187,21,203,0,201,..,450,32,479,3,485,..,184,13,193,0,193,..,62,7,77,0,77,..,27,7,29,0,26,..,9,0,9,0,9,..,3,0,3,0,3,..,25,0,26,0,32,..,77,7,88,0,88,..,272,106,376,0,379,..,5,0,5,0,5,..,36,8,38,0,38,..,23,0,23,0,23,..,33,0,35,0,35,..,41,0,41,0,37,..,3,0,3,0,3,..,100,0,99,0,100,..,218,11,225,0,225,..,21,0,26,0,26,..,45,3,51,0,51,..,24,5,32,0,32,..,37,4,47,0,47,..,1166,130,1293,25,1321,..,3637,447,4082,37,4121,..,54,3,61,1388,1452,12928,3692,456,4141,1427,18497
POA3184,..,196,33,226,0,226,..,9,0,9,0,9,..,44,0,50,0,50,..,19,0,24,0,24,..,3,0,3,0,3,..,10,0,10,0,10,..,34,0,37,0,37,..,125,3,127,0,128,..,207,12,218,3,225,..,43,4,47,0,48,..,3,5,9,0,9,..,15,0,16,0,16,..,6,0,6,0,6,..,17,3,22,0,22,..,64,4,69,0,69,..,140,38,178,0,177,..,0,0,0,0,0,..,27,0,26,0,26,..,12,0,12,0,12,..,14,0,16,0,16,..,4,0,4,0,4,..,7,0,7,0,7,..,34,3,37,0,37,..,165,3,177,0,173,..,17,0,20,0,20,..,19,7,27,0,27,..,19,3,21,0,26,..,28,0,25,0,28,..,322,41,361,9,367,..,1991,210,2204,22,2229,..,27,0,25,1382,1413,11906,2020,213,2231,1406,15543
POA3185,..,249,50,306,3,309,..,4,0,4,0,4,..,100,3,101,0,101,..,7,0,7,0,7,..,22,0,22,0,22,..,13,0,13,0,13,..,93,6,101,0,101,..,236,10,246,0,246,..,147,18,165,3,168,..,66,29,96,0,93,..,22,3,28,0,28,..,8,0,5,0,5,..,5,0,5,0,5,..,9,0,9,0,9,..,78,5,85,0,85,..,200,28,231,7,236,..,0,0,0,0,0,..,26,5,29,0,29,..,38,0,38,0,36,..,24,0,24,0,24,..,31,0,32,0,32,..,5,0,5,0,5,..,94,0,97,0,99,..,97,4,96,0,98,..,16,0,16,0,16,..,27,10,31,0,31,..,7,0,9,0,9,..,32,5,40,0,40,..,653,58,708,12,719,..,2512,328,2839,26,2862,..,37,13,50,683,737,9329,2550,339,2891,713,12929
POA3186,..,410,33,438,4,444,..,0,0,0,0,0,..,45,3,51,0,51,..,6,0,6,0,6,..,27,4,26,0,26,..,5,0,5,0,5,..,3,0,3,0,3,..,88,5,93,0,93,..,309,29,338,3,339,..,76,29,101,0,101,..,15,4,22,0,22,..,9,0,11,0,11,..,8,0,8,0,8,..,11,0,11,0,11,..,86,6,94,0,94,..,263,52,319,0,319,..,3,0,3,0,3,..,45,4,45,0,45,..,4,0,4,0,4,..,20,0,20,0,20,..,14,0,14,0,14,..,7,3,7,0,7,..,48,3,47,0,47,..,102,5,109,3,109,..,3,0,3,0,3,..,33,0,31,0,31,..,16,0,16,0,16,..,45,3,49,0,49,..,316,24,346,3,350,..,3070,459,3531,27,3555,..,53,3,55,1287,1340,18361,3121,463,3584,1312,23253
POA3187,..,419,41,460,3,462,..,10,0,10,0,10,..,75,0,77,0,77,..,25,0,23,0,23,..,17,0,17,0,17,..,0,0,0,0,0,..,19,0,19,0,19,..,142,3,145,0,145,..,243,16,261,4,264,..,59,26,84,0,84,..,21,3,23,0,23,..,9,0,9,0,9,..,7,0,7,0,7,..,18,3,18,0,18,..,111,12,121,0,121,..,329,22,352,3,352,..,3,0,3,0,3,..,42,4,51,0,51,..,8,0,10,0,10,..,15,4,16,0,16,..,22,0,22,0,22,..,13,0,12,0,12,..,59,4,63,0,63,..,65,4,67,0,67,..,26,3,27,0,27,..,15,3,12,0,12,..,18,8,26,0,26,..,40,3,44,0,44,..,403,32,435,13,445,..,2778,334,3110,21,3132,..,37,3,35,732,772,12097,2811,332,3149,752,15998
POA3188,..,334,56,389,3,398,..,0,0,0,0,0,..,57,3,58,0,58,..,20,0,19,0,19,..,13,0,13,0,13,..,3,0,4,0,4,..,15,0,15,0,15,..,102,3,105,0,105,..,239,30,270,0,268,..,63,7,65,0,69,..,17,8,17,0,17,..,11,0,11,0,11,..,3,0,4,0,4,..,6,0,13,0,13,..,93,5,102,0,102,..,226,70,290,0,298,..,0,0,0,0,0,..,25,0,25,0,25,..,5,0,5,0,5,..,9,0,9,0,9,..,5,0,5,0,5,..,10,0,10,0,8,..,20,0,20,0,21,..,119,10,134,0,132,..,20,0,20,0,20,..,15,3,22,0,22,..,31,11,43,0,43,..,27,12,33,0,32,..,261,50,308,7,318,..,2310,371,2684,17,2703,..,39,0,46,966,1009,14369,2353,370,2727,988,18083
POA3189,..,222,79,293,3,301,..,5,0,5,0,5,..,53,0,54,0,54,..,52,3,56,0,56,..,35,0,38,0,38,..,0,0,0,0,0,..,44,3,46,0,46,..,185,11,196,0,196,..,115,12,132,0,136,..,49,9,58,0,58,..,20,7,24,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,48,6,58,0,59,..,140,39,182,3,186,..,0,0,0,0,0,..,25,0,25,0,25,..,20,0,20,0,20,..,4,0,6,0,6,..,23,0,23,0,23,..,4,0,10,0,10,..,52,3,53,0,53,..,45,5,50,3,49,..,21,0,21,0,21,..,13,5,20,0,20,..,17,3,20,0,23,..,14,3,20,0,17,..,123,23,144,3,149,..,1445,290,1732,20,1753,..,12,10,15,354,369,3768,1453,292,1749,372,5895
POA3190,..,245,91,336,3,343,..,12,0,13,0,13,..,87,0,95,0,95,..,28,4,31,0,29,..,9,0,16,0,16,..,8,0,8,0,8,..,26,0,26,0,26,..,174,6,181,0,181,..,111,12,125,0,120,..,43,3,47,0,51,..,8,3,17,0,17,..,9,0,9,0,9,..,6,0,9,0,9,..,16,3,21,0,20,..,81,13,92,0,92,..,152,34,190,0,187,..,0,0,0,0,0,..,40,0,41,0,41,..,13,3,16,0,16,..,10,0,13,0,13,..,13,0,13,0,13,..,7,0,7,0,7,..,46,0,50,0,50,..,69,4,68,0,68,..,11,0,15,0,16,..,39,3,41,0,41,..,48,7,55,4,57,..,23,7,28,0,28,..,207,33,237,11,247,..,1836,339,2173,26,2196,..,26,3,28,526,554,7705,1857,347,2204,546,10454
POA3191,..,130,24,154,0,153,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,23,0,23,0,23,..,113,11,126,0,126,..,15,4,20,0,20,..,4,3,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,14,4,12,0,12,..,23,3,23,0,24,..,42,6,49,0,49,..,0,0,0,0,0,..,21,0,21,0,21,..,9,0,9,0,9,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,27,0,27,0,27,..,51,5,55,0,55,..,0,0,0,0,0,..,0,3,3,0,3,..,10,0,10,0,10,..,13,0,13,0,13,..,150,23,171,0,175,..,1018,130,1148,6,1149,..,12,3,19,506,524,8567,1026,131,1159,511,10241
POA3192,..,863,193,1057,5,1064,..,27,0,27,0,27,..,162,4,171,0,170,..,119,12,133,0,133,..,46,4,54,0,54,..,27,4,27,0,31,..,100,11,110,0,110,..,478,41,516,3,516,..,301,31,330,8,331,..,92,19,105,3,108,..,34,6,42,0,42,..,7,3,18,0,18,..,13,0,16,0,16,..,21,5,25,0,30,..,60,6,71,0,71,..,313,64,385,4,386,..,9,0,9,0,9,..,55,10,63,0,63,..,38,0,37,0,37,..,36,0,37,0,37,..,70,3,73,0,73,..,18,0,18,0,18,..,163,10,172,0,172,..,145,13,159,7,162,..,47,3,50,0,52,..,34,8,48,0,48,..,118,48,165,3,164,..,48,12,58,0,61,..,418,86,506,17,518,..,4297,816,5118,56,5174,..,40,4,46,932,981,16145,4339,825,5160,988,22291
POA3193,..,333,20,355,3,358,..,0,0,0,0,0,..,14,0,14,0,14,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,35,0,35,0,35,..,171,7,176,0,177,..,66,4,70,0,70,..,7,0,7,0,7,..,12,0,12,0,12,..,4,0,4,0,4,..,15,0,16,0,16,..,30,3,31,0,31,..,104,12,117,0,117,..,0,0,0,0,0,..,16,5,17,0,17,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,5,0,5,..,5,0,5,0,5,..,27,0,24,0,24,..,87,0,88,0,92,..,3,0,3,0,3,..,12,0,12,0,12,..,34,0,37,0,37,..,16,0,17,0,17,..,193,11,206,0,206,..,1825,157,1981,13,1995,..,41,0,40,872,914,16596,1863,156,2019,888,19508
POA3194,..,431,79,511,0,511,..,4,0,4,0,4,..,55,0,55,0,59,..,39,4,48,0,48,..,26,0,28,0,28,..,10,0,15,0,15,..,22,3,25,0,25,..,169,10,178,0,181,..,176,15,192,0,194,..,57,9,61,0,61,..,6,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,19,3,22,0,22,..,48,7,55,0,60,..,134,23,154,0,155,..,0,0,0,0,0,..,29,5,36,0,36,..,18,0,18,0,18,..,13,0,20,0,20,..,33,0,33,0,33,..,7,0,7,0,7,..,71,0,75,0,75,..,89,5,92,0,92,..,55,0,52,0,57,..,19,6,29,0,29,..,63,12,72,0,72,..,23,0,23,0,23,..,260,34,293,4,300,..,2215,340,2552,23,2571,..,42,0,42,583,625,9765,2252,340,2597,602,12965
POA3195,..,791,85,871,10,884,..,26,0,26,0,26,..,173,10,179,0,184,..,71,3,71,0,71,..,101,0,104,0,104,..,10,0,10,0,15,..,105,7,115,0,116,..,491,21,511,3,514,..,386,36,424,4,429,..,65,6,75,0,76,..,28,11,40,0,41,..,20,3,24,0,24,..,17,0,17,0,18,..,38,4,45,0,49,..,142,19,153,3,159,..,280,67,342,0,348,..,0,0,0,0,0,..,119,3,122,0,126,..,73,7,80,0,80,..,41,0,41,0,41,..,72,0,74,0,74,..,38,0,38,0,33,..,220,10,229,0,225,..,184,21,198,3,200,..,156,11,167,0,166,..,41,7,51,0,57,..,126,7,134,0,134,..,245,36,287,0,286,..,673,120,788,16,805,..,5529,786,6316,70,6388,..,73,10,80,1487,1567,27915,5605,795,6396,1554,35869
POA3196,..,334,30,363,3,361,..,5,0,5,0,5,..,73,8,80,0,81,..,54,6,60,0,57,..,32,0,32,0,32,..,8,0,8,0,8,..,18,0,18,0,18,..,196,14,212,3,213,..,199,14,212,0,218,..,49,4,52,0,52,..,12,4,15,0,15,..,17,0,17,0,17,..,19,0,18,0,18,..,19,0,22,0,22,..,103,11,109,0,109,..,226,44,270,3,273,..,12,0,12,0,12,..,63,3,73,0,75,..,77,0,77,0,77,..,11,0,11,0,11,..,94,0,95,0,95,..,20,0,23,0,23,..,199,3,208,0,208,..,145,16,163,4,165,..,27,0,33,0,33,..,50,6,54,3,60,..,66,20,84,0,84,..,73,17,92,0,92,..,486,90,575,17,590,..,3052,438,3487,43,3527,..,71,14,85,1560,1649,20157,3125,453,3572,1602,25327
POA3197,..,177,23,202,0,198,..,5,0,5,0,5,..,42,3,44,0,44,..,0,0,0,0,0,..,19,0,24,0,24,..,0,0,0,0,0,..,15,0,15,0,15,..,84,7,88,0,88,..,110,14,121,0,124,..,19,0,19,0,19,..,3,3,5,0,5,..,8,3,10,0,10,..,15,0,16,0,16,..,13,0,13,0,13,..,46,4,46,0,46,..,48,8,57,0,57,..,0,0,0,0,0,..,28,5,32,0,32,..,16,0,16,0,16,..,9,0,9,0,9,..,29,0,26,0,26,..,3,0,3,0,3,..,62,0,61,0,61,..,64,5,77,0,77,..,15,0,15,0,15,..,22,0,24,0,24,..,30,3,31,0,31,..,63,11,74,0,74,..,193,19,214,7,220,..,1491,196,1686,15,1703,..,45,3,47,624,671,9181,1535,196,1729,639,11548
POA3198,..,145,19,168,3,170,..,7,0,7,0,7,..,20,0,20,0,20,..,10,3,14,0,14,..,10,0,13,0,13,..,3,0,3,0,3,..,12,3,15,0,15,..,63,11,68,0,68,..,95,8,103,0,98,..,18,0,18,0,18,..,13,4,13,0,13,..,6,0,6,3,5,..,0,0,3,0,3,..,11,3,13,0,13,..,42,3,46,0,46,..,105,18,121,0,121,..,19,0,19,0,19,..,30,0,30,0,30,..,32,0,32,0,32,..,18,0,20,0,21,..,23,0,23,0,23,..,5,0,5,0,6,..,81,0,82,4,84,..,88,6,98,0,98,..,9,0,8,0,8,..,46,11,52,0,59,..,18,3,18,3,24,..,14,10,25,0,21,..,241,35,279,8,288,..,1420,183,1604,32,1635,..,39,4,45,1200,1240,13586,1454,190,1644,1231,16463
POA3199,..,480,64,546,6,551,..,14,0,14,0,14,..,118,7,126,0,123,..,57,4,58,0,58,..,64,7,67,0,72,..,25,0,30,0,30,..,42,0,42,0,41,..,318,24,336,4,340,..,336,29,361,0,364,..,74,4,79,0,79,..,27,13,41,0,41,..,14,0,19,0,19,..,20,0,20,0,20,..,39,0,44,0,44,..,111,9,120,0,120,..,195,49,240,0,240,..,50,5,53,0,55,..,126,13,133,0,133,..,73,0,73,0,78,..,73,3,80,3,83,..,118,3,127,0,128,..,36,8,48,0,48,..,311,12,324,4,329,..,195,26,219,9,226,..,37,0,41,0,41,..,82,22,109,0,111,..,43,0,46,0,46,..,52,15,69,0,68,..,1210,223,1431,41,1471,..,5185,777,5964,84,6054,..,153,15,174,3310,3484,44760,5346,794,6142,3398,54298
POA3200,..,33,5,42,0,42,..,0,0,0,0,0,..,10,3,17,0,17,..,19,3,21,0,21,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,45,3,46,0,46,..,31,0,30,0,34,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,13,3,11,0,11,..,18,9,28,0,28,..,11,4,13,0,13,..,18,8,25,0,25,..,13,0,13,0,13,..,4,0,4,0,4,..,14,0,14,0,14,..,3,0,3,0,3,..,37,0,37,0,37,..,12,8,23,0,23,..,10,3,13,0,13,..,11,3,10,0,10,..,9,0,13,0,13,..,4,0,7,0,7,..,173,33,211,3,215,..,552,107,661,5,663,..,27,3,26,598,629,4471,583,104,689,606,5762
POA3201,..,148,12,154,3,162,..,25,3,25,0,23,..,238,13,249,3,251,..,96,15,112,0,110,..,94,14,104,0,104,..,26,0,26,0,26,..,86,6,89,0,89,..,557,42,597,3,608,..,121,9,127,0,133,..,7,0,9,0,9,..,8,3,7,0,7,..,15,3,17,0,17,..,12,0,12,0,12,..,5,6,14,0,14,..,49,5,50,0,57,..,77,12,87,0,87,..,70,6,75,0,78,..,47,8,53,0,53,..,119,0,125,0,125,..,23,0,24,0,24,..,155,6,165,3,164,..,17,0,17,0,17,..,313,11,320,3,323,..,110,21,130,3,129,..,181,19,203,0,203,..,34,7,39,0,39,..,26,3,30,0,30,..,62,15,79,0,79,..,639,104,741,19,762,..,3032,384,3418,55,3472,..,49,8,61,1249,1302,15935,3080,395,3475,1304,20711
