POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA3109,511,72,78,89,63,91,32,26,1651,0,0,0,0,0,0,0,0,0,0,0,398,427,558,86,87,94,59,99,30,27,1874,149,52,60,3,17,8,5,12,0,3,310,580,378,294,65,88,93,70,90,33,16,1705,20,29,43,14,15,25,28,41,13,20,243,0,0,4,0,0,4,0,0,0,0,6,599,408,338,74,105,120,98,127,40,34,1953,0,0,0,0,0,0,0,0,0,3,0,750,460,400,82,121,132,102,138,46,38,2265,243,49,38,10,10,3,0,9,0,3,367,790,162,194,27,31,26,22,38,7,20,1314,143,62,72,9,12,19,36,20,8,11,405,3,0,0,0,0,0,0,0,0,0,4,941,222,270,39,41,44,61,54,15,32,1727,0,0,0,0,0,0,0,0,0,3,3,1182,273,305,45,50,45,66,59,15,35,2096,348,25,13,0,0,0,0,0,0,13,407,993,83,41,10
POA3111,111,12,13,29,14,10,3,3,348,0,0,0,0,0,0,0,0,0,0,0,130,104,128,9,12,29,14,15,3,9,449,98,22,16,5,3,4,0,4,0,3,154,157,83,85,11,16,20,10,9,4,3,390,7,6,10,3,4,6,3,7,3,0,48,0,0,3,0,0,0,0,0,0,0,4,164,88,98,15,27,20,13,10,5,4,446,0,0,0,0,0,0,0,0,0,0,0,261,108,117,21,25,23,11,16,8,10,604,155,29,21,3,4,0,3,4,0,0,214,214,41,48,11,9,9,5,3,3,3,332,28,6,8,5,4,4,13,8,0,0,82,0,0,0,0,0,0,0,0,0,0,0,244,52,55,16,10,10,13,8,3,3,416,0,0,0,0,0,0,0,0,0,0,0,397,76,81,14,10,10,13,17,3,7,634,223,4,5,0,0,0,0,0,0,8,242,271,13,5,0
POA3113,0,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,32,20,14,3,3,3,0,0,0,0,76,64,24,20,3,0,0,0,3,0,0,114,43,20,11,0,0,0,0,0,0,0,75,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,20,11,0,3,0,3,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,100,42,28,3,7,0,5,3,0,3,193,177,23,17,3,0,0,0,0,0,4,219,62,7,7,3,0,0,0,0,0,0,84,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,62,7,10,3,0,0,3,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,241,31,22,8,3,0,3,0,0,9,315,197,18,10,0,0,0,0,0,0,4,221,110,3,0,0
POA3114,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,18,21,9,9,0,3,3,3,5,0,0,51,12,7,3,0,0,0,3,0,0,0,21,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,32,12,12,7,3,3,8,4,0,0,71,65,19,0,0,0,0,0,3,0,0,89,29,0,5,0,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,27,8,9,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,94,25,4,0,0,0,0,3,0,0,131,80,3,0,0,0,0,0,0,0,0,85,34,0,0,0
POA3115,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,3,0,0,0,0,17,26,3,5,0,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,30,8,8,0,0,0,0,0,0,0,46,71,6,17,0,0,0,0,0,0,0,100,11,0,3,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,91,9,17,0,0,0,3,0,3,3,128,94,3,0,0,0,0,0,0,0,3,96,19,0,0,0
POA3116,39,3,7,4,0,3,3,3,85,0,0,0,0,0,0,0,0,0,0,0,44,16,48,10,7,8,3,3,8,4,158,61,22,31,0,0,3,0,0,3,3,119,25,23,41,3,3,8,0,3,0,0,111,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,31,23,45,9,8,6,0,3,0,3,122,0,0,0,0,0,0,0,0,0,0,0,87,45,75,5,8,8,0,3,7,5,241,186,19,18,3,0,0,0,0,0,5,234,82,14,13,0,3,0,0,4,0,0,117,6,0,6,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,81,14,21,0,3,0,0,4,0,3,135,0,0,0,0,0,0,0,0,0,0,0,270,31,38,3,6,0,0,4,0,8,366,223,3,10,0,0,0,0,0,3,6,242,79,3,0,0
POA3121,299,77,106,110,124,125,76,42,1289,0,0,0,0,0,0,0,0,0,0,3,506,271,578,227,277,278,289,278,181,106,3003,294,172,177,47,40,26,17,24,10,12,812,267,127,119,20,25,25,18,29,15,11,652,56,45,41,6,5,4,4,7,3,3,179,0,0,0,0,0,0,0,0,0,0,4,321,173,156,24,34,33,29,35,15,13,837,0,0,0,0,0,0,0,0,0,0,0,616,339,336,70,73,52,43,59,28,26,1650,327,44,34,10,9,5,3,5,0,9,450,288,47,30,3,11,0,9,3,3,3,399,190,26,30,11,0,5,0,0,3,9,272,3,0,0,0,0,0,0,0,0,0,11,488,70,60,10,15,7,9,3,7,14,677,0,0,0,0,0,0,0,0,0,0,0,814,118,93,22,26,13,11,13,10,19,1130,274,10,10,0,0,0,0,0,0,6,303,272,6,3,0
POA3122,508,109,147,226,247,230,139,55,1933,0,0,0,0,0,0,0,0,0,0,0,291,220,656,162,227,282,303,299,169,71,2679,204,73,80,25,14,17,10,10,3,16,447,148,99,184,22,39,40,30,43,27,10,648,0,8,12,4,3,0,13,12,5,6,63,0,0,0,0,0,0,0,0,0,0,0,152,111,196,26,42,42,40,56,37,15,710,0,0,0,0,0,0,0,0,0,0,0,351,185,274,53,58,53,52,60,40,32,1156,293,38,17,5,7,11,3,4,0,9,386,137,39,27,7,10,6,6,3,4,3,242,11,5,5,3,3,4,3,5,7,10,47,3,0,0,0,0,0,0,0,0,0,3,155,41,28,7,8,10,9,6,10,8,293,0,0,0,0,0,0,0,0,0,0,0,446,83,45,13,13,16,10,18,10,16,674,274,7,8,3,0,0,0,0,0,6,303,124,8,6,0
POA3123,294,35,75,95,93,111,60,23,928,0,0,0,0,0,0,0,0,0,0,0,146,113,364,63,112,128,119,141,67,37,1279,141,53,44,17,3,10,4,3,3,6,285,135,82,92,21,16,38,34,26,11,10,460,0,3,13,3,0,3,6,11,3,3,41,0,0,0,0,0,0,0,0,0,0,0,138,82,101,30,16,38,31,35,14,11,508,0,0,0,0,0,0,0,0,0,0,0,278,137,147,41,27,45,43,40,16,18,796,175,22,11,3,4,0,3,0,0,11,226,103,22,25,3,4,7,0,0,0,3,173,15,4,11,3,6,3,3,5,0,3,64,0,0,0,0,0,0,0,0,0,0,0,117,30,37,8,9,11,5,9,0,4,239,0,0,0,0,0,0,0,0,0,0,0,294,46,49,5,12,11,5,10,0,14,461,157,10,4,0,0,0,4,0,0,3,182,134,7,3,0
POA3124,193,37,39,42,46,64,36,20,667,0,0,0,0,0,0,0,0,0,0,0,180,124,247,48,55,62,61,81,37,29,928,202,59,58,8,13,9,14,4,5,7,375,181,111,115,17,28,30,22,20,22,12,556,3,5,14,3,6,13,12,6,0,6,71,0,0,0,0,0,0,0,0,0,0,4,184,115,125,20,32,45,35,31,22,22,627,0,0,0,0,0,0,0,0,0,0,0,389,178,182,26,43,50,47,40,23,30,1009,345,57,29,8,8,3,4,12,0,3,465,305,54,43,7,13,8,13,3,8,3,454,15,8,33,6,4,9,11,8,4,0,90,0,0,0,0,0,0,0,0,0,0,3,320,61,79,17,12,13,25,6,7,9,551,0,0,0,0,0,0,0,0,0,0,0,662,122,105,23,19,15,27,15,10,10,1013,372,21,7,0,3,0,0,0,0,3,415,316,16,13,0
POA3125,439,77,83,138,164,180,114,48,1505,0,0,0,0,0,0,0,0,0,0,3,133,201,481,90,91,151,186,205,133,54,1718,88,30,16,5,0,5,3,0,3,3,152,142,155,116,12,25,18,21,20,15,8,528,3,12,16,3,5,12,6,9,10,4,81,0,0,0,0,0,0,0,0,0,0,0,146,164,132,15,34,29,34,31,24,10,615,0,0,0,0,0,0,0,0,0,0,0,226,193,145,19,31,35,35,30,26,12,765,138,20,10,3,4,0,0,0,0,7,183,229,48,41,6,13,3,6,8,6,12,379,15,21,40,4,9,13,12,6,7,12,130,3,0,0,0,0,0,0,0,0,0,3,246,73,78,11,24,15,18,11,11,20,510,0,0,0,0,0,0,0,0,0,0,0,380,98,90,13,29,14,19,18,11,28,696,143,3,10,0,0,0,0,0,0,3,168,217,20,9,0
POA3126,51,10,7,12,13,10,9,5,192,0,0,0,0,0,0,0,0,0,0,0,61,42,62,12,13,12,14,9,14,7,249,63,27,14,0,0,3,0,3,4,0,115,74,34,31,11,9,7,6,7,5,0,190,0,0,14,0,4,6,9,11,0,6,43,0,0,0,0,0,0,0,0,0,0,3,74,33,46,11,15,13,18,16,5,9,231,0,0,0,0,0,0,0,0,0,0,0,135,57,55,15,13,13,14,18,11,4,347,143,21,15,0,0,0,0,3,0,3,190,126,21,14,3,3,4,3,4,3,0,193,21,4,22,5,7,3,0,7,5,0,75,0,0,0,0,0,0,0,0,0,0,0,152,28,42,11,8,8,4,13,9,6,274,0,0,0,0,0,0,0,0,0,0,0,296,49,51,11,11,8,5,13,9,6,459,167,13,0,0,0,3,0,0,0,0,184,138,3,3,0
POA3127,183,32,38,34,52,48,25,11,600,0,0,0,0,0,0,0,0,0,0,0,135,132,213,44,53,51,59,53,29,14,783,186,39,50,4,7,4,5,7,3,3,308,172,103,115,15,22,35,23,13,7,8,522,0,4,16,0,6,9,6,16,10,5,72,0,0,0,0,0,0,0,0,0,0,7,172,108,137,18,29,42,25,29,16,13,593,0,0,0,0,0,0,0,0,0,0,0,357,149,184,23,43,45,30,37,23,15,898,269,61,38,8,5,3,4,3,3,6,398,204,52,43,7,6,3,8,3,4,5,341,7,7,22,8,9,3,10,5,3,8,83,3,0,0,0,0,0,0,0,0,0,5,211,65,66,16,18,7,15,13,3,9,424,0,0,0,0,0,0,0,0,0,0,0,486,125,103,19,15,13,22,12,9,13,822,293,14,15,0,0,0,3,0,0,10,336,197,13,11,0
POA3128,800,169,174,239,277,275,144,103,2574,0,0,0,0,0,0,0,0,0,0,0,183,295,838,182,193,251,297,282,154,110,2781,128,48,22,6,3,3,3,0,5,3,224,234,211,186,34,36,40,41,45,15,10,857,8,21,60,11,14,16,42,38,37,16,254,0,0,4,0,0,0,0,0,0,0,3,239,232,253,48,45,55,84,80,51,26,1112,0,0,0,0,0,0,0,0,0,0,0,370,285,274,49,47,61,87,82,53,31,1344,178,25,13,3,0,4,0,0,0,8,226,262,70,50,12,12,13,10,15,6,14,468,49,37,72,17,20,17,34,31,12,33,317,0,0,3,0,0,0,0,0,0,0,4,312,105,127,25,33,29,39,44,22,41,785,0,0,0,0,0,0,0,0,0,3,3,493,136,135,30,31,32,39,45,21,45,1021,184,7,4,0,0,3,0,0,0,7,197,280,26,9,0
POA3129,405,52,70,91,106,98,53,20,1251,0,0,0,0,0,0,0,0,0,0,0,194,250,432,57,80,99,111,104,57,33,1423,135,36,28,8,8,0,0,0,4,7,227,240,201,178,31,28,28,36,29,15,8,785,6,16,31,8,10,15,15,32,7,9,155,0,0,0,0,0,0,0,0,0,0,0,246,218,209,35,35,43,53,58,20,15,939,0,0,0,0,0,0,0,0,0,0,0,380,252,240,48,41,45,57,61,24,20,1168,198,41,23,3,0,0,0,3,0,5,268,316,57,72,3,15,5,10,11,5,7,496,50,27,61,8,12,11,18,21,7,13,222,3,0,0,0,0,0,0,0,0,0,7,367,88,136,10,31,20,22,31,7,21,724,0,0,0,0,0,0,0,0,0,0,0,560,126,155,9,29,20,27,32,7,25,999,213,11,6,0,0,0,0,0,0,6,243,293,26,4,0
POA3130,568,68,95,108,114,94,48,24,1636,0,0,0,0,0,0,0,0,0,0,0,301,372,628,83,108,118,121,105,56,31,1921,271,84,64,8,11,10,5,8,3,15,483,335,253,284,55,46,37,42,23,22,22,1114,14,22,25,10,12,15,16,17,9,7,143,0,0,0,0,0,0,0,0,0,0,3,351,277,313,64,54,55,53,40,33,25,1263,0,0,0,0,0,0,0,0,0,0,0,621,357,377,69,66,68,60,53,33,34,1748,434,49,41,7,4,10,0,0,0,3,545,480,141,78,11,7,15,9,3,0,15,764,55,32,41,8,15,19,17,18,13,21,233,0,0,0,0,0,0,0,0,0,0,0,536,169,119,20,25,29,25,19,14,33,996,0,0,0,0,0,0,0,0,0,0,0,969,220,165,27,22,39,30,21,14,33,1535,405,18,14,3,4,3,0,0,0,13,455,476,49,15,3
POA3131,565,98,103,107,100,100,31,34,1555,0,0,0,0,0,0,0,0,0,0,4,232,304,605,99,115,115,99,107,39,42,1757,182,36,49,8,11,4,3,4,4,8,304,329,242,274,49,53,36,44,32,17,12,1079,20,24,38,6,6,11,12,8,6,8,144,0,0,0,0,0,0,0,0,0,0,3,346,266,312,53,59,44,52,48,20,18,1228,0,0,0,0,0,0,0,0,0,0,0,528,306,361,57,63,50,57,50,25,21,1530,242,38,19,0,7,0,0,0,0,8,320,335,108,98,10,15,19,10,5,0,12,604,63,31,41,7,18,15,6,19,3,15,205,0,0,0,0,0,0,0,0,0,0,0,399,139,137,11,26,27,16,22,9,18,811,0,0,0,0,0,0,0,0,0,0,0,639,179,154,16,35,32,18,28,9,29,1132,245,16,7,0,3,3,0,0,0,5,279,389,30,20,3
POA3132,379,41,58,76,63,68,25,23,1044,0,0,0,0,0,0,0,0,0,0,0,186,226,412,46,69,80,72,76,30,27,1222,129,55,40,11,9,5,3,9,3,0,265,180,171,175,16,29,35,22,25,6,14,678,4,11,23,3,3,3,3,7,5,0,63,0,0,3,0,0,0,0,0,0,0,6,189,186,195,21,36,41,24,32,16,12,747,0,0,0,0,0,0,0,0,0,0,0,316,241,243,32,48,44,26,37,13,17,1010,182,26,13,3,0,3,0,0,3,11,244,170,45,48,8,4,8,9,5,0,5,306,34,8,21,11,0,0,11,5,5,6,109,0,0,0,0,0,0,0,0,0,0,3,208,58,76,15,8,6,13,9,3,17,414,0,0,0,0,0,0,0,0,0,0,0,385,84,90,16,8,9,19,9,7,28,656,194,7,5,0,0,0,0,0,0,3,212,188,21,3,0
POA3133,347,55,56,39,51,56,17,12,903,0,0,0,0,0,0,0,0,0,0,0,173,191,383,62,60,44,57,61,20,15,1070,156,52,30,13,9,3,0,3,3,3,272,282,320,307,52,41,45,34,28,19,9,1129,11,11,47,9,11,21,16,6,0,8,143,0,0,0,0,0,0,0,0,0,0,4,292,324,353,67,55,63,47,37,18,21,1278,0,0,0,0,0,0,0,0,0,0,3,453,374,391,76,62,70,46,40,17,25,1554,264,53,35,8,3,0,0,0,0,3,362,448,148,136,16,18,19,3,3,3,9,804,60,30,47,3,9,17,14,9,3,8,202,0,0,0,0,0,0,0,0,0,0,7,515,182,179,25,31,38,12,17,4,12,1012,0,0,0,0,0,0,0,0,0,0,0,775,239,209,31,33,36,13,17,4,15,1377,338,17,9,0,0,3,0,0,0,5,376,507,36,16,3
POA3134,476,75,84,91,100,93,55,29,1303,0,0,0,0,0,0,0,0,0,0,0,235,241,537,99,97,107,117,106,59,36,1635,243,86,65,8,13,5,3,9,0,9,433,201,238,291,38,40,41,29,27,6,10,929,3,16,73,17,28,18,13,5,8,5,183,0,0,3,0,0,0,0,0,0,0,5,200,252,364,49,69,61,42,38,14,13,1114,0,0,0,0,0,0,0,0,0,0,5,441,338,432,62,77,64,45,43,14,29,1546,431,71,48,8,8,3,6,3,0,11,590,254,67,98,17,12,7,13,10,0,6,481,33,14,33,6,9,24,12,10,4,3,154,3,0,0,0,0,0,0,0,0,0,5,289,84,131,21,21,26,28,21,7,12,638,0,0,0,0,0,0,0,0,0,0,0,721,156,178,32,26,32,26,26,5,24,1236,557,19,22,0,0,0,3,0,0,14,620,326,27,21,4
POA3135,239,33,49,47,60,45,28,13,659,0,0,0,0,0,0,0,0,0,0,0,124,131,270,43,61,53,60,52,28,18,831,156,51,43,12,9,7,3,3,0,11,298,82,131,182,26,22,20,12,14,6,7,506,0,11,36,7,18,9,14,6,3,5,100,0,0,0,0,0,0,0,0,0,0,5,82,138,215,28,37,28,28,17,12,11,611,0,0,0,0,0,0,0,0,0,0,0,239,191,260,39,44,38,32,23,16,26,904,308,33,24,5,0,0,7,0,0,7,385,95,42,51,3,7,0,6,5,0,3,221,16,15,27,0,8,13,14,11,3,0,103,3,0,0,0,0,0,0,0,0,0,3,111,63,80,3,15,19,20,16,3,3,325,0,0,0,0,0,0,0,0,0,0,0,417,91,103,11,15,17,20,15,3,15,707,322,17,3,3,0,0,3,0,0,10,364,112,10,7,0
POA3136,387,61,89,89,74,56,33,20,1036,0,0,0,0,0,0,0,0,0,0,3,259,211,464,84,103,95,81,66,40,27,1425,294,99,82,10,8,12,8,7,3,11,537,151,205,316,27,28,24,31,16,9,6,829,4,20,64,18,17,23,14,15,9,4,199,0,0,3,0,0,0,0,0,0,0,6,162,231,385,46,50,55,42,34,22,13,1035,0,0,3,0,0,0,0,0,0,0,4,452,329,472,57,62,66,54,41,23,29,1572,613,73,44,3,3,3,4,0,0,20,769,237,70,92,18,14,15,0,4,5,0,459,22,9,50,12,15,14,12,15,5,3,160,0,0,0,0,0,0,0,0,0,0,0,260,83,143,24,25,31,19,22,11,5,617,0,0,0,0,0,0,0,0,0,0,0,871,162,186,27,32,30,22,22,14,24,1388,802,22,4,0,9,0,5,0,3,18,868,249,27,21,0
POA3137,80,8,18,7,8,7,6,0,156,0,0,0,0,0,0,0,0,0,0,0,69,27,99,12,22,12,15,4,6,6,270,104,21,22,0,0,3,3,7,0,6,160,24,21,44,6,4,4,3,0,0,0,113,0,4,16,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,28,30,55,6,5,3,3,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,130,48,76,6,5,10,9,7,0,6,294,237,17,13,4,0,0,4,0,0,4,283,60,8,13,0,0,0,0,0,0,0,96,3,3,8,0,0,3,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,65,16,23,0,3,3,3,0,3,3,117,0,0,0,0,0,0,0,0,0,0,0,302,29,35,7,4,3,3,0,3,7,399,292,3,3,0,0,0,0,0,0,9,303,77,6,4,0
POA3138,167,21,50,32,24,29,18,9,447,0,0,0,0,0,0,0,0,0,0,0,112,86,192,26,61,42,26,33,18,13,610,148,43,24,0,9,3,0,7,0,0,242,37,68,117,14,17,9,4,12,3,0,291,0,11,35,7,10,10,3,12,9,3,96,0,0,0,0,0,0,0,0,0,0,0,38,85,157,21,35,22,5,19,6,3,387,0,0,0,0,0,0,0,0,0,0,0,188,121,179,21,45,27,9,26,6,3,633,387,25,26,8,0,3,0,0,0,7,452,86,43,38,4,9,3,0,0,0,0,182,8,9,27,9,10,5,7,3,0,3,73,3,0,0,0,0,0,0,0,0,0,3,94,49,67,9,14,12,7,3,0,3,264,0,0,0,0,0,0,0,0,0,0,0,482,79,91,14,17,12,7,3,0,7,716,434,5,11,0,3,0,0,7,0,13,470,119,13,11,3
POA3139,4,4,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,17,10,25,8,4,0,3,0,0,7,73,85,14,18,0,0,3,0,0,0,3,119,22,13,9,0,3,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,0,3,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,106,25,23,3,3,3,4,0,0,3,174,208,16,8,0,0,0,0,0,0,11,247,35,3,0,0,3,0,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,3,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,240,20,16,0,3,0,0,0,0,16,295,294,4,6,0,0,0,0,0,0,12,314,56,4,3,0
POA3140,44,11,6,7,9,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,67,23,56,12,8,12,12,7,9,4,213,116,24,21,0,0,0,5,0,0,3,169,19,23,31,7,7,9,6,3,0,4,103,0,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,24,25,35,7,7,10,6,4,0,4,113,0,0,0,0,0,0,0,0,0,0,0,134,42,51,7,7,10,11,9,0,6,283,302,25,29,9,5,0,3,0,0,7,380,66,23,20,0,4,3,0,0,0,0,121,7,0,7,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,71,24,24,0,4,3,0,0,4,0,137,0,0,0,0,0,0,0,0,0,0,0,381,47,49,10,5,3,3,0,4,14,513,328,15,9,0,0,0,0,0,0,4,356,83,8,6,0
