POA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA3162,130,12,0,0,141,3,0,3,148,7,0,155,365,30,3,5,401,3,3,11,408,10,0,422,64,3,10,0,77,0,0,0,77,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,558,42,9,5,620,7,3,12,628,21,0,656,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,566,42,9,5,623,7,3,12,643,21,0,664,199,15,0,4,215,4,0,4,221,13,0,229,0,0,0,0,0,0,0,0,0,0,4,5,761,58,13,4,844,17,3,18,858,32,3,896,214,34,0,0,250,3,0,3,255,8,0,269,386,32,3,3,424,5,3,8,435,4,0,439,6,0,0,0,13,0,0,0,13,0,0,13,0,0,0,3,3,0,0,0,3,0,0,3,612,69,5,7,688,13,0,12
POA3163,256,25,3,0,285,7,4,14,299,19,0,316,487,56,0,3,550,0,0,6,553,6,3,562,133,10,11,0,153,0,0,4,150,5,0,158,12,0,0,5,20,0,0,0,19,0,0,19,887,94,12,12,1003,15,7,21,1030,36,3,1066,34,3,0,0,33,0,0,0,41,0,0,37,44,7,0,0,55,0,0,0,55,0,0,54,76,7,0,0,88,0,0,0,91,0,0,92,961,109,9,12,1095,18,7,26,1118,35,3,1160,468,41,0,12,526,5,4,10,534,21,0,558,4,0,0,3,4,0,0,0,4,0,3,12,1438,153,18,26,1626,19,9,35,1664,56,10,1724,319,43,0,0,359,12,0,12,377,15,0,394,527,54,3,5,589,5,3,5,594,6,3,603,11,0,3,0,18,0,0,0,18,0,0,13,3,0,0,9,11,0,0,0,11,0,0,11,865,92,3,12,977,20,3,23
POA3165,253,33,4,4,294,4,3,7,301,20,0,325,542,50,0,5,598,7,0,11,607,8,0,618,126,16,13,0,150,0,0,0,156,3,0,158,9,0,0,8,12,0,0,0,17,0,0,17,925,96,25,18,1062,16,3,18,1085,29,0,1115,3,0,0,0,3,4,0,4,12,0,0,10,29,0,0,0,27,0,0,0,32,0,0,32,37,0,0,0,38,3,0,3,42,0,0,42,965,100,25,18,1100,23,3,23,1122,35,0,1158,328,31,19,7,386,12,0,12,399,19,0,415,0,0,0,0,0,0,0,0,0,0,0,0,1294,129,45,22,1490,35,3,40,1530,52,0,1577,376,32,6,4,420,3,0,3,424,32,0,457,699,74,4,11,787,13,0,13,798,12,3,814,19,3,6,4,33,0,0,0,33,0,0,34,6,0,0,4,8,0,0,0,8,0,0,8,1103,116,13,17,1246,21,0,22
POA3166,190,31,0,0,226,6,3,10,234,6,0,238,338,39,3,0,377,3,0,3,383,5,0,388,92,9,12,3,115,0,0,0,115,0,0,115,5,0,0,3,7,0,0,0,7,0,0,7,625,75,18,7,724,7,4,11,738,15,0,752,16,3,0,0,19,0,0,0,22,0,0,19,22,7,0,0,34,0,0,0,32,0,0,36,34,14,0,0,51,0,0,0,51,3,0,54,664,88,18,7,773,14,4,16,790,15,0,804,315,40,7,8,369,10,0,11,389,31,5,420,3,0,0,4,3,0,0,0,3,0,3,11,978,132,27,18,1152,25,6,29,1176,45,7,1233,241,34,0,0,276,9,0,9,287,14,0,301,395,37,4,0,432,6,0,6,439,12,0,448,15,0,0,0,16,0,0,0,16,0,0,16,10,0,0,5,14,0,0,0,14,0,0,14,659,70,3,6,743,14,0,14
POA3167,76,11,3,0,92,3,0,3,96,9,0,103,106,16,0,0,125,3,0,3,127,5,0,132,42,0,3,0,51,0,0,0,51,0,0,51,0,0,0,0,3,0,0,0,3,0,3,3,224,27,6,0,262,6,0,8,267,12,3,284,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,0,3,7,0,0,9,10,0,0,0,10,3,0,3,12,0,0,9,234,27,6,0,272,8,0,11,281,13,3,294,99,20,0,4,126,0,0,0,127,8,0,137,3,0,0,0,3,0,0,0,3,0,0,3,338,52,8,4,396,10,0,9,409,22,5,431,94,7,0,0,106,4,0,4,114,10,0,120,171,22,3,0,193,3,0,3,198,3,0,204,3,0,3,0,8,0,0,0,8,0,0,9,3,0,0,3,10,0,0,0,10,0,0,6,277,28,4,3,321,9,0,9
POA3168,119,20,0,0,137,8,3,7,140,16,0,158,151,26,0,0,182,3,0,7,191,10,0,197,32,5,4,0,45,0,0,0,45,3,0,43,3,0,0,5,10,0,0,0,10,0,0,10,302,50,9,6,366,9,4,15,379,29,0,403,17,6,0,0,23,3,0,3,25,0,0,26,18,6,0,0,31,0,3,3,31,0,0,35,34,15,0,0,49,3,3,5,57,0,0,57,344,64,9,6,420,9,4,16,434,31,0,466,239,48,6,5,298,13,3,17,316,57,0,379,4,0,0,0,6,0,0,0,6,0,0,6,582,116,14,8,723,21,15,35,757,85,0,842,93,13,0,0,111,3,6,5,115,9,0,126,101,28,0,0,122,3,0,3,130,6,0,134,3,0,3,0,8,0,0,0,8,0,0,10,0,4,0,0,4,0,0,0,4,0,0,4,199,43,3,3,247,6,6,8
POA3169,135,23,0,0,157,3,0,7,165,5,0,173,238,33,3,0,277,3,0,3,278,4,0,288,49,0,0,0,50,0,0,0,50,0,0,50,4,0,0,0,8,0,3,3,6,0,0,9,430,54,5,3,495,10,3,10,504,16,0,522,18,4,0,0,20,0,0,0,22,4,0,22,16,3,0,0,26,0,3,3,23,0,0,23,38,7,0,0,46,0,3,3,49,4,0,49,466,60,5,3,539,8,3,13,552,22,0,566,260,65,4,7,336,8,3,17,353,107,3,461,0,0,0,0,0,0,0,0,0,0,3,3,728,130,9,14,872,17,9,31,903,123,6,1038,145,27,0,0,171,0,0,0,171,12,0,184,214,23,0,0,244,9,0,16,256,10,0,270,10,0,4,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,368,49,3,0,427,11,3,16
POA3170,161,18,0,0,183,3,0,5,183,14,0,191,288,37,3,3,329,0,0,0,332,10,0,340,64,6,13,0,84,0,0,0,84,0,0,85,7,0,0,0,7,0,0,0,7,0,0,9,520,60,18,4,599,3,0,4,608,23,0,628,7,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,14,0,0,0,20,0,0,20,22,3,0,0,26,0,0,0,22,0,0,22,541,61,18,4,627,3,0,3,627,23,0,650,262,39,9,5,315,12,0,12,329,34,0,364,3,0,0,4,5,0,0,0,5,0,0,5,807,98,25,12,942,16,0,17,963,57,0,1022,206,22,0,0,226,3,0,7,229,7,0,232,339,39,0,0,380,9,0,6,385,7,0,394,8,0,7,0,13,0,0,0,13,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,555,61,7,0,618,7,3,9
POA3171,117,26,3,0,145,0,0,0,144,8,0,155,124,38,0,0,160,4,0,9,171,14,0,181,21,3,10,0,33,0,0,0,33,0,0,36,0,0,0,3,5,0,0,0,5,0,0,5,267,68,11,3,348,3,0,10,353,24,0,378,16,0,0,0,16,4,3,7,21,0,0,22,8,3,0,0,12,3,0,3,17,0,0,17,23,5,0,0,26,4,5,11,36,0,0,43,289,73,11,3,370,14,6,21,390,27,0,420,305,82,7,12,409,44,8,50,455,202,0,662,4,3,0,4,7,0,0,0,7,3,10,19,598,159,16,15,790,51,11,66,854,227,12,1096,137,26,0,0,168,3,3,8,179,14,0,193,91,29,0,0,125,0,0,0,126,10,0,135,11,3,0,0,12,0,0,0,12,0,0,13,4,0,0,4,8,0,0,0,8,4,0,13,242,62,3,7,315,4,3,10
POA3172,156,20,0,5,180,0,0,0,183,6,0,191,268,26,3,0,304,4,0,4,304,11,0,317,48,4,10,0,63,0,0,0,64,0,0,64,9,0,0,0,9,0,0,0,9,0,0,10,480,49,14,9,558,3,0,5,558,12,4,579,10,0,0,0,10,3,0,3,18,0,0,18,12,3,0,0,16,3,3,4,22,0,0,22,25,4,0,0,26,7,3,12,40,0,0,40,506,55,19,8,585,13,3,14,602,12,4,613,246,69,12,8,345,17,0,20,365,74,0,440,4,0,0,0,5,0,0,0,5,0,4,11,759,128,32,23,935,32,9,34,967,86,10,1068,213,24,0,0,233,4,0,4,245,20,0,258,351,33,4,6,392,8,3,9,401,19,0,419,20,0,7,0,25,0,0,0,25,0,0,25,0,0,0,6,8,0,0,0,8,0,0,10,581,55,5,13,659,10,3,16
POA3173,313,33,0,4,349,10,0,10,353,14,0,368,282,49,0,5,337,4,0,7,339,6,0,354,94,14,8,0,121,0,0,0,118,3,0,119,4,0,0,13,14,0,0,0,14,3,0,16,698,97,14,17,819,17,0,17,831,25,0,863,12,3,0,0,16,6,0,6,21,0,0,21,20,3,0,0,25,0,0,0,21,0,0,21,36,6,0,0,40,6,0,7,44,0,0,44,733,95,13,17,856,22,0,18,876,25,0,907,379,62,3,9,449,15,6,23,474,77,0,547,3,0,0,0,5,0,0,0,5,0,3,8,1116,156,15,30,1312,34,6,44,1357,103,3,1463,345,36,0,0,383,15,0,10,397,15,0,408,299,45,0,4,347,7,3,6,357,10,0,363,20,4,3,0,22,0,0,0,22,0,0,22,6,0,0,15,20,0,0,0,20,3,0,24,662,83,6,16,773,20,4,19
POA3174,231,53,0,3,283,4,0,4,291,29,0,322,312,77,0,5,403,3,7,13,411,25,0,435,63,6,10,0,80,3,0,3,83,5,0,82,12,3,0,15,24,0,0,0,24,0,0,26,615,138,7,26,789,11,3,21,809,56,0,866,36,5,0,0,40,4,0,4,43,3,0,46,36,7,3,0,42,11,0,6,48,3,0,54,67,12,3,0,80,14,0,16,89,3,0,96,686,150,11,26,868,24,10,30,899,65,0,961,652,174,10,27,872,58,11,64,939,194,0,1130,7,0,0,7,14,0,0,0,14,0,11,24,1344,322,27,59,1752,85,19,97,1854,259,7,2122,240,47,3,6,294,11,0,15,309,27,0,329,235,63,0,6,307,12,3,14,323,35,0,355,7,0,0,0,6,0,0,0,6,3,0,11,11,0,0,6,20,0,0,0,19,0,0,21,484,116,6,20,622,25,4,32
POA3175,305,56,4,0,362,17,0,17,377,33,3,414,394,95,0,4,501,12,4,15,514,20,0,531,79,10,3,0,91,3,0,3,92,4,0,98,10,6,0,9,38,0,0,0,37,3,3,42,794,173,6,20,988,30,4,32,1024,57,4,1082,48,8,0,0,55,10,0,10,68,4,0,71,51,17,3,3,74,5,3,6,79,0,0,84,100,27,3,3,131,16,3,19,147,7,0,155,890,193,8,20,1122,43,8,55,1170,64,4,1242,911,288,28,38,1277,124,18,146,1417,366,6,1785,10,0,0,7,16,0,0,0,16,5,30,50,1812,491,42,65,2407,166,27,198,2602,435,39,3079,345,57,0,0,404,17,3,20,425,29,0,460,357,113,0,8,476,6,3,12,491,24,0,517,21,6,3,0,31,0,0,0,31,4,0,38,16,5,0,5,32,0,0,0,32,4,0,33,743,184,4,18,949,28,8,33
POA3177,45,10,0,0,51,0,0,0,54,6,0,61,59,10,3,0,74,0,0,0,73,3,0,79,6,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,6,0,0,0,6,0,0,6,112,25,3,0,138,3,0,3,139,12,0,154,7,0,0,0,13,0,0,0,13,0,0,13,9,10,0,0,19,4,0,4,20,0,0,20,21,13,0,0,28,4,0,4,30,0,0,30,128,31,3,3,163,5,0,6,177,12,0,186,196,60,7,7,274,33,0,30,308,77,3,387,3,0,0,0,5,0,0,0,5,0,0,7,330,89,6,15,439,41,4,38,482,91,7,575,50,9,0,0,57,0,0,0,55,9,0,62,58,19,0,0,74,0,0,3,79,14,0,91,4,0,0,0,4,0,0,0,5,0,0,5,3,0,0,0,8,0,0,0,9,0,0,9,114,26,3,0,139,4,0,3
POA3178,258,24,3,4,282,11,0,12,299,16,0,309,485,57,3,5,551,9,0,9,561,9,0,568,152,7,13,0,172,0,0,0,172,3,0,175,9,0,0,3,17,0,0,0,17,3,0,17,906,87,15,6,1021,20,0,26,1039,35,0,1074,5,0,0,0,5,0,0,0,10,0,0,9,31,0,0,0,35,3,0,3,39,0,0,39,42,0,0,0,41,7,0,5,49,0,0,51,944,88,15,6,1060,30,3,31,1088,31,0,1127,407,37,7,3,460,6,5,16,474,32,0,505,4,0,0,0,4,0,0,0,4,0,3,8,1354,130,27,10,1527,34,9,47,1569,63,3,1634,344,27,0,3,378,12,0,13,391,16,0,411,707,69,0,4,784,15,0,15,797,23,0,819,25,0,11,0,36,0,0,0,36,0,0,36,6,0,0,5,13,0,0,0,13,0,0,10,1085,103,15,7,1207,24,0,25
POA3179,36,4,0,0,42,4,0,4,41,0,0,41,85,9,0,0,91,0,0,0,91,5,0,93,18,3,0,0,24,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,141,14,3,0,156,4,0,4,161,5,0,163,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,147,11,3,0,159,4,0,4,167,5,0,167,78,11,3,0,95,0,0,0,93,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,224,26,8,0,257,3,0,3,256,7,0,266,60,3,0,0,64,0,0,0,64,3,0,69,112,13,0,0,122,0,0,0,124,4,0,131,6,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,177,21,0,0,199,0,0,0
POA3180,48,5,6,0,63,0,0,3,65,3,0,65,112,13,0,0,127,0,0,0,127,5,0,129,28,3,0,0,29,0,0,0,29,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,193,25,5,0,220,0,0,3,223,9,0,228,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,196,25,5,0,228,0,0,3,232,9,0,242,124,8,3,0,139,3,0,3,142,5,0,148,0,0,0,0,0,0,0,0,0,0,0,3,325,33,13,3,370,7,0,10,380,11,0,395,71,7,0,0,76,0,0,0,77,3,0,77,115,12,0,0,132,0,3,3,136,6,3,141,8,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,7,0,0,0,7,0,0,7,197,16,0,0,218,3,3,6
POA3181,96,13,3,0,107,0,0,0,111,3,0,117,196,10,12,3,224,0,0,5,223,3,0,230,74,0,3,0,75,0,0,0,75,3,0,81,0,0,0,3,3,0,0,0,3,0,0,3,366,25,19,4,407,3,4,9,414,12,0,429,3,0,0,0,3,0,0,0,4,0,0,5,9,0,0,0,9,0,0,0,9,0,0,9,12,0,0,0,12,0,0,0,11,0,0,13,375,25,19,4,421,3,4,6,432,9,0,436,104,16,0,0,120,7,0,7,131,6,0,137,0,0,0,0,0,0,0,0,0,0,0,0,485,39,19,4,547,11,4,12,559,21,0,578,92,13,0,0,107,0,0,0,106,6,0,115,129,8,0,0,138,0,0,5,143,4,0,145,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,223,22,0,3,248,3,0,4
POA3182,91,12,0,0,108,3,0,3,110,5,0,113,165,31,0,7,196,0,0,0,196,3,0,200,58,9,5,0,68,0,0,3,75,0,0,71,0,0,0,0,3,0,0,0,3,0,0,3,315,51,5,7,379,3,0,6,379,10,0,391,9,3,0,0,6,0,0,0,9,0,0,9,4,0,0,0,7,0,0,3,9,0,0,9,6,4,0,0,13,3,0,3,16,0,0,16,324,57,5,7,392,4,3,9,396,10,0,408,139,10,3,0,157,7,0,9,159,8,0,172,0,0,0,0,0,0,0,0,0,0,3,3,460,70,10,11,548,13,4,12,557,16,3,581,111,6,3,0,122,3,0,3,121,10,0,132,137,13,0,0,159,0,0,4,155,0,0,155,6,0,3,0,9,0,0,0,9,0,0,9,0,0,0,4,4,0,0,0,4,0,0,4,249,26,3,10,284,4,0,4
POA3183,102,11,3,0,123,3,0,5,127,0,0,128,308,74,3,8,394,8,4,8,399,26,0,430,59,14,3,0,74,3,0,3,80,4,0,87,3,0,0,6,9,0,0,0,9,0,3,11,478,105,5,9,598,16,4,13,615,33,3,656,0,0,0,0,0,0,0,0,0,3,0,5,17,0,0,0,12,0,0,3,16,3,0,21,13,0,0,0,14,0,0,3,23,5,0,29,493,106,5,9,613,12,5,21,635,38,3,677,215,47,5,11,276,4,0,4,286,26,0,309,0,0,0,3,4,0,0,0,4,0,4,4,705,151,12,25,901,22,5,24,927,71,5,1000,99,23,3,0,128,5,0,5,135,0,0,140,283,72,0,5,363,3,0,3,360,18,0,378,15,8,0,0,20,0,0,0,20,0,0,19,9,0,0,7,12,0,0,0,12,0,0,12,399,102,5,10,528,9,0,9
POA3184,110,11,0,0,119,5,0,4,125,11,0,130,211,8,0,0,220,3,0,3,223,3,0,232,64,8,4,0,79,0,0,0,79,0,0,83,3,0,0,6,10,0,0,0,10,0,0,10,393,27,4,6,428,8,0,6,435,15,3,454,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,12,0,0,12,14,0,0,0,15,4,0,4,14,0,0,14,403,29,4,6,447,8,0,10,454,15,3,468,144,19,3,0,165,0,0,3,170,9,0,180,0,0,0,3,0,0,0,0,0,0,0,7,553,48,12,6,613,15,4,15,630,20,0,651,136,17,3,0,157,0,0,0,155,13,0,171,207,8,0,0,220,0,0,0,219,3,0,220,12,0,3,0,14,0,0,0,12,3,0,14,3,0,0,0,3,0,0,0,3,0,0,3,356,28,3,0,394,3,0,3
POA3185,92,13,3,0,105,0,0,3,105,3,0,113,236,40,0,3,278,0,0,4,281,7,0,287,57,5,4,4,76,0,0,0,80,3,0,81,3,5,0,0,7,0,0,0,7,3,0,13,386,58,8,9,463,6,3,10,468,18,0,492,3,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,8,0,0,0,8,0,0,8,8,4,0,0,11,0,0,0,11,0,0,11,395,59,12,6,474,6,3,10,483,18,0,506,137,14,3,6,164,0,0,0,167,12,0,177,0,0,0,3,3,0,0,0,3,0,0,4,529,77,13,19,642,11,3,8,651,31,0,686,130,16,3,0,150,6,0,9,154,7,0,158,297,35,0,9,333,5,0,5,338,3,0,341,10,0,0,0,11,0,0,0,11,0,0,12,4,3,0,5,10,0,0,0,10,5,0,17,440,52,4,17,509,8,0,8
POA3186,142,18,0,0,163,7,0,7,163,14,0,180,298,18,9,4,327,0,0,0,323,3,0,327,48,6,9,0,61,0,0,0,60,3,0,64,0,0,0,3,3,0,0,0,3,0,6,4,485,46,15,4,548,10,0,10,556,17,6,583,6,0,0,0,5,0,0,0,5,0,0,5,19,0,0,0,19,0,0,0,16,0,0,16,19,0,0,0,25,0,0,0,25,0,0,25,512,47,15,4,572,11,0,11,584,17,6,606,211,20,0,6,237,10,0,10,248,11,0,264,6,0,0,3,6,0,0,0,6,0,0,9,727,61,16,11,815,18,0,18,832,31,9,872,237,20,0,3,262,0,0,0,264,20,0,282,371,24,5,8,409,5,0,5,412,4,0,420,12,0,0,0,13,0,0,0,16,0,0,18,9,0,0,4,11,0,0,0,11,0,0,11,630,47,5,13,694,10,0,6
POA3187,104,6,0,0,113,4,0,4,115,10,0,125,273,24,6,0,303,3,0,3,306,0,0,304,41,9,0,0,51,0,0,0,51,0,0,51,5,0,0,7,11,0,0,0,10,0,0,10,428,38,3,3,475,9,0,9,481,13,0,492,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,17,0,0,0,17,0,0,17,19,0,0,0,19,0,0,0,19,0,0,22,441,39,3,3,497,9,0,9,501,12,0,513,162,11,0,4,175,0,0,0,175,8,0,185,0,0,0,0,0,0,0,0,0,0,0,0,603,51,3,8,667,9,0,9,674,22,0,695,176,28,3,3,202,0,3,3,209,13,0,222,439,18,0,3,459,8,0,8,471,3,0,470,6,0,3,0,6,0,0,0,6,0,0,6,0,0,0,3,6,0,0,0,6,0,0,10,621,46,6,9,678,8,3,10
POA3188,117,9,5,0,132,7,0,11,142,5,0,143,291,24,3,3,320,4,0,4,321,3,0,327,86,5,6,0,101,0,0,0,101,0,0,101,3,0,0,3,5,0,0,0,5,0,0,5,499,43,11,3,558,8,0,13,572,7,0,576,4,0,0,0,9,3,0,3,5,0,0,5,10,0,0,0,12,0,0,0,12,0,0,12,14,3,0,0,14,3,0,3,16,0,0,16,509,45,18,3,578,14,0,13,591,7,0,596,251,13,4,0,269,4,0,4,267,12,0,276,0,0,0,5,5,0,0,0,5,0,0,5,759,53,20,9,846,16,0,15,859,19,0,879,222,27,0,0,251,5,3,13,258,9,0,270,423,24,4,3,451,0,0,0,452,7,0,462,9,3,8,0,15,0,0,0,15,0,0,15,3,0,0,0,4,0,0,0,4,0,0,6,656,53,13,3,722,7,3,9
