SA2_MAINCODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
210021232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,18,0,9,3,38,25,16,10,0,0,95,0,0,0,0,4,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,12,17,3,0,56,0,0,7,0,5,0,0,0,0,13,0,3,6,6,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,8,4,0,0,29
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,8,3,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
210021234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
210021235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,13,0,3,0,12,12,10,4,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
210031236,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,10,22,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,8,0,3,3,34,17,0,3,0,0,65,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,5,22,7,6,4,0,0,46,0,0,0,0,0,0,0,0,3,10,0,0,0,3,5,0,0,0,0,12,0,0,5,7,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,19,0,0,0,5,3,0,0,0,0,4,0,0,0,13,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,6,6,0,28,0,4,4,4,0,0,0,0,0,15
210031237,0,0,0,5,0,0,0,0,0,8,0,0,0,9,3,0,0,0,0,15,0,3,7,57,0,0,0,0,0,71,0,3,0,0,0,0,3,0,0,4,3,17,9,31,3,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,26,70,44,257,21,15,5,3,0,429,0,0,0,0,0,0,0,0,0,0,0,7,5,36,14,24,7,0,0,100,0,0,0,0,0,0,6,3,4,13,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,8,4,28,7,6,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,24,37,16,9,4,0,91,0,3,0,4,0,0,0,0,0,7
210031239,0,0,0,13,3,0,3,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,17,52,0,3,0,0,0,73,0,0,0,0,3,0,4,3,0,12,0,4,11,102,29,14,3,0,7,169,0,0,0,6,0,0,0,3,0,6,11,11,15,68,0,0,0,0,0,113,0,0,0,3,3,0,0,0,0,7,6,7,13,68,13,6,5,4,0,132,0,0,0,12,0,3,7,8,14,48,0,0,0,7,9,5,6,5,0,37,0,0,3,6,5,5,0,0,0,19,0,0,0,17,0,3,3,0,0,28,0,0,0,0,0,0,4,3,0,4,3,6,13,60,20,15,5,4,0,123,0,0,10,19,0,0,0,0,0,31,0,0,3,31,4,0,3,0,0,45,0,0,0,0,4,0,0,0,0,8,0,0,4,54,46,11,5,7,0,127,0,4,4,24,4,0,0,0,0,35
210031438,0,3,0,4,0,0,0,0,0,10,0,0,4,3,3,0,0,0,0,14,0,8,89,242,3,3,3,0,0,350,0,0,0,0,0,0,3,0,0,13,0,15,25,43,25,6,5,0,0,122,0,0,0,3,0,0,0,0,0,5,19,31,16,183,10,0,3,0,0,268,0,0,0,3,0,0,0,0,0,3,0,5,12,81,28,18,17,3,0,164,0,0,0,3,6,7,11,15,23,71,0,0,0,3,0,7,4,3,3,26,0,0,0,4,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,0,0,0,3,4,0,0,8,3,15,5,10,13,69,30,5,4,4,0,145,0,0,0,4,0,0,0,0,0,5,0,3,3,30,5,3,0,0,0,41,0,0,0,6,0,3,3,0,0,10,4,3,6,88,76,25,22,9,0,232,0,3,0,6,0,3,0,0,0,14
210031439,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
210031440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,11,12,4,0,0,0,27,0,0,0,0,0,0,3,0,0,3,3,5,4,24,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,0,0,19,0,0,0,0,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,10,9,5,0,42,0,0,0,0,0,0,0,0,0,0
210041240,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,3,18,0,8,10,23,19,15,4,0,3,89,0,0,0,0,3,0,0,0,0,6,0,5,5,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,8,4,23,15,7,3,3,0,60,0,0,0,6,0,0,0,5,0,12,0,0,3,3,8,11,13,3,3,38,0,0,0,0,0,0,0,0,0,8,0,9,4,8,5,3,3,0,0,29,0,0,0,0,0,3,0,0,0,10,0,0,0,3,7,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,3,7,0,3,0,0,0,20
210041241,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,9,0,49,3,23,23,92,49,25,16,4,0,244,0,0,3,0,3,6,3,3,0,18,0,0,3,3,7,4,0,0,0,12,0,0,0,3,6,0,0,0,0,16,3,9,9,54,32,16,8,3,0,133,0,0,0,6,3,11,0,3,3,26,0,3,0,15,14,17,22,24,3,94,0,0,0,3,5,0,3,3,0,18,0,3,9,17,14,7,0,3,0,54,0,0,0,0,3,0,0,5,0,5,0,4,0,12,10,3,3,0,0,38,0,0,0,3,3,0,0,0,0,6,0,0,3,20,4,0,3,0,0,31,0,0,0,3,5,4,3,0,0,11,0,0,0,0,6,0,0,0,0,4,0,5,0,15,3,10,0,0,0,26
210051242,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,12,26,39,0,0,0,0,0,78,0,0,0,0,0,0,3,0,0,4,0,14,24,29,3,12,3,0,0,85,0,0,0,0,0,0,0,0,4,0,15,10,17,73,4,0,0,0,0,115,0,0,0,7,4,0,0,0,0,6,0,10,3,61,18,27,10,3,3,129,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,6,8,6,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,3,6,0,12,0,9,5,30,5,8,3,4,3,70,0,0,0,8,0,0,0,0,0,8,0,0,0,14,3,0,3,0,0,18,0,0,0,0,0,3,0,0,0,13,3,3,15,74,49,47,33,22,6,249,0,0,3,3,0,0,3,0,0,9
210051243,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,10,3,11,22,21,0,0,0,0,0,62,0,0,0,0,0,0,3,0,0,3,4,19,16,18,10,3,0,0,0,70,0,0,0,0,0,0,3,0,0,3,6,12,10,58,9,3,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,3,3,20,16,19,6,0,0,69,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,4,5,3,14,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,7,8,3,3,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,21,0,0,0,0,3,4,3,0,0,13,0,16,27,157,197,131,88,24,3,648,0,0,0,0,0,0,0,0,0,4
210051245,0,0,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,6,0,0,0,0,0,5,4,0,0,14,8,9,12,38,18,17,7,4,0,105,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14,48,23,32,15,3,3,138,0,0,0,3,4,4,4,0,4,25,0,0,3,5,3,10,11,9,0,43,0,0,0,3,4,5,4,0,0,22,0,0,0,3,3,0,0,0,0,9,0,0,0,0,8,3,6,3,0,24,0,11,13,34,35,26,16,8,3,152,0,0,0,3,0,0,0,0,0,3,0,3,0,10,7,3,0,0,0,21,0,0,0,0,3,0,3,0,0,4,0,0,5,29,44,24,13,8,0,125,0,0,3,6,4,3,0,0,0,14
210051246,0,0,0,3,4,5,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,11,9,25,3,6,3,0,0,59,0,0,0,0,0,0,0,0,0,3,0,4,9,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,4,6,33,24,15,6,3,0,88,0,0,0,8,0,7,3,0,0,16,0,0,0,0,0,3,3,0,0,18,0,3,7,8,0,3,3,0,0,24,0,0,0,7,0,3,0,0,0,11,0,0,0,3,3,7,6,0,0,17,0,7,7,49,35,15,7,0,0,124,0,0,0,3,3,0,0,0,0,9,0,0,0,11,10,3,0,0,0,18,0,0,0,4,5,4,6,3,0,32,0,0,5,69,88,25,15,9,0,210,0,4,0,10,0,0,0,0,0,12
210051247,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,9,0,0,0,0,0,4,3,0,0,9,3,17,20,22,8,8,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,11,5,31,6,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,11,33,22,31,8,4,0,101,0,0,0,0,7,4,6,0,0,24,0,0,0,0,4,3,7,0,0,5,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,5,4,0,0,16,0,0,0,11,7,11,5,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,9,0,0,0,18,3,9,29,249,271,129,84,29,4,807,0,3,6,0,0,0,0,0,0,12
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,3,5,35,37,47,18,4,0,0,0,141,0,0,0,0,0,0,3,0,0,5,3,10,10,46,4,0,0,0,0,83,0,0,0,0,0,0,0,0,0,3,3,6,26,79,75,55,12,0,3,264,0,0,0,3,4,9,0,3,0,15,0,0,0,0,3,0,0,0,0,4,0,3,0,5,4,4,0,0,0,13,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,3,13,27,72,93,23,24,7,0,264,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,0,0,0,0,18,0,0,0,3,3,4,4,0,0,21,4,12,37,202,215,74,32,15,3,605,0,3,3,6,0,0,0,0,0,12
210051250,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,8,0,6,13,22,9,5,5,3,0,70,0,0,0,0,0,0,3,0,0,5,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,6,19,9,9,3,0,0,43,0,0,0,3,0,3,3,4,0,14,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,4,3,0,11,0,0,0,10,4,12,8,0,0,45,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,15,0,0,0,3,0,3,0,0,0,8,0,0,0,5,4,9,0,0,0,22,0,0,0,0,0,0,0,0,0,3
210051441,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,26,12,33,21,5,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,4,19,10,17,0,0,0,49,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,9,3,3,0,16,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,10,27,27,11,4,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,21,0,0,0,6,0,3,0,0,0,12,0,0,0,15,9,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0
210051442,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,5,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,36,29,45,18,7,3,0,0,141,0,0,0,0,0,0,0,0,0,0,3,13,12,54,4,7,0,0,0,86,0,0,0,4,0,0,0,0,0,4,0,4,30,51,42,11,3,0,0,151,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,4,3,4,4,4,0,0,0,22,0,3,4,9,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,5,5,68,34,6,4,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,3,0,0,0,19,0,0,0,7,5,16,0,0,0,31,0,0,8,29,26,9,4,3,0,81,0,0,3,0,3,3,0,0,0,6
210051443,0,0,0,3,3,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,3,10,3,0,0,0,0,20,0,0,0,0,0,0,3,4,0,7,6,44,55,59,24,8,3,0,0,191,0,0,0,0,0,0,3,0,0,4,8,0,8,33,5,0,0,0,0,59,0,0,0,0,0,0,0,0,0,7,0,12,12,61,39,29,9,0,0,165,0,0,0,3,3,10,0,0,0,16,0,0,0,3,3,5,0,0,0,13,0,3,4,8,7,5,0,0,0,29,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,4,20,31,103,67,9,8,0,0,239,0,0,0,6,0,0,0,0,0,10,0,3,9,29,0,3,0,0,0,42,0,0,0,3,4,0,4,0,0,9,3,4,12,60,44,15,9,3,0,154,0,7,5,3,0,0,0,0,0,14
210051444,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,6,8,35,0,0,0,0,0,56,0,0,0,0,0,0,3,0,0,6,15,66,57,77,13,4,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,18,10,86,0,7,0,0,0,130,0,0,0,0,0,0,0,0,0,0,3,20,16,91,29,7,4,0,0,172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,3,6,7,18,3,0,0,0,0,36,0,0,3,4,6,0,0,0,0,14,0,0,0,0,6,0,0,0,0,7,4,39,23,166,33,14,9,3,0,291,0,0,0,3,0,0,0,0,0,8,0,0,0,14,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,8,13,72,52,24,9,3,0,180,0,5,3,3,0,0,0,0,0,13
210051445,0,0,3,3,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,16,9,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,0,0,0,26,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,3,0,0,0,13,0,0,0,5,0,0,0,0,0,3
211011251,0,0,0,4,0,6,0,0,0,10,0,4,3,8,0,0,0,0,0,14,0,0,3,12,0,0,0,0,0,22,0,0,0,3,3,10,11,8,0,41,0,4,10,36,10,6,3,6,3,82,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,10,49,19,16,7,3,0,110,0,0,0,3,3,6,3,7,23,37,0,3,3,8,6,13,8,3,4,32,0,0,0,8,4,9,0,0,0,20,0,0,3,13,3,11,3,4,0,40,0,0,0,0,0,0,5,0,0,9,0,0,10,36,14,9,4,0,0,72,0,0,0,11,0,0,0,0,0,15,0,3,3,22,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,13
211011254,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,20,15,3,42,0,8,21,23,20,16,10,0,0,108,0,0,0,3,3,0,0,3,0,10,0,0,0,3,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,4,0,5,16,36,24,11,3,0,3,110,0,0,0,0,4,3,4,0,0,18,0,0,0,3,6,5,10,4,0,37,0,12,10,16,14,4,5,0,0,61,0,4,12,18,16,17,7,6,0,70,0,0,0,0,3,3,3,0,0,10,0,19,29,88,57,36,12,3,6,251,5,0,4,11,0,3,0,0,0,27,0,0,0,9,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,0,0,0,23
211011255,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,7,0,14,8,3,0,0,0,38,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,4,3,0,0,28,0,0,0,3,4,12,0,0,0,15,0,0,0,0,0,8,0,0,0,11,0,0,0,3,0,3,0,0,0,7,0,0,0,3,4,9,0,0,0,22,0,0,0,0,3,0,0,0,0,8,0,0,3,12,18,0,7,0,0,42,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,3,4,0,0,0,0,8
