SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC20521,255,0,0,0,0,0,0,37,297,323,0,0,0,0,0,0,30,355,288,23,7,0,0,0,0,26,336,183,98,71,15,0,0,0,27,390,102,78,165,44,3,0,0,24,423,80,70,182,93,12,0,0,30,463,61,74,206,87,12,3,0,23,478,52,67,166,79,14,0,0,20,398,68,53,163,88,12,3,0,20,409,45,41,145,62,17,4,3,23,340,42,57,166,88,13,0,3,20,392,27,19,79,43,13,3,0,7,202,15,21,63,40,18,3,0,14,170,23,18,46,31,13,5,3,3,149,26,24,85,49,24,5,8,10,228,1596,648,1551,728,151,28,18,314,5035
SSC20522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,0,0,0,0,21
SSC20523,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,0,0,11,3,0,4,3,0,0,0,0,13,4,0,3,6,0,0,0,0,9,0,0,3,6,0,0,0,0,9,0,3,10,5,4,0,0,0,17,0,3,6,6,0,0,0,0,16,0,0,3,0,5,0,0,0,10,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,17,33,30,17,4,0,7,128
SSC20524,7,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,10,4,0,0,0,0,9,0,0,4,5,0,0,0,0,13,0,0,3,6,0,0,0,0,15,0,0,4,3,5,0,0,0,11,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,41,18,7,3,0,3,96
SSC20525,172,0,0,0,0,0,0,25,195,318,12,6,0,0,0,0,42,368,390,38,10,6,3,0,0,76,514,231,98,63,11,0,0,0,36,441,92,94,105,22,14,6,3,15,352,72,52,105,28,4,3,3,23,289,69,34,105,33,10,0,3,17,258,42,69,80,31,8,6,3,15,254,34,35,74,42,10,0,0,14,221,13,37,66,37,10,5,3,20,189,20,30,60,37,19,3,0,15,182,12,11,62,25,10,6,3,5,138,6,10,45,36,14,4,8,15,132,0,5,25,21,10,5,7,12,95,5,11,11,11,10,3,13,5,69,1473,543,826,338,115,36,53,321,3709
SSC20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,11
SSC20529,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,3,0,0,0,16
SSC20530,9,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,4,10,0,0,3,3,0,0,0,3,9,4,3,5,5,0,0,0,0,11,0,0,0,4,3,0,0,3,13,4,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,4,11,0,0,0,3,3,0,0,11,10,0,0,0,0,0,0,0,25,25,30,10,23,20,8,0,3,70,163
SSC20531,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,4,3,0,0,30
SSC20532,21,0,0,0,0,0,0,4,24,10,0,3,0,0,0,0,0,13,4,6,3,3,0,0,0,0,17,8,3,3,0,0,0,0,0,16,3,3,4,6,0,0,0,0,24,5,0,5,3,3,0,3,0,22,9,8,10,10,0,0,0,0,33,3,5,9,9,10,0,0,4,38,3,7,18,14,4,0,0,0,47,7,3,13,18,0,0,0,3,48,4,3,7,15,5,0,0,0,46,3,0,5,0,4,3,4,3,27,0,0,4,14,4,4,9,10,38,3,0,5,4,3,6,3,0,19,0,0,10,6,8,4,8,11,40,82,36,101,98,44,22,22,40,448
SSC20533,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,13
SSC20534,128,0,0,0,0,0,0,12,140,140,7,3,0,0,0,0,10,164,186,34,16,4,0,0,0,27,261,177,90,53,11,0,3,0,16,357,98,70,107,30,3,0,0,19,325,93,68,106,44,12,0,3,26,352,59,54,93,31,10,3,0,16,266,59,36,77,33,9,3,0,12,225,39,43,73,38,19,0,0,16,220,36,33,89,40,21,0,4,11,223,38,39,90,35,24,3,3,24,256,19,23,67,35,27,4,4,10,190,16,19,55,31,20,4,4,27,177,10,6,34,36,20,8,13,20,142,15,24,52,33,23,11,16,59,222,1108,550,907,404,173,43,41,306,3520
SSC20535,160,0,0,0,0,0,0,13,176,126,3,0,0,0,0,0,10,139,99,15,13,0,0,0,0,7,134,69,41,50,10,0,0,0,6,180,23,40,89,27,7,0,0,6,194,30,34,98,37,7,4,0,8,217,26,35,79,41,11,3,0,7,205,14,26,75,36,8,0,0,7,176,19,29,65,39,20,3,0,10,189,19,18,54,39,7,3,0,11,162,9,21,76,33,12,3,0,10,168,6,12,50,31,15,3,3,11,125,3,7,27,15,16,5,5,7,84,3,9,17,9,7,8,0,9,60,3,4,12,3,5,0,4,0,32,609,293,709,329,116,34,14,128,2242
SSC20536,516,0,0,0,0,0,0,61,584,510,14,0,0,0,0,0,30,554,521,75,25,0,0,0,0,46,674,393,217,134,25,4,0,0,46,820,193,209,292,85,20,6,3,37,851,170,154,381,137,18,0,0,32,894,148,149,356,132,25,6,3,35,862,124,100,295,109,42,5,0,28,710,91,94,255,156,36,5,3,34,677,103,78,216,108,33,14,3,28,584,57,70,241,132,38,19,0,21,584,40,56,207,111,48,8,10,30,506,37,34,124,100,34,26,10,26,385,44,35,117,85,46,9,10,43,401,63,48,147,123,66,43,15,101,603,3017,1330,2801,1310,421,140,59,609,9692
SSC20537,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,9,3,0,5,0,26
SSC20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,18
SSC20539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20540,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,0,5,3,0,0,0,0,6,0,0,3,0,0,0,0,3,7,3,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,4,3,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,20,14,8,3,0,15,90
SSC20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,7,0,3,0,0,0,10,0,0,4,3,3,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,5,7,3,0,15,62
SSC20543,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,3,0,29
SSC20544,11,0,0,0,0,0,0,0,7,11,3,0,0,0,0,0,0,13,6,0,5,0,0,0,0,6,16,0,0,3,0,0,0,0,0,6,5,4,9,3,0,0,0,3,23,3,9,8,3,0,0,0,0,18,10,3,9,3,0,0,0,3,25,5,4,11,3,0,0,0,3,30,10,3,7,3,0,0,0,3,30,11,4,11,4,0,3,0,3,37,9,3,10,12,3,0,0,3,40,5,0,11,0,0,0,0,3,20,3,0,7,6,3,0,3,0,16,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,5,88,32,78,37,13,5,7,36,303
SSC20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,6,17
SSC20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,5,5,0,0,3,45
SSC20547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20548,50,0,0,0,0,0,0,11,59,16,3,0,0,0,0,0,0,19,12,7,0,0,0,0,0,3,31,6,6,10,4,0,3,0,0,35,10,5,10,5,5,0,0,0,37,13,6,19,12,4,3,0,4,59,10,9,19,14,0,3,0,3,65,11,9,26,10,8,0,5,6,72,13,7,14,20,8,0,0,10,70,7,8,27,12,3,5,0,9,77,3,9,18,19,7,5,0,4,58,3,0,10,11,3,3,0,0,34,0,0,9,4,9,5,3,3,35,0,0,0,0,3,0,0,0,14,0,0,0,9,0,0,0,3,19,155,68,167,128,62,28,15,65,685
SSC20549,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,4,0,0,0,0,26
SSC20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20551,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,17
SSC20552,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,7,0,3,0,0,39
SSC20553,309,0,0,0,0,0,0,23,331,281,15,5,0,0,0,0,21,317,218,42,26,7,0,0,0,20,320,102,76,88,26,7,0,0,8,309,36,52,109,50,11,4,0,6,268,30,35,140,82,27,3,5,11,336,33,42,161,85,22,7,7,18,365,27,36,143,76,29,3,0,18,331,35,29,131,90,25,7,13,12,342,24,24,137,85,21,3,7,21,322,21,17,129,90,35,5,8,15,303,15,10,90,60,43,8,5,4,236,8,13,52,40,27,11,3,10,167,3,13,19,23,16,6,3,9,96,3,9,16,20,15,6,5,7,88,1150,428,1243,738,274,72,47,193,4138
SSC20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20555,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,3,0,0,0,23
SSC20556,12,0,0,0,0,0,0,3,12,14,0,0,0,0,0,0,3,15,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,3,11,0,0,3,6,0,0,0,0,11,0,3,12,4,0,0,0,3,21,0,0,3,5,0,0,0,0,16,0,0,10,5,0,0,0,0,17,0,0,3,3,0,0,0,3,11,4,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,46,25,3,0,0,21,140
SSC20557,30,0,0,0,0,0,0,4,35,23,0,0,0,0,0,0,0,23,14,3,3,3,0,0,0,0,26,6,3,9,0,0,0,0,0,11,3,6,7,3,6,0,0,4,26,4,5,10,10,0,0,0,0,35,0,4,13,6,0,0,0,0,26,5,5,14,9,0,0,0,3,34,3,12,19,14,10,0,0,5,54,4,4,23,7,3,0,0,3,42,5,3,8,6,3,0,0,3,27,3,0,3,3,0,3,4,0,18,0,0,6,6,0,0,0,0,16,0,0,3,0,4,0,0,0,7,0,0,3,0,0,0,0,0,3,104,39,117,64,26,12,7,27,400
