SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC20583,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,3,3,3,0,9,3,3,0,0,5,3,0,0,0,3,3,8,0,0,10,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,27,31,8,0,69
SSC20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,20
SSC20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20587,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,3,0,5,0,7,20,0,4,0,23,3,3,9,0,13,35,12,10,0,53,24,8,11,0,41,29,10,3,0,41,15,21,0,0,40,13,17,7,0,34,7,13,0,0,21,19,29,7,0,51,8,21,0,0,29,3,5,0,0,14,0,3,0,0,4,8,5,0,0,13,9,25,7,0,44,12,0,3,0,18,213,188,60,4,467
SSC20588,8,0,7,0,20,7,0,0,0,7,3,3,5,0,9,3,3,15,0,15,42,3,20,0,71,24,5,33,0,59,157,24,38,3,224,58,30,21,0,112,72,37,25,0,142,72,53,21,0,147,30,41,4,0,84,49,48,13,0,111,60,73,9,0,147,34,31,4,0,72,15,21,3,0,40,9,7,3,0,18,13,25,0,0,45,43,81,29,3,157,28,16,9,0,51,744,510,254,13,1515
SSC20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,5,3,0,0,0,8,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,9,0,6,0,0,12,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,3,5,0,0,9,0,0,0,0,0,27,37,9,0,67
SSC20590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,3,0,0,8,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,12,7,3,0,24
SSC20591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,0,15
SSC20592,45,14,19,0,82,25,3,10,3,42,24,13,16,0,55,12,11,22,0,40,133,22,32,5,198,54,43,64,3,163,271,81,70,8,424,122,90,88,23,321,152,162,123,24,455,138,172,81,20,406,101,167,52,13,341,131,200,47,9,383,307,432,77,19,834,251,369,32,17,661,135,304,14,11,461,107,193,12,0,323,163,455,12,0,633,174,330,89,12,605,42,31,13,0,84,2390,3085,876,178,6521
SSC20593,19,4,9,3,31,11,3,0,0,16,12,3,11,6,28,3,3,8,0,18,27,3,17,3,54,20,7,28,0,52,72,30,34,0,135,26,30,29,0,89,39,55,39,3,139,52,68,31,3,151,22,64,18,3,109,32,65,19,7,123,102,132,19,4,262,70,115,7,0,194,52,70,0,0,124,20,56,3,0,88,41,86,6,0,132,42,74,30,4,148,10,8,11,3,32,689,880,299,43,1920
SSC20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20596,3,0,5,0,10,3,0,0,0,4,3,0,5,0,10,0,0,11,0,12,6,3,14,0,21,12,4,13,0,32,39,6,22,0,73,24,23,19,0,65,32,35,25,0,88,27,49,10,0,86,29,57,11,0,102,35,55,6,3,98,76,111,17,0,201,24,69,0,0,98,16,30,0,0,44,10,26,0,0,34,10,21,0,0,37,21,68,22,0,107,4,9,6,0,15,367,570,196,3,1140
SSC20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,16
SSC20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,22
SSC20600,8,0,0,0,8,3,0,0,0,3,4,0,3,0,10,0,0,0,0,3,33,0,7,0,41,10,5,13,0,24,65,6,13,0,81,52,12,6,0,73,38,20,8,3,68,48,27,6,0,74,10,14,3,0,31,21,23,3,0,42,25,30,0,0,60,12,15,0,0,30,9,11,0,0,16,0,3,0,0,8,9,11,0,0,17,14,31,11,0,59,5,3,3,0,14,346,216,81,7,647
SSC20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,3,0,0,4,3,3,0,0,12,7,0,0,0,14,0,0,3,0,6,3,3,0,0,4,3,7,0,0,15,3,4,0,0,5,0,9,0,0,9,0,6,0,0,6,5,7,0,0,9,3,8,0,0,8,0,0,0,0,0,44,57,5,0,105
SSC20602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20603,6,3,4,0,14,7,0,3,0,13,6,0,18,5,30,5,0,29,0,28,50,3,31,0,85,20,10,84,0,119,134,17,51,3,207,75,37,55,9,179,111,75,36,7,233,83,103,37,4,231,54,86,11,3,158,60,93,16,4,173,110,122,17,6,257,37,63,0,0,101,19,39,5,0,58,3,14,0,0,23,10,20,3,3,33,60,67,38,0,165,28,12,12,3,58,880,772,453,50,2155
SSC20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,11
SSC20605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,10,4,0,36
SSC20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,20
SSC20607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,4,0,3,0,5,5,0,0,0,9,9,0,0,0,8,3,3,0,0,8,0,4,0,0,8,3,7,0,0,11,3,5,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,9,3,0,0,0,3,38,33,15,0,90
SSC20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6
SSC20609,4,0,0,0,3,9,3,0,0,9,0,0,7,0,4,0,0,3,0,4,4,0,7,0,10,7,0,12,0,16,24,4,9,0,35,10,7,6,0,24,17,29,13,0,54,24,25,4,0,54,16,37,6,0,59,24,34,5,0,60,35,58,7,0,100,13,31,0,0,44,12,14,4,0,23,3,5,0,0,4,14,10,0,0,24,15,22,15,3,50,4,5,3,0,14,219,288,97,3,610
SSC20610,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,7,0,13,8,0,7,0,19,27,0,10,0,37,4,9,10,0,20,20,4,4,0,31,11,11,9,0,29,3,12,4,0,18,4,8,0,0,13,10,7,0,0,19,3,7,0,0,5,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,14,4,3,28,10,3,0,0,13,134,74,54,3,269
SSC20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,8,4,0,0,8,3,4,0,0,11,0,3,0,0,3,3,0,0,0,5,5,0,0,0,10,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,34,25,6,0,63
SSC20612,11,6,13,0,27,10,0,8,3,22,11,12,27,4,43,3,0,25,3,28,23,11,42,3,80,12,11,37,3,59,30,21,38,4,86,22,15,27,9,74,38,14,23,8,92,47,8,10,10,82,44,12,11,0,70,51,17,7,7,79,179,41,10,7,235,148,35,7,0,185,112,32,0,5,150,86,22,6,3,123,164,66,0,3,235,84,42,24,7,150,13,13,22,0,41,1077,375,343,77,1863
SSC20613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,19,14,0,0,40
SSC20615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,3,15,15,9,0,35
SSC20616,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,4,4,0,0,7,4,7,0,0,7,5,5,0,0,13,12,4,0,0,11,3,10,0,0,14,5,5,0,0,13,5,16,0,0,26,0,8,0,0,10,0,3,0,0,3,0,0,0,0,3,0,3,0,0,9,7,16,0,0,21,3,4,0,0,8,56,91,7,5,163
SSC20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,13,0,3,0,13,3,0,0,0,9,16,0,0,0,14,12,7,0,0,17,7,6,0,0,13,3,7,0,0,8,10,13,0,0,19,13,5,0,0,16,8,5,0,0,13,3,7,0,0,10,15,17,0,0,30,7,23,0,0,24,0,0,0,0,0,102,85,10,0,202
SSC20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10
SSC20619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,3,0,7
SSC20620,5,8,3,0,16,8,3,7,0,17,3,7,13,0,18,0,3,8,0,15,16,19,24,0,60,3,26,12,0,42,51,26,14,0,95,10,33,32,0,76,19,51,32,3,99,14,50,13,3,87,9,26,15,0,47,7,20,14,0,43,9,21,9,0,36,3,16,3,0,17,3,8,0,0,10,0,3,0,0,6,0,7,0,0,3,17,42,28,0,87,3,12,10,0,27,181,366,242,12,794
SSC20621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,3,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,17,16,0,0,30
SSC20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,9,22,3,0,36
SSC20623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,3,3,0,11,4,7,0,0,8,4,3,0,0,11,0,3,0,0,6,0,3,0,0,3,5,5,0,0,16,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,29,31,15,0,74
SSC20624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,5,0,0,0,0,0,32,10,3,0,51
SSC20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,0,10
SSC20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3
SSC20627,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,3,11,0,0,0,10,4,0,0,0,3,3,7,4,0,6,4,8,4,0,13,4,0,0,0,5,0,6,0,0,5,4,3,0,0,5,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,9,3,0,0,8,3,4,0,0,12,0,0,0,0,4,46,45,10,4,103
SSC20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,0,0,12
SSC20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,5,0,0,9,0,5,0,0,6,0,5,0,0,9,0,3,0,0,10,3,8,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,0,0,3,0,0,0,0,0,19,40,3,0,62
SSC20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SSC20631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,21,22,5,0,45
SSC20633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,11,7,3,0,20
SSC20634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,5,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,20,9,4,0,37
SSC20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,3,0,18,8,0,3,0,8,24,0,7,3,29,20,3,4,0,23,18,4,4,0,23,17,9,0,0,20,6,6,0,0,11,3,5,0,0,12,5,3,0,0,10,10,3,0,0,12,0,5,0,0,5,3,3,0,0,9,0,0,0,0,0,14,7,3,0,24,11,0,5,0,11,131,57,38,5,228
SSC20636,18,10,19,0,44,8,4,9,0,22,9,6,44,0,66,10,4,63,0,78,87,33,116,3,237,41,52,166,3,268,242,81,159,5,492,116,106,120,12,354,113,175,139,10,433,115,161,76,8,355,64,146,49,3,261,72,123,35,3,237,104,158,26,4,286,36,81,12,3,130,11,36,4,0,54,9,23,3,0,33,13,28,3,0,40,64,153,90,3,308,33,29,39,0,101,1167,1413,1154,63,3797
SSC20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC20638,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12
SSC20639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,28
SSC20640,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,13,0,3,0,17,3,0,5,0,10,30,6,14,0,44,14,3,4,0,20,14,6,5,0,30,15,6,0,0,20,0,0,3,0,5,10,3,3,0,10,3,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,12,3,0,0,0,9,120,34,49,4,206
SSC20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,3,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,22,14,7,0,38
