SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC20798,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,12,12,0,15,3,3,0,5,3,0,48,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,12,31,9,22,11,14,3,5,15,0,107
SSC20799,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,3,0,3,0,22
SSC20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,17
SSC20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,17
SSC20803,4,4,3,4,0,0,0,3,0,17,3,0,6,7,3,3,0,0,3,21,25,3,25,11,4,3,0,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,61,61,38,27,24,9,0,13,4,231
SSC20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,6
SSC20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12
SSC20806,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,7,0,13,4,7,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,15,3,14,0,4,9,3,74
SSC20807,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,10,0,13,4,3,8,3,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,12,18,17,21,23,12,8,6,14,0,111
SSC20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,17
SSC20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20810,0,3,3,3,3,0,0,0,0,14,0,7,0,3,4,0,0,0,0,11,4,4,29,7,3,0,5,4,0,56,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,44,32,12,17,3,6,5,0,147
SSC20811,6,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,23
SSC20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
SSC20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20814,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,5,0,0,3,3,0,33
SSC20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,12
SSC20816,4,4,0,8,4,0,0,0,0,22,6,7,0,6,8,4,0,0,0,25,13,9,32,13,11,10,6,10,0,116,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,42,79,39,39,32,24,11,22,6,286
SSC20817,5,21,11,22,9,6,0,0,0,79,11,22,13,50,20,10,0,8,0,137,51,30,250,89,59,50,53,70,3,653,0,3,3,4,8,10,3,8,0,35,9,3,5,11,7,4,7,6,0,47,0,0,0,0,0,0,0,3,0,7,8,4,4,12,3,3,7,12,3,61,118,292,298,225,137,85,76,112,14,1342
SSC20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20819,13,26,5,10,19,6,0,3,0,89,5,13,14,8,21,7,0,0,0,71,25,14,56,9,23,11,3,11,0,148,0,3,0,3,3,4,0,0,0,13,6,3,3,3,3,4,0,0,0,19,3,6,0,0,4,3,0,3,0,17,4,5,0,0,7,0,0,0,0,25,271,712,101,76,205,85,14,28,14,1508
SSC20820,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,3,0,0,0,0,0,30
SSC20821,4,0,0,8,6,0,0,0,0,19,5,0,0,3,3,0,0,3,0,19,13,3,33,17,9,12,9,23,0,111,0,0,0,0,0,3,0,4,0,9,0,0,0,5,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,3,7,4,20,28,45,36,41,23,21,15,41,4,247
SSC20822,9,11,8,3,3,4,0,3,0,33,9,7,9,13,3,3,0,3,7,57,14,4,79,33,23,22,13,15,3,215,0,0,4,5,3,5,3,3,0,22,0,0,0,5,5,0,0,0,0,21,0,0,3,0,5,0,0,0,0,8,3,3,0,7,4,3,4,4,0,25,68,179,103,85,64,47,23,37,10,625
SSC20823,21,40,16,18,18,5,4,0,0,122,25,17,17,37,21,9,3,3,4,146,35,23,136,51,36,26,31,28,5,370,3,0,0,0,5,5,3,0,0,21,3,3,6,11,8,3,0,4,0,37,0,6,3,4,3,0,0,3,0,21,0,7,3,0,3,6,0,3,5,31,210,566,205,174,155,72,43,58,22,1513
SSC20824,34,48,7,19,12,10,0,6,3,133,23,32,10,33,18,4,0,3,0,122,28,15,32,13,19,11,0,7,3,124,0,3,0,0,3,3,0,0,0,13,8,10,0,7,11,3,0,0,0,35,3,11,6,0,0,0,0,0,0,28,13,12,3,0,5,8,0,4,0,48,480,1372,94,148,250,107,6,41,32,2540
SSC20825,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,3,3,0,0,0,0,0,63
SSC20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,6,3,0,0,0,26
SSC20827,0,4,3,8,5,0,0,0,0,22,0,3,0,3,0,0,0,0,0,12,13,3,51,15,7,10,7,11,3,115,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,9,32,43,63,30,23,10,13,17,5,238
SSC20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,15
SSC20829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7
SSC20830,9,16,0,10,11,0,0,0,0,44,13,14,6,16,15,3,0,6,0,79,39,15,109,42,30,16,22,30,3,294,0,0,0,0,3,0,0,0,0,6,4,0,0,3,0,3,0,6,0,17,0,0,0,0,3,0,0,0,0,6,0,4,0,0,0,9,0,7,6,27,92,182,127,85,72,35,22,48,11,674
SSC20831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,3,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,8,5,3,0,0,34
SSC20832,34,56,18,38,25,17,3,5,4,201,56,77,40,124,51,24,6,12,7,386,181,44,624,245,115,137,118,202,20,1685,3,4,5,17,14,15,3,13,0,82,11,3,10,27,15,16,3,10,0,102,3,8,3,4,0,4,0,10,0,30,14,24,17,20,13,24,16,37,21,179,476,902,750,559,301,256,163,302,52,3764
SSC20833,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,16,0,42,7,4,4,4,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,33,43,13,17,7,5,14,4,161
SSC20834,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,0,13,9,3,23,6,6,5,9,4,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,19,20,27,19,15,6,8,13,0,123
SSC20835,5,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,5,19,0,6,0,0,0,3,3,3,29,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,6,0,5,0,3,9,3,67
SSC20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,0,3,0,3,5,0,24
SSC20837,5,11,0,10,7,0,0,0,0,35,5,6,6,9,3,3,0,7,0,41,17,3,87,21,14,5,14,10,4,170,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,3,3,4,0,6,3,3,0,0,29,62,100,99,52,54,16,21,15,9,420
SSC20838,4,6,0,4,0,0,0,5,0,24,3,3,0,3,5,0,0,0,0,23,20,0,23,11,15,4,7,11,0,96,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,43,48,25,30,24,15,11,22,0,222
SSC20839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,7,0,0,3,0,27
SSC20840,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,6,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,3,3,0,0,0,5,0,35
SSC20841,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,8,0,3,0,3,8,0,32
SSC20842,28,41,22,25,40,18,5,6,0,182,44,36,30,41,49,16,3,9,0,232,69,35,247,59,51,26,29,40,10,558,3,0,0,11,5,3,0,7,0,29,12,6,3,7,12,3,3,3,0,54,0,4,5,0,3,0,0,0,0,15,0,11,6,7,4,3,4,5,0,41,328,668,342,188,267,111,51,78,21,2066
SSC20843,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,14,0,8,4,3,8,0,56
SSC20844,3,0,0,3,0,0,0,0,0,7,4,0,3,9,7,0,0,3,0,22,14,7,37,14,6,8,8,12,0,103,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,0,14,34,24,42,52,12,13,3,25,3,213
SSC20845,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,4,0,8,0,0,0,0,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,12,12,4,5,0,3,3,10,3,55
SSC20846,0,3,3,4,3,3,0,0,0,11,0,4,0,6,4,3,0,0,0,15,4,0,23,11,3,0,8,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,25,31,18,10,4,8,3,0,110
SSC20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,0,0,0,0,0,19
SSC20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14
SSC20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,20
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20851,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,3,0,13,0,3,4,6,3,0,32,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,9,8,3,6,9,0,65
SSC20852,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,12,3,3,0,0,3,0,7,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,18,13,6,4,0,3,0,7,0,53
SSC20853,4,19,3,15,14,3,0,0,0,62,16,12,4,21,20,3,0,0,0,79,47,14,129,63,43,23,29,44,5,405,5,0,0,0,3,0,0,3,0,20,4,3,3,12,0,7,0,3,0,30,0,0,0,3,0,0,0,3,0,7,8,3,3,7,0,0,0,3,3,27,118,196,147,131,109,37,37,65,14,856
SSC20854,3,4,0,0,0,0,0,3,0,13,0,0,0,4,5,0,0,3,0,10,8,3,6,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,32,8,7,13,8,3,4,0,82
SSC20855,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,12,4,0,0,0,0,38
SSC20856,4,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,18,3,27,7,4,0,7,10,0,77,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,35,31,28,12,15,9,10,18,0,168
SSC20857,3,3,0,0,3,0,0,0,3,12,0,4,0,3,5,0,0,0,0,14,10,0,17,9,13,3,12,13,3,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,6,32,40,15,26,27,4,17,12,3,178
SSC20858,53,72,19,17,43,23,0,7,4,236,47,67,33,50,41,24,10,11,3,282,69,31,153,53,49,37,20,25,3,443,10,3,0,8,9,0,0,6,0,38,11,9,9,16,12,15,3,3,0,77,4,15,5,3,6,4,0,3,0,39,17,19,0,3,14,5,3,6,13,70,839,1954,308,296,474,258,43,97,58,4334
SSC20859,119,156,54,68,75,39,12,11,0,536,106,137,78,107,114,44,3,13,4,609,197,101,626,158,178,96,53,81,10,1510,8,5,6,10,23,14,0,0,0,71,29,13,12,39,37,19,10,12,0,176,12,25,3,6,16,5,0,4,0,68,17,19,13,24,25,16,0,7,9,129,1271,2637,902,630,844,361,96,173,72,6994
SSC20860,36,63,21,37,38,16,5,7,3,221,48,41,26,37,49,13,0,10,3,229,69,34,270,68,57,30,29,24,12,603,3,3,0,6,10,3,0,0,0,27,9,8,3,15,16,0,3,10,0,70,7,3,0,0,0,4,0,0,0,14,8,15,6,6,7,6,0,0,3,50,445,952,365,243,319,126,50,68,27,2597
SSC20861,95,128,45,62,44,39,8,9,8,428,127,132,66,108,106,62,14,14,6,630,130,93,346,117,116,67,24,48,15,952,10,10,4,11,14,6,3,3,0,68,28,22,8,23,30,13,3,3,7,138,16,29,3,8,7,4,0,0,0,71,10,46,15,8,18,12,3,0,22,130,1484,3450,610,639,772,445,63,135,119,7717
SSC20862,21,32,15,30,18,10,0,10,0,142,46,42,31,46,33,22,3,14,0,234,85,36,347,71,64,23,48,45,8,721,6,0,0,4,7,3,0,3,0,26,8,5,6,13,10,7,3,0,0,51,0,5,0,0,3,0,0,0,0,12,0,8,7,7,8,0,7,6,5,47,277,507,445,212,197,86,70,92,22,1900
SSC20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11
SSC20864,0,3,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,10,0,17,8,5,0,4,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,51,22,11,14,6,9,11,0,135
SSC20865,75,130,105,58,130,43,31,50,7,631,104,116,125,166,168,72,52,62,9,879,158,76,810,265,182,119,197,200,32,2043,6,7,7,16,23,17,10,10,0,98,14,13,26,38,46,21,23,22,3,196,17,19,5,6,13,3,10,12,8,97,25,32,37,26,23,16,28,32,27,246,744,1809,1279,825,980,477,434,493,123,7168
SSC20866,0,0,0,0,4,0,0,0,0,6,3,3,3,8,6,0,0,0,0,22,7,5,37,6,9,3,7,12,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,37,40,18,21,3,12,13,0,161
SSC20867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20869,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,3,0,0,0,3,0,30
SSC20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5
SSC20871,0,6,3,3,0,0,0,0,0,16,3,7,4,3,3,0,0,0,0,19,9,11,28,10,11,4,3,6,0,78,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,27,59,43,20,36,7,7,13,0,214
SSC20872,74,107,104,95,94,55,73,59,12,675,100,124,135,289,165,100,81,75,14,1089,170,73,932,369,274,167,272,279,41,2587,11,6,10,24,52,27,19,27,4,179,24,15,25,60,64,38,38,31,4,299,15,23,25,14,17,18,15,18,3,146,21,35,48,64,40,34,48,51,44,375,781,1853,1464,1296,1204,671,725,711,161,8872
SSC20873,7,20,6,8,4,3,5,3,0,69,21,21,12,53,20,7,4,5,3,150,56,26,237,78,80,35,39,58,12,617,4,0,6,7,8,8,0,0,0,31,3,3,3,12,3,5,4,5,0,39,0,0,4,3,4,0,0,0,0,12,4,7,7,4,14,0,4,4,5,46,136,367,286,206,172,67,68,84,25,1405
