SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC20657,15,49,117,88,84,31,4,0,0,389,469,1012,2902,2395,1816,811,98,0,0,9507,0,13,24,21,21,13,4,0,0,94,0,0,9,12,3,0,0,0,0,25,56,163,596,711,606,328,38,0,0,2487,3,19,100,78,56,20,0,0,0,285,53,218,625,443,344,134,20,0,0,1827,5,61,179,201,159,91,14,0,0,703,233,434,683,458,366,158,19,0,0,2359,383,211,339,213,147,57,8,0,0,1363,12,126,819,689,464,232,35,0,0,2373,16,28,141,104,40,16,0,0,0,346,4,58,296,251,111,45,3,0,0,763,8,31,89,68,41,18,0,0,0,261,12,71,339,335,110,56,9,0,0,928,18,90,283,219,168,86,15,3,0,885,15,60,301,330,234,153,15,0,0,1110,23,119,356,346,227,122,25,0,0,1220,14,211,827,787,485,241,27,0,0,2589,14,40,68,41,28,15,4,0,0,211
SSC20658,7,16,35,37,37,37,3,0,0,182,203,414,881,817,816,556,99,13,5,3807,3,6,26,21,34,14,12,0,0,117,0,0,3,4,8,3,0,0,0,15,25,86,246,329,265,175,36,0,0,1168,0,7,22,30,16,22,6,0,0,101,29,140,261,183,156,116,14,0,0,896,13,27,91,97,109,72,10,0,0,420,91,173,239,220,190,101,11,0,0,1029,140,82,94,59,45,27,4,0,0,458,5,31,136,122,130,110,15,0,0,548,4,4,41,11,17,10,0,0,0,87,5,27,61,57,33,8,0,0,0,192,0,13,29,33,23,13,3,3,0,111,3,24,88,74,54,32,9,0,0,293,4,29,73,77,64,65,7,0,0,319,0,16,56,65,89,62,19,5,0,308,4,41,89,109,74,73,8,3,0,402,12,91,251,223,250,171,30,0,0,1037,16,15,37,31,21,22,0,0,0,144
SSC20659,6,16,58,39,24,10,0,0,0,165,154,277,1128,972,495,208,40,6,0,3271,0,5,19,12,4,5,3,3,0,60,0,0,3,4,0,0,0,0,0,9,9,50,236,323,182,76,10,0,0,895,0,0,29,39,15,4,0,0,0,93,19,73,254,183,78,36,10,0,0,646,3,18,92,113,57,24,9,0,0,313,100,100,257,224,117,35,4,0,0,832,88,67,104,76,36,12,0,0,0,379,3,15,148,160,83,38,4,0,0,449,0,9,33,34,11,4,0,0,0,93,0,15,88,67,31,3,3,0,0,215,0,9,30,20,15,4,3,0,0,81,0,20,115,101,47,11,3,0,0,295,4,17,87,89,36,18,10,0,0,256,3,8,83,85,38,29,4,0,0,256,7,25,118,148,64,29,4,0,0,399,6,52,374,368,198,81,16,0,0,1097,4,9,35,11,0,6,4,0,0,68
SSC20660,13,22,54,40,41,21,3,0,0,189,236,424,1219,1060,817,415,52,3,3,4234,0,5,13,18,12,9,0,0,0,56,0,0,3,3,0,0,0,0,0,7,28,78,269,366,309,156,18,3,0,1227,4,3,39,35,28,17,4,0,0,129,39,126,313,219,154,52,11,0,0,916,11,36,130,128,100,60,9,0,0,464,141,192,293,254,190,92,12,0,0,1175,146,81,93,62,37,20,3,0,0,443,5,30,146,154,152,100,10,3,0,590,7,10,47,44,20,9,0,0,0,135,0,14,119,91,52,18,0,0,0,298,3,16,29,31,21,5,0,0,0,108,5,34,132,150,55,35,10,0,0,422,3,31,98,95,69,29,5,0,0,340,0,9,87,106,68,36,7,3,0,323,13,40,140,157,112,54,6,3,0,523,15,84,343,324,242,127,16,0,0,1152,24,24,30,24,17,19,0,0,0,132
SSC20661,0,0,3,6,7,0,3,0,0,24,27,47,50,69,109,77,15,0,0,394,0,0,6,6,7,5,8,0,0,33,0,0,0,4,0,0,0,0,0,4,3,6,3,18,26,10,3,0,0,72,0,0,0,3,3,0,0,0,0,7,18,25,23,26,58,31,10,0,0,182,0,9,0,6,9,9,0,0,0,40,14,19,14,12,16,17,4,0,0,90,19,8,0,0,0,0,0,0,0,29,0,3,3,5,21,14,0,0,0,54,0,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,8,0,0,0,9,0,3,3,8,19,3,3,0,0,46,0,6,3,8,7,11,3,0,0,30,0,3,4,11,6,8,0,0,0,29,7,3,8,12,16,10,0,0,0,52,0,10,5,3,14,23,0,0,0,66,5,0,3,4,5,4,3,0,0,27
SSC20662,0,14,61,34,21,15,4,0,0,157,135,321,1190,762,530,247,31,0,0,3210,3,3,17,18,16,10,0,0,0,67,0,3,3,5,0,0,0,0,0,10,12,62,285,320,220,111,14,0,0,1023,0,0,34,24,14,6,0,0,0,80,21,83,279,143,86,32,11,0,0,663,8,23,102,107,72,37,0,0,0,349,73,116,300,168,113,51,7,0,0,822,89,75,97,73,29,9,4,0,0,372,3,33,149,139,106,49,8,0,0,497,0,11,41,25,8,11,0,0,0,95,0,22,94,56,19,10,0,0,0,205,0,11,27,18,12,8,0,0,0,74,0,21,112,98,29,12,3,0,0,276,6,21,83,59,43,20,7,0,0,243,4,11,106,64,56,18,5,0,0,264,7,24,120,80,49,28,5,0,0,313,10,74,399,267,187,86,5,0,0,1033,3,11,32,17,18,7,0,0,0,83
SSC20663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20664,0,0,0,0,3,0,0,0,0,3,0,0,4,4,10,5,10,0,0,30,0,0,0,0,3,4,15,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20665,0,4,10,0,7,0,0,0,0,20,4,76,313,145,61,36,11,0,0,647,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,37,23,16,12,0,0,0,85,0,0,9,7,0,0,0,0,0,12,0,3,38,20,12,12,3,0,0,86,0,4,13,3,5,0,0,0,0,26,3,15,43,24,3,8,0,0,0,99,3,18,41,21,4,3,0,0,0,88,0,0,16,6,4,0,5,0,0,37,0,3,30,17,10,5,0,0,0,65,0,9,34,22,12,3,0,0,0,79,0,5,25,6,3,3,0,0,0,45,0,19,125,61,21,13,4,0,0,247,0,7,17,10,3,0,0,0,0,41,0,0,21,18,13,6,0,0,0,58,0,8,40,29,18,13,3,0,0,109,0,13,65,33,20,11,4,0,0,141,0,7,20,14,7,3,3,0,0,53
SSC20666,0,0,0,0,0,0,0,0,0,3,3,6,4,4,8,4,3,0,0,36,0,0,9,3,3,6,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
SSC20667,0,0,0,3,3,3,3,0,0,16,22,51,88,110,141,122,18,0,0,554,0,8,5,12,8,3,0,0,0,35,0,0,3,0,0,0,0,0,0,3,7,10,16,23,35,21,4,0,0,116,0,0,0,3,0,0,0,0,0,11,6,9,24,31,22,18,3,0,0,109,0,3,3,0,4,0,0,0,0,14,11,14,20,25,29,19,0,0,0,127,14,20,13,22,17,14,0,0,0,103,0,0,3,10,17,15,3,0,0,57,0,3,3,4,6,4,0,0,0,17,0,3,3,3,4,0,0,0,0,17,0,0,0,0,0,3,0,0,0,11,0,0,5,21,10,11,6,0,0,54,0,3,11,3,10,9,3,0,0,37,0,0,12,10,23,12,3,0,0,66,0,5,14,18,36,27,3,0,0,99,0,15,27,32,46,51,11,0,0,172,0,3,3,5,0,4,6,0,0,25
SSC20668,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC20669,0,0,3,3,8,3,3,0,0,16,31,58,147,134,165,118,18,0,0,668,0,0,5,5,7,0,0,0,0,17,0,0,0,0,3,0,0,0,0,4,3,5,23,30,39,35,0,0,0,135,0,0,0,3,3,0,0,0,0,9,13,30,65,45,48,31,7,0,0,243,0,5,12,9,11,9,0,0,0,38,29,25,36,33,29,27,0,0,0,174,18,18,10,16,14,10,0,0,0,92,0,0,6,8,6,14,3,0,0,39,0,0,3,4,0,0,0,0,0,5,0,0,3,3,8,0,0,0,0,14,0,3,5,4,3,0,0,0,0,20,3,0,6,15,12,7,0,0,0,40,0,7,7,18,14,18,3,0,0,62,0,5,22,22,18,25,3,3,0,89,0,9,19,25,28,21,0,0,0,98,3,21,42,36,56,60,3,0,0,213,0,0,11,10,3,3,0,0,0,29
SSC20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20673,0,0,0,0,0,3,0,0,0,3,0,3,7,9,20,15,5,0,0,50,0,3,6,9,9,6,3,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,0,3,4,0,0,0,0,11,0,0,0,3,5,7,0,0,0,20,0,0,0,0,0,0,3,0,0,4
SSC20674,0,0,0,0,0,0,0,0,0,0,4,5,3,3,18,10,0,0,0,44,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,12,0,0,0,0,4,3,0,0,0,4,0,0,0,0,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0
SSC20675,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,13,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC20676,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,16,0,0,0,3,12,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC20677,12,29,51,43,50,29,14,6,0,239,306,580,1568,1336,1287,923,219,21,4,6250,4,4,10,23,10,10,0,0,0,58,0,0,7,9,8,5,0,0,0,22,37,78,245,294,246,159,33,0,0,1101,3,5,34,30,29,10,0,0,0,112,58,147,383,294,254,183,25,3,0,1354,17,27,111,145,131,70,20,0,0,518,140,223,336,231,200,151,40,9,0,1332,185,115,120,107,56,34,6,0,0,625,4,14,74,93,95,79,26,0,0,384,7,25,70,54,54,30,5,3,0,246,0,21,130,128,117,59,12,0,0,465,0,21,75,52,44,29,9,4,0,232,14,56,272,272,150,122,50,11,0,946,6,31,113,89,82,68,34,0,0,428,3,24,146,165,138,130,24,5,0,631,17,74,317,259,247,201,53,5,0,1168,17,117,422,382,382,327,78,4,0,1731,18,34,46,45,28,23,9,3,0,196
SSC20678,0,5,8,4,13,4,3,0,0,40,101,149,189,252,400,227,28,3,0,1349,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,0,3,0,0,7,10,10,21,34,78,43,9,0,0,210,0,0,11,0,6,8,0,0,0,26,14,47,58,52,77,32,6,0,0,289,3,9,8,25,28,20,10,0,0,106,71,71,31,36,74,33,11,0,0,322,69,36,17,8,12,4,6,0,0,154,0,3,18,7,28,11,0,0,0,74,7,6,10,15,12,7,0,0,0,57,0,3,16,21,30,19,0,0,0,90,3,0,9,16,14,10,3,0,0,51,4,21,43,46,71,44,4,0,0,238,3,11,11,18,26,26,0,0,0,94,0,6,23,43,44,46,7,3,0,169,10,20,45,71,91,68,6,0,0,318,6,31,59,53,95,70,10,0,0,330,18,15,5,6,5,3,0,0,0,55
SSC20679,5,8,19,19,17,9,0,0,0,78,130,203,410,390,521,341,60,5,3,2059,0,0,4,3,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,3,9,18,54,57,89,67,13,0,0,306,0,0,8,10,10,13,3,0,0,50,23,68,109,93,114,48,11,0,0,459,4,3,25,38,40,32,0,0,0,145,80,87,71,78,96,68,15,0,0,489,88,45,15,12,24,16,0,0,0,195,0,3,23,19,27,32,5,0,0,118,8,9,27,22,19,16,0,0,0,92,0,5,26,32,42,32,0,0,0,138,0,9,22,18,13,8,8,0,0,72,0,20,82,81,79,58,17,5,0,339,3,11,28,29,24,20,8,0,0,132,3,6,37,67,84,52,7,3,0,256,7,19,106,70,101,82,18,0,0,401,10,65,96,95,134,109,22,3,0,535,6,16,8,17,12,3,3,0,0,69
SSC20680,0,6,8,9,9,0,5,0,0,40,64,92,262,255,243,151,44,0,0,1117,0,0,3,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,3,12,33,48,61,45,13,0,0,203,0,0,8,9,3,3,0,0,0,20,11,28,102,70,45,25,6,0,0,283,0,3,20,26,24,13,3,0,0,90,29,22,47,62,50,27,10,0,0,250,38,21,16,7,19,8,0,0,0,119,0,0,11,17,19,11,6,0,0,63,0,3,8,14,12,6,0,0,0,40,0,0,16,28,16,12,0,0,0,69,0,0,10,8,3,8,0,0,0,32,0,12,49,47,27,15,7,0,0,170,3,4,15,18,22,15,3,0,0,77,0,0,26,24,33,13,3,0,0,113,5,9,59,53,40,24,7,0,0,193,3,16,65,70,82,50,14,0,0,299,0,6,10,3,5,9,3,0,0,33
SSC20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20682,0,0,0,0,3,0,0,0,0,3,5,7,6,14,12,5,0,0,0,42,0,0,3,0,7,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,3,0,0,0,0,10,0,0,3,5,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5
SSC20683,0,0,0,0,0,0,0,0,0,0,3,3,5,6,14,15,8,0,0,57,3,0,3,0,12,11,10,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0
