CED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
CED211,5,3,0,3,0,7,0,3,0,67,0,98,0,3,0,0,0,5,0,6,0,17,0,34,0,4,0,4,0,7,0,22,0,26,0,62,0,0,0,0,0,8,0,20,0,21,0,49,0,11,0,4,0,18,0,34,0,79,0,147,6,15,0,8,3,49,3,55,3,62,0,207,6,32,0,14,0,115,6,82,10,98,0,370,15,54,0,66,8,226,7,104,14,99,3,586,49,74,5,201,8,353,3,115,14,160,3,982,65,95,4,332,31,358,20,94,11,130,6,1145,97,56,3,395,34,363,14,70,15,108,0,1143,153,75,6,504,32,415,13,49,12,99,3,1358,522,114,18,1174,121,729,28,92,18,133,3,2960,534,77,11,1298,121,240,32,50,9,94,0,2464,523,37,15,808,102,130,32,33,4,49,3,1726,417,30,5,313,61,310,5,27,12,32,3,1205,907,55,18,1004,125,323,22,36
CED212,4,0,0,3,0,8,0,0,0,41,0,61,3,0,0,3,0,4,0,5,0,7,0,26,3,0,0,4,0,0,0,11,0,26,0,47,0,3,0,0,0,4,0,7,0,6,0,18,3,5,0,0,0,6,0,15,0,46,0,77,3,4,0,10,0,27,0,38,3,47,0,143,7,20,0,26,0,59,0,56,0,88,0,256,17,32,3,69,14,163,3,73,14,102,3,493,33,69,3,186,15,324,8,101,26,144,8,924,56,73,3,400,44,365,12,70,16,114,3,1163,86,74,8,531,52,360,15,61,22,91,5,1294,151,54,21,563,49,322,8,49,11,78,3,1306,516,97,29,1208,106,512,34,72,21,101,4,2692,507,56,16,1006,100,209,22,55,6,42,3,2029,471,45,14,562,70,103,18,17,0,31,0,1325,316,19,5,247,34,205,5,9,11,21,0,882,656,40,11,713,58,229,14,32
CED213,11,0,0,6,0,3,0,0,0,31,0,54,0,0,0,3,0,0,0,9,0,14,0,22,3,3,0,4,0,3,0,11,0,13,0,34,0,0,0,0,0,3,0,6,0,10,0,20,3,6,0,7,0,5,0,20,3,35,0,93,3,16,3,12,3,26,5,41,6,35,3,150,9,24,0,32,7,66,0,58,7,89,3,302,22,51,4,81,6,159,6,109,14,109,3,582,52,96,7,258,18,318,10,132,17,147,3,1055,94,106,17,489,31,375,16,100,20,119,3,1384,106,77,6,593,44,357,29,89,14,78,3,1403,174,74,17,705,42,307,9,62,14,69,4,1484,507,117,27,1201,129,465,41,71,27,85,5,2670,506,80,19,955,90,173,25,26,9,43,4,1913,408,39,16,452,61,75,9,23,8,27,4,1112,219,11,14,183,24,167,9,9,7,4,0,654,475,32,10,542,50,165,13,30
CED214,7,0,0,0,0,12,3,5,0,106,0,136,3,0,0,0,0,3,0,5,0,36,0,42,0,3,0,4,0,13,3,25,3,61,0,109,0,4,0,0,0,4,0,31,4,40,0,83,3,4,0,5,0,14,0,50,5,148,3,232,10,17,0,10,0,63,0,93,10,101,0,304,7,37,0,27,3,112,3,111,14,159,8,482,22,44,4,72,3,272,7,151,17,190,5,790,27,80,8,148,11,391,7,132,25,230,5,1080,89,89,10,287,11,392,15,111,19,212,3,1238,111,70,5,312,19,397,22,85,8,159,4,1199,161,62,6,382,35,333,9,60,10,130,4,1199,477,107,17,817,98,587,25,83,28,166,5,2416,496,81,16,927,136,217,20,45,20,81,0,2046,475,48,10,733,118,125,18,20,9,53,3,1617,365,26,9,333,98,310,13,25,10,28,3,1218,1047,56,30,1041,178,335,25,37
CED215,13,0,0,5,0,3,0,0,0,29,3,52,3,3,0,0,0,7,0,4,0,7,0,21,0,4,0,3,0,0,0,11,0,31,0,52,3,0,0,0,0,3,0,10,0,13,0,21,3,4,0,6,4,11,0,32,6,75,0,142,3,16,0,14,0,23,3,40,3,64,3,165,23,27,6,23,3,82,5,70,10,162,0,417,15,51,5,106,5,161,9,107,20,168,4,662,63,72,11,260,16,339,21,117,26,155,5,1085,108,69,9,431,39,311,26,83,27,108,8,1215,114,49,4,490,37,254,29,48,16,99,0,1143,171,56,7,479,46,232,20,41,8,49,4,1116,386,65,25,868,115,351,34,54,25,77,5,1997,343,42,17,668,74,97,28,30,10,24,3,1336,253,25,14,305,43,66,13,9,0,17,3,744,160,6,8,151,23,123,10,10,4,13,0,503,287,20,14,363,41,136,30,16
CED216,10,0,0,10,0,4,0,5,0,50,0,81,3,0,0,3,0,8,0,7,0,16,0,33,0,0,0,0,0,4,0,3,0,14,0,25,0,0,0,0,0,3,0,5,0,8,0,17,0,6,0,0,0,0,0,19,0,23,0,54,5,0,0,3,0,11,6,34,0,36,0,102,12,16,0,15,3,36,0,40,3,64,4,186,12,19,3,32,0,71,3,48,0,49,0,239,34,59,0,98,6,133,7,63,7,85,0,487,42,56,5,148,6,178,3,53,5,76,0,576,66,47,4,193,15,189,9,64,4,58,3,657,94,42,0,251,12,210,11,44,10,73,0,746,288,95,9,670,55,538,17,99,10,104,3,1891,377,88,17,912,83,191,14,75,7,88,3,1859,458,52,12,787,90,128,11,55,6,48,0,1653,426,32,7,411,45,867,4,53,18,59,0,1926,2246,144,31,2934,250,1016,48,128
CED217,5,3,5,4,0,15,0,5,4,160,8,207,3,0,3,3,0,3,0,9,0,57,0,83,0,6,0,3,0,9,0,24,8,87,0,140,0,0,0,0,0,8,0,26,3,41,0,81,4,14,0,8,0,41,0,69,13,184,3,325,3,19,3,26,0,107,3,134,13,152,4,451,18,35,4,36,6,218,3,146,18,270,3,759,18,65,9,126,23,521,17,222,35,285,9,1334,69,123,7,359,23,895,15,236,57,357,15,2152,222,110,23,645,50,907,39,186,56,274,10,2520,263,91,15,743,70,793,28,131,42,188,10,2367,390,75,22,753,85,659,18,104,39,153,5,2301,1245,141,46,1464,195,981,40,126,37,218,14,4503,1109,73,35,1079,158,339,38,49,27,108,5,3024,785,48,16,541,98,166,18,28,8,49,0,1741,483,21,7,202,48,208,3,17,11,22,4,1019,672,32,10,427,58,188,13,24
CED218,7,0,0,3,4,13,0,3,3,50,0,78,0,0,0,3,0,3,0,6,0,14,0,34,0,0,0,4,0,9,0,11,0,17,0,40,0,0,0,0,0,3,0,6,0,7,0,17,4,3,0,6,0,4,0,14,3,33,0,67,0,3,0,8,0,18,0,29,0,21,0,83,6,8,0,15,0,47,0,27,3,48,0,157,10,16,0,40,7,88,3,45,10,49,0,264,30,41,0,56,0,152,9,54,12,65,0,409,59,38,3,119,10,131,7,52,3,75,0,489,41,32,4,144,16,212,5,48,3,70,0,571,71,26,7,147,11,236,6,32,3,56,5,603,196,52,8,468,47,463,13,60,16,102,0,1424,277,52,5,556,58,152,12,44,11,50,0,1213,300,47,8,504,79,99,8,30,3,36,0,1113,322,29,10,272,61,601,4,36,10,33,3,1382,1754,144,37,2409,240,938,36,124
CED219,9,0,7,7,0,17,0,15,0,153,0,204,0,3,0,4,0,5,0,7,0,37,0,65,0,4,0,5,0,22,0,42,3,76,0,150,0,0,0,0,0,11,0,33,0,38,0,90,7,9,0,9,0,37,0,73,8,189,4,337,7,22,0,24,0,118,7,167,18,174,3,547,15,46,7,43,6,336,3,183,35,261,8,940,32,72,10,155,9,716,14,281,25,294,11,1623,89,152,16,422,36,1135,25,262,61,355,3,2564,274,131,15,794,77,1040,37,221,51,252,11,2885,387,117,19,883,73,900,33,140,30,213,10,2799,504,93,28,865,80,650,24,96,17,156,7,2520,1535,176,42,1561,209,895,34,115,42,199,8,4819,1109,77,13,956,143,333,24,54,17,80,5,2818,648,22,7,452,61,169,7,23,3,42,5,1438,375,19,14,162,30,145,3,18,8,14,3,796,515,18,7,351,47,148,3,19
CED220,3,3,0,7,3,10,0,5,3,126,0,154,3,0,0,3,0,3,0,11,0,29,0,54,0,11,0,3,0,9,0,30,5,53,0,117,3,0,0,0,0,4,0,23,3,35,0,71,0,10,0,11,0,24,0,67,3,109,0,220,3,21,3,12,3,74,0,74,12,114,0,324,13,31,0,31,3,151,3,92,21,185,5,538,27,67,10,85,5,312,3,145,25,190,6,864,68,99,10,226,11,443,13,145,25,259,5,1308,143,72,8,352,23,400,18,104,26,235,7,1386,162,56,6,410,24,334,16,91,17,182,4,1301,255,51,8,479,31,345,7,66,21,157,3,1427,701,110,17,944,75,603,22,101,16,212,9,2826,668,66,15,961,103,263,20,62,17,100,3,2287,541,35,12,646,92,129,20,28,10,58,0,1565,412,27,4,270,54,280,6,15,9,23,0,1101,940,41,8,880,104,255,11,39
CED221,6,0,3,7,0,6,0,4,0,10,0,33,5,0,0,0,0,3,0,0,0,8,0,27,7,3,0,3,0,3,0,4,0,17,0,34,0,0,0,0,0,0,0,12,0,14,0,28,9,3,0,10,0,4,0,12,0,53,0,103,7,16,0,17,3,23,0,42,11,51,4,177,21,19,3,40,3,63,12,54,9,97,6,325,34,50,5,87,8,186,12,73,18,114,5,594,82,74,11,280,30,339,15,93,20,115,10,1065,131,95,15,496,52,354,18,72,24,115,10,1373,148,72,19,553,45,259,21,51,21,56,3,1242,216,62,16,560,53,207,14,32,17,44,4,1223,591,97,21,927,100,275,43,42,21,59,11,2182,524,59,12,693,102,98,21,20,3,22,3,1561,306,25,15,332,45,45,18,13,3,9,0,803,209,10,3,123,23,65,3,4,0,12,0,464,281,13,9,244,23,56,10,10
CED222,15,0,0,5,0,11,0,3,8,87,0,125,0,0,0,3,0,4,0,13,0,35,0,54,0,9,0,3,3,6,3,10,0,51,0,86,0,0,0,0,0,3,0,13,0,39,0,58,0,5,0,7,0,12,0,32,3,91,0,157,4,11,0,10,0,62,0,73,9,90,4,263,13,26,3,40,0,157,0,98,9,131,0,496,18,55,0,76,6,261,8,116,20,159,5,713,52,81,3,216,16,479,11,137,16,206,0,1215,137,99,7,450,21,510,17,100,19,174,9,1540,162,80,12,481,41,409,16,79,14,116,4,1399,276,67,18,558,50,408,13,54,18,91,7,1560,754,105,26,1225,127,717,37,91,25,139,15,3262,746,71,34,1086,122,254,35,53,14,77,4,2483,563,43,22,681,78,139,17,25,7,32,0,1603,442,16,12,287,63,272,5,20,19,28,0,1165,951,37,21,820,87,270,19,24
CED223,5,3,3,9,0,3,0,3,4,49,0,84,0,0,0,0,0,0,0,5,0,21,0,25,0,0,0,3,0,4,0,15,0,13,0,31,0,0,0,0,0,0,0,7,0,18,0,30,0,3,0,5,0,4,0,12,0,36,0,73,3,12,0,6,0,22,0,56,3,34,0,135,11,14,0,21,4,54,3,49,6,69,3,227,17,24,3,31,6,115,7,77,6,73,0,361,26,70,0,147,15,230,3,84,4,125,3,714,58,70,6,240,10,255,14,61,17,123,0,866,66,79,6,357,19,294,14,62,5,100,0,1012,82,53,5,411,45,317,18,57,18,115,3,1122,385,139,21,1198,119,662,43,97,19,133,6,2808,507,78,24,1240,126,261,33,64,7,62,5,2406,485,57,20,918,105,132,22,45,12,42,0,1832,424,35,16,429,55,353,7,39,10,27,0,1399,1195,91,17,1597,164,485,35,61
CED224,11,3,3,8,0,10,0,8,0,101,0,145,0,0,0,10,0,7,0,3,0,19,0,45,0,0,0,3,0,9,0,15,0,26,0,60,0,3,0,0,0,14,0,10,3,15,0,44,0,0,0,6,3,10,0,15,0,36,0,82,9,8,0,14,0,29,0,49,8,54,0,159,15,15,0,16,0,43,3,55,7,42,0,191,19,20,0,34,7,90,0,55,4,70,0,294,33,52,3,92,4,162,7,60,3,100,0,521,49,59,3,121,6,151,8,47,9,84,0,535,62,21,3,160,4,161,8,54,5,62,0,546,81,29,9,206,16,202,3,57,13,60,3,672,229,70,5,444,43,470,12,76,16,141,6,1515,316,70,13,608,62,218,10,67,9,76,0,1442,330,62,4,504,52,123,17,53,7,47,0,1191,353,25,3,323,42,598,10,45,16,55,0,1465,2180,182,33,2833,246,1073,49,161
CED225,9,5,0,16,0,4,0,3,0,62,0,96,0,0,0,7,0,3,0,5,3,4,0,23,0,0,0,4,0,7,0,10,0,27,0,56,0,0,0,0,0,4,0,10,0,10,0,30,0,3,4,10,0,9,0,33,3,57,0,123,3,5,0,15,3,34,0,52,7,58,0,181,16,30,0,24,0,104,3,74,16,67,4,341,13,54,3,91,7,211,4,93,11,109,3,606,41,96,4,267,21,453,17,145,22,179,7,1268,108,103,14,544,43,535,18,114,22,109,3,1615,144,97,7,655,53,519,24,86,20,89,3,1709,271,75,15,812,57,529,12,60,18,101,3,1949,874,135,26,1679,151,863,35,129,19,125,11,4046,857,99,23,1425,131,297,38,47,16,49,4,2986,707,27,10,754,100,145,15,23,10,22,0,1816,535,16,11,328,41,276,11,18,13,20,3,1283,912,33,23,870,82,296,22,33
CED226,12,0,3,3,0,12,0,9,10,164,3,220,5,7,0,3,0,9,0,14,7,58,0,104,3,9,0,3,0,12,0,35,6,104,3,178,0,0,0,0,0,19,0,47,4,50,3,126,4,8,3,11,0,32,0,105,8,237,0,414,12,21,4,25,3,157,3,163,17,165,3,571,19,59,3,58,6,306,9,229,40,238,6,969,40,107,8,133,14,771,16,277,54,277,4,1693,123,137,12,420,37,1170,29,268,54,295,16,2561,247,184,15,742,64,1145,35,193,59,264,23,2972,360,100,31,865,83,1120,35,137,29,185,9,2953,520,90,26,843,102,913,27,104,33,143,5,2807,1564,136,48,1724,245,1521,45,141,46,197,6,5675,1318,75,30,1331,185,447,37,64,21,80,5,3580,1042,40,21,709,128,222,18,40,7,39,5,2268,644,13,6,305,67,423,11,17,11,25,0,1528,1115,47,14,674,101,279,16,24
CED227,15,0,0,18,0,6,0,4,0,34,0,85,7,0,0,12,3,6,0,3,0,23,0,55,9,3,0,19,0,8,0,10,0,31,0,81,0,0,0,3,0,3,0,6,0,16,0,29,14,4,0,23,0,11,0,23,0,90,0,168,11,8,0,18,7,48,6,42,7,63,3,216,34,22,5,51,6,95,10,73,10,141,5,442,44,44,5,129,15,240,7,102,19,149,11,772,92,78,7,364,36,347,14,94,21,155,10,1225,164,60,13,566,51,309,20,84,21,91,9,1379,169,60,11,524,50,238,15,45,11,67,11,1198,232,54,11,527,44,202,19,28,12,44,9,1190,527,69,25,872,98,226,23,45,12,47,8,1957,444,39,17,481,63,77,19,16,5,20,0,1182,275,14,9,252,28,25,10,5,3,11,0,625,169,7,0,92,8,43,3,3,0,0,3,331,224,10,8,216,21,72,5,4
CED228,4,0,5,3,0,7,0,6,3,126,0,162,0,4,0,0,0,4,0,5,0,38,0,59,3,3,0,0,0,12,0,29,3,78,4,135,0,0,0,0,0,7,0,45,0,43,0,100,3,4,0,10,0,14,0,45,4,166,3,262,0,14,0,13,0,69,3,105,14,141,0,360,8,45,4,30,4,173,8,136,24,203,4,640,11,44,7,75,6,339,4,165,27,216,10,905,55,80,7,208,15,469,11,155,32,268,7,1296,124,79,12,297,22,448,13,114,24,250,15,1382,133,67,9,323,25,374,10,95,17,190,4,1250,187,61,14,376,28,317,7,63,16,176,7,1244,568,86,15,761,98,601,23,116,27,248,7,2558,522,67,16,807,109,247,19,59,11,118,3,1985,433,39,20,547,82,125,13,37,5,76,0,1388,390,22,16,326,53,279,10,15,14,40,0,1145,1062,75,23,1079,126,361,22,49
CED229,8,0,3,3,0,10,0,0,3,96,0,127,0,0,0,8,0,8,0,7,3,21,3,51,6,5,0,10,0,15,3,24,3,37,3,100,3,0,0,0,0,11,3,8,3,20,0,47,3,3,0,12,0,17,0,44,7,131,3,224,7,10,0,25,3,79,3,90,22,119,3,358,15,33,3,47,3,194,4,115,14,165,4,603,33,67,7,125,6,468,13,165,27,183,3,1093,63,133,12,361,44,800,24,216,46,220,12,1919,175,122,14,713,67,831,33,129,38,187,5,2319,233,117,12,965,104,796,38,110,28,153,11,2568,405,113,31,1021,120,716,38,113,26,132,8,2719,1221,164,47,2100,294,1070,74,126,45,164,23,5313,1073,82,29,1588,203,385,42,60,13,64,5,3548,848,43,26,792,116,174,13,33,7,24,0,2089,545,24,17,343,62,300,8,27,10,19,3,1359,871,46,18,798,83,263,33,36
CED230,9,3,4,10,0,4,0,3,5,47,3,88,4,0,0,3,0,3,0,3,0,12,5,35,5,0,0,6,0,0,0,19,5,33,0,68,3,0,0,0,0,9,0,4,0,18,0,39,9,10,0,9,0,15,0,37,0,72,0,156,12,25,0,15,3,45,0,51,3,53,0,214,21,30,0,44,7,82,9,83,12,130,0,418,35,49,7,127,12,300,12,139,29,168,3,877,78,100,20,351,38,537,24,170,43,184,8,1560,141,126,14,620,69,559,31,129,28,140,10,1860,154,82,18,710,66,470,23,87,17,85,5,1717,258,75,17,772,66,395,24,58,15,60,5,1760,613,102,25,1242,151,502,32,65,31,67,7,2840,551,61,23,889,93,174,19,29,11,33,5,1897,354,23,8,416,42,80,15,16,3,10,3,974,218,13,5,163,31,101,4,4,10,7,3,550,379,34,12,391,30,130,24,10
CED231,5,0,0,3,0,4,0,8,0,67,0,94,4,0,0,0,0,0,0,0,0,23,0,35,4,0,3,0,0,7,0,14,3,49,3,86,0,0,0,0,0,3,0,16,0,14,0,34,0,8,3,8,0,11,0,30,5,121,0,181,6,3,0,3,0,25,0,61,8,66,0,172,6,14,0,14,0,55,0,63,9,83,3,256,13,24,0,34,3,95,0,69,8,87,5,332,24,26,0,56,0,144,5,66,11,94,4,439,36,40,3,85,8,141,9,34,9,100,0,475,46,38,4,94,12,237,6,41,11,75,3,563,51,24,4,104,11,201,4,26,3,55,0,484,214,59,12,381,43,436,9,47,9,78,4,1295,240,44,10,468,72,117,18,29,6,35,0,1034,263,40,11,373,78,71,10,11,6,26,3,883,238,13,13,223,74,271,3,21,13,21,3,888,1137,97,35,1044,199,365,23,39
CED232,12,0,0,0,0,8,0,0,3,52,3,80,0,0,0,0,0,0,0,4,0,16,0,26,6,3,0,0,0,6,0,13,0,16,0,38,0,0,0,0,0,8,0,3,0,12,0,21,3,3,0,4,0,8,0,15,0,31,0,60,4,16,0,9,0,13,0,21,0,25,0,89,6,11,4,13,0,37,0,34,3,35,0,149,8,17,0,24,0,67,3,45,7,47,0,212,22,39,3,82,6,111,12,56,5,72,0,411,27,49,3,95,13,135,3,49,9,66,0,456,33,23,4,128,8,152,9,31,4,44,0,432,50,31,0,153,11,159,6,28,6,40,3,503,202,66,7,358,48,394,4,57,11,74,3,1232,223,48,5,477,58,121,22,21,7,37,4,1027,240,30,3,374,55,81,11,24,5,30,3,861,221,23,3,209,72,413,8,20,9,24,0,1010,1316,91,43,1555,235,589,37,96
CED233,3,0,0,4,0,10,0,5,4,105,0,144,3,0,0,0,0,7,0,7,0,33,0,62,0,6,0,0,0,5,0,23,3,39,0,79,0,0,0,0,0,15,0,18,0,31,0,66,3,3,0,13,0,17,0,27,0,50,0,120,0,16,0,11,0,38,0,49,9,59,0,190,13,38,0,30,0,81,4,73,13,114,0,366,13,50,0,74,3,198,3,89,13,126,4,574,49,64,7,193,10,259,5,109,15,164,0,873,85,96,8,272,17,289,8,73,10,168,3,1029,78,71,10,331,17,334,14,86,16,132,6,1099,121,76,4,430,26,334,10,58,18,111,5,1200,409,101,9,910,76,687,23,119,16,192,3,2557,493,100,17,1001,79,264,22,73,18,101,9,2176,538,63,4,662,78,144,19,34,4,78,0,1622,415,26,0,363,44,392,9,39,7,61,6,1367,1251,108,29,1403,124,588,29,86
CED234,16,3,7,10,0,10,0,4,0,38,3,91,10,0,0,4,0,7,0,3,4,9,0,44,10,3,0,10,0,5,0,8,3,33,0,77,0,0,0,3,0,4,0,13,0,16,0,41,17,4,0,12,0,23,0,27,4,104,0,187,8,8,0,25,0,45,0,40,11,89,0,230,42,21,0,55,3,62,3,66,17,150,3,415,51,47,4,110,18,184,3,97,30,150,4,697,90,69,11,310,20,362,5,107,33,172,6,1198,175,73,14,481,61,340,22,84,21,121,5,1392,166,63,15,517,46,276,18,55,28,71,5,1276,253,54,5,598,56,189,24,39,7,71,3,1310,609,80,32,933,109,273,43,43,24,59,3,2215,480,30,21,606,69,91,18,19,7,15,3,1360,338,11,6,305,37,31,12,14,0,7,0,766,174,7,4,113,15,52,3,3,0,3,0,388,296,13,8,253,29,61,6,20
CED235,10,0,0,3,4,10,0,0,3,130,0,166,0,0,0,0,0,8,3,10,3,50,0,78,0,5,0,4,0,13,0,30,0,69,5,124,0,0,0,0,0,11,0,19,4,37,0,81,3,7,0,9,0,25,0,61,3,236,0,338,3,20,0,9,3,112,4,109,15,157,4,436,12,42,4,39,0,234,9,139,27,300,7,805,24,67,3,97,12,478,10,175,38,286,9,1201,67,125,10,286,23,692,22,197,38,374,11,1847,158,124,16,470,38,624,24,159,24,314,3,1954,215,95,15,632,64,529,13,102,34,231,10,1939,296,77,24,610,55,442,17,87,27,208,6,1851,848,116,32,1304,150,766,33,110,46,264,9,3682,729,76,26,1045,130,305,35,70,16,100,5,2533,585,46,14,615,92,141,19,35,9,66,7,1627,372,18,7,263,39,208,3,25,12,28,0,966,679,28,22,628,67,234,13,24
CED236,19,0,3,6,0,7,0,0,0,29,4,73,13,0,0,0,0,4,0,3,0,11,0,35,8,0,3,11,0,7,0,11,0,20,4,52,4,0,0,0,0,0,3,3,0,11,0,24,20,4,0,12,0,13,0,22,3,54,0,134,13,20,3,21,0,19,3,27,8,44,0,168,30,21,3,42,5,64,3,66,9,119,3,365,53,46,5,115,10,181,14,99,20,139,3,683,94,76,7,343,27,339,17,111,28,138,3,1184,127,78,6,507,56,274,28,80,19,91,7,1272,143,79,20,522,46,248,15,41,23,70,8,1202,191,53,12,537,32,176,18,28,15,44,4,1113,458,85,24,901,80,235,31,42,18,50,0,1927,381,35,24,573,75,89,24,17,8,23,5,1258,252,20,9,298,45,41,7,0,3,3,0,676,141,12,7,107,18,52,6,0,6,4,0,361,231,23,10,264,24,66,8,7
