UCL_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
UCL212005,9,0,4,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,436,52,14,0,506,5,4,7,516,23,0,538,6,0,0,0,4,0,0,3,5,0,0,9,7,0,0,0,10,0,0,0,10,0,0,8,14,0,0,0,15,3,0,3,21,0,0,20,448,55,14,0,521,3,3,8,531,23,0,556,57,17,3,5,75,0,0,0,75,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,504,71,15,4,597,3,3,8,607,38,0,644,33,3,3,0,39,4,0,4,48,3,0,48,62,6,0,0,69,0,0,0,69,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,9,3,0,114,3,0,3,117,5,0,121,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213001,3,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,5,0,0,0,5,0,0,5,263,29,7,4,304,9,0,9,305,8,0,317,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,3,0,7,11,0,0,0,8,0,0,0,8,3,0,11,273,34,8,4,313,9,0,9,321,10,0,331,61,4,0,4,71,3,0,3,70,12,0,80,0,0,0,0,0,0,0,0,0,0,3,3,330,34,8,6,383,9,0,9,387,23,3,412,38,0,0,0,42,0,0,0,42,0,0,47,62,6,0,0,76,0,0,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,11,0,0,123,0,0,0,123,0,0,121,3,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,3,0,0,0
UCL213002,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,126,19,3,0,152,4,0,4,156,3,0,160,3,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,0,8,0,0,0,8,0,0,8,133,23,3,0,158,4,0,4,158,3,0,169,17,3,0,0,22,0,0,0,22,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,150,29,3,3,183,4,0,4,186,11,5,199,6,6,0,0,9,0,0,0,9,3,0,11,15,5,0,0,16,0,0,0,16,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,29,0,0,0,29,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213003,3,0,0,0,3,0,0,0,8,0,0,8,0,0,0,4,4,0,0,0,4,0,0,4,174,17,3,3,195,0,0,3,197,9,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,17,3,3,196,0,0,3,204,9,0,208,16,5,3,0,24,0,0,0,24,3,0,30,0,0,0,0,0,0,0,0,0,0,4,3,193,19,8,3,226,0,0,3,228,15,4,248,11,0,0,0,12,0,0,0,17,0,0,17,18,0,0,0,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,35,3,0,0,40,0,3,3,41,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213004,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,143,13,0,0,160,0,0,0,162,8,0,170,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,3,0,0,3,143,16,0,0,161,0,3,3,168,8,0,177,45,3,0,0,47,0,0,0,47,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,189,20,0,0,210,0,3,3,216,12,0,227,18,0,0,0,21,0,0,0,21,0,0,21,27,8,0,0,34,0,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,0,57,0,0,0,57,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213005,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,178,22,0,3,203,0,0,0,203,14,0,216,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,6,0,0,6,10,0,0,0,10,0,0,0,10,0,0,10,187,22,0,3,214,0,0,0,215,14,0,228,34,3,0,0,31,0,0,0,36,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,218,22,0,3,243,3,0,3,246,23,0,272,19,3,0,0,24,3,0,3,25,0,0,25,34,8,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,0,75,3,0,3,77,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213006,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,206,18,3,5,234,5,3,9,241,11,0,249,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,4,0,0,0,4,0,0,4,3,3,0,0,8,0,0,0,8,0,0,8,214,19,3,5,241,5,3,9,246,11,0,257,13,0,0,0,19,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,227,22,3,5,253,5,3,9,260,10,0,276,15,3,0,0,20,0,0,0,20,3,0,21,34,0,0,0,35,0,0,0,35,0,0,35,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0,56,0,0,0,56,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213007,4,0,0,0,4,0,0,0,4,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,212,28,3,3,244,3,0,3,251,3,0,254,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,7,3,0,0,0,3,0,0,0,3,3,0,7,213,28,3,3,247,4,0,4,256,11,0,258,23,4,0,0,26,0,0,0,26,9,0,33,3,0,0,0,3,0,0,0,3,0,0,3,238,28,3,3,273,4,0,4,278,15,0,294,13,3,3,0,23,0,0,0,23,0,0,19,20,3,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,3,0,40,0,0,0,40,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213008,4,0,0,0,4,0,0,0,7,0,0,6,0,0,0,3,3,0,0,0,3,0,0,3,223,16,4,5,249,3,0,3,251,10,0,257,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,228,16,4,5,256,3,0,3,255,10,0,265,44,5,0,0,59,0,0,0,59,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,274,25,10,3,309,3,0,3,313,13,0,329,45,0,0,0,50,0,0,0,50,4,0,54,56,3,0,0,57,0,0,0,57,0,0,61,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,103,3,3,3,110,0,0,0,112,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213009,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,195,22,5,6,225,5,0,5,228,3,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,198,18,5,6,226,5,0,5,232,3,0,237,35,3,0,0,38,0,0,0,38,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,229,25,5,6,267,5,0,5,267,7,0,278,28,0,0,0,29,0,0,0,31,3,0,35,50,7,0,0,57,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,5,79,11,0,3,92,3,0,3,93,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213010,5,0,0,0,5,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,3,137,13,0,0,154,3,0,4,161,15,0,179,0,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,4,3,0,3,5,4,0,7,140,12,0,0,160,3,0,9,164,19,0,183,23,10,0,3,35,3,0,3,43,9,0,48,0,0,0,0,0,0,0,0,0,0,0,3,164,24,4,3,195,6,0,9,207,30,0,239,15,0,0,0,10,0,0,0,13,0,0,15,29,3,0,0,34,0,0,3,33,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,42,4,0,3,46,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213011,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,84,11,0,0,94,6,0,6,100,6,0,110,3,0,0,0,4,3,0,3,6,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,7,4,0,4,5,3,0,12,82,13,0,0,98,9,0,9,105,11,0,121,27,3,0,0,27,3,0,5,34,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,109,13,0,0,128,12,0,15,146,18,3,169,12,5,0,0,15,0,0,0,15,0,0,15,16,4,0,0,14,0,0,0,20,5,0,20,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,28,4,0,0,36,0,0,0,36,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213012,3,0,3,0,7,0,0,0,7,0,0,7,3,3,0,4,10,0,0,0,10,0,0,10,279,50,6,10,340,3,0,3,348,13,0,354,3,3,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,8,3,0,0,16,0,0,0,16,0,0,16,290,48,6,10,351,3,0,3,358,13,0,369,20,0,0,0,28,0,0,0,25,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,312,51,5,9,378,7,0,7,389,12,0,401,44,8,0,0,55,0,0,0,59,0,0,59,64,6,0,0,72,3,0,3,73,5,0,81,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,114,19,3,0,136,6,0,6,141,5,0,143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,107,8,3,4,119,3,0,3,126,5,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,109,8,3,3,125,3,0,3,131,5,0,135,27,4,0,0,34,0,0,0,34,10,0,38,0,0,0,0,0,0,0,0,0,0,0,4,136,12,3,3,162,3,0,3,159,16,0,182,10,0,0,0,10,0,0,0,10,0,0,10,18,0,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,0,0,0,24,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213014,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,154,15,6,3,173,3,0,3,173,8,0,180,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,3,0,0,3,6,0,0,6,157,14,3,3,177,5,0,7,179,8,0,187,41,0,0,0,41,0,0,0,41,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,195,14,3,3,213,5,0,7,220,16,0,242,13,0,0,0,16,0,0,0,16,0,0,16,18,0,0,0,20,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,37,0,0,0,37,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL213015,6,0,4,0,5,0,0,0,5,0,0,5,3,0,0,3,3,0,0,0,3,0,0,3,146,20,6,3,176,0,0,3,180,9,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,20,6,3,174,0,0,3,177,4,0,186,27,5,0,0,32,0,0,0,32,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,171,27,6,0,206,0,0,3,210,12,3,226,7,0,0,0,11,3,0,3,14,0,0,15,16,5,0,0,22,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,28,5,0,0,35,4,0,4,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213016,6,0,0,0,7,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,316,32,4,8,358,0,0,0,360,10,0,371,7,0,0,0,6,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,8,13,0,0,0,9,0,0,0,14,0,0,14,325,29,4,8,370,4,0,4,369,13,0,385,36,7,0,0,43,0,0,0,46,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,367,36,4,8,409,5,0,5,416,21,0,437,48,8,0,0,55,0,0,0,55,0,0,55,59,9,7,0,76,0,0,0,76,0,0,77,0,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,106,19,6,0,132,0,0,0,132,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213017,13,0,0,0,13,0,0,0,13,0,0,13,4,0,0,0,5,0,0,0,5,0,0,5,248,26,5,3,277,0,0,0,284,10,0,290,3,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,12,0,0,0,7,0,0,7,10,3,0,0,10,0,0,0,13,0,0,13,255,28,5,3,292,0,0,0,293,10,0,305,32,0,0,0,31,0,0,3,34,7,0,44,0,0,0,3,3,0,0,0,3,0,0,7,286,33,5,6,327,3,3,3,330,15,0,354,36,0,0,0,34,0,0,0,34,4,0,43,29,6,0,0,37,0,0,0,37,0,0,37,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,68,9,0,4,73,0,0,0,73,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213018,0,3,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,219,15,3,0,241,4,0,4,244,11,0,257,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,9,0,0,9,8,0,0,0,6,4,0,4,6,0,0,6,229,20,3,0,248,5,0,6,257,11,0,263,32,13,0,0,49,0,0,0,46,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,257,29,3,4,291,3,0,8,298,19,0,321,31,4,0,0,32,0,0,0,32,5,0,38,38,5,0,0,48,0,0,0,50,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10,3,0,87,0,0,0,90,8,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214001,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,5,0,0,0,5,0,0,5,84,8,3,3,103,3,0,3,106,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,3,3,103,3,0,3,106,8,0,113,12,3,0,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,94,13,3,3,113,6,0,6,119,11,0,128,7,0,0,0,7,0,0,0,7,0,0,14,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,9,0,3,118,0,0,0,113,4,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,14,0,3,117,0,0,0,119,4,4,128,16,0,0,0,22,0,0,0,20,12,3,33,0,0,0,0,0,0,0,0,0,0,0,0,122,14,0,3,140,0,0,3,141,16,6,161,6,0,0,0,10,0,0,0,10,0,0,10,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214003,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,76,28,3,0,104,0,0,0,104,4,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,76,28,3,0,107,0,0,0,112,6,0,116,10,5,0,0,18,4,0,4,21,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,90,34,3,0,130,3,0,3,128,8,0,141,11,4,0,0,14,0,0,0,10,3,0,14,18,6,0,0,17,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,30,0,0,0,37,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214004,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,63,0,0,0,69,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,63,0,0,0,69,8,0,73,7,0,0,0,10,0,0,0,14,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,79,3,0,8,81,18,0,97,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,15,0,0,21,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,3,17,0,0,0,15,4,0,4,17,0,0,23,3,4,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,0,24,4,0,4,31,0,0,33,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,26,0,4,211,3,0,3,214,5,0,213,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,8,9,0,0,0,11,0,0,0,11,0,0,12,184,28,0,4,222,3,0,3,224,5,0,224,21,3,3,0,25,0,0,0,25,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3,209,32,5,4,250,3,0,3,249,10,0,263,35,4,0,0,41,0,0,0,42,4,0,41,48,8,0,4,58,3,0,3,55,4,0,64,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,9,0,4,98,3,0,3,103,4,0,103,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0
