SA3_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
20402,1589,19,0,0,19,5,1613,33,50,0,0,52,0,91,3,0,4,0,3,0,6,0,0,0,0,0,0,0,37,57,3,0,58,0,96,0,0,0,0,0,14,14,1622,76,3,0,75,19,1719,1792,18,0,0,18,7,1811,34,51,0,0,51,0,88,0,0,3,0,3,0,5,0,3,0,0,3,0,3,36,54,3,0,62,0,92,3,0,0,0,0,3,8,1828,73,3,0,79,9,1915,1042,13,0,0,13,0,1057,5,36,0,0,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,0,0,39,0,43,3,0,0,0,0,3,4,1055,50,0,0,49,3,1109,698,11,0,0,8,3,712,7,18,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,16,0,28,0,0,0,0,0,0,0,708,21,0,0,27,3,740,932,8,0,0
20403,2767,41,0,0,47,7,2818,56,184,6,0,194,3,250,0,10,6,0,22,0,22,0,0,0,0,0,0,0,59,199,16,0,215,3,275,7,0,0,0,0,8,12,2833,241,16,4,255,12,3110,2842,35,0,0,35,7,2894,75,131,0,0,133,0,207,0,9,9,0,20,0,20,0,0,0,0,0,0,3,76,142,9,0,152,0,232,7,0,0,0,0,7,19,2931,182,9,0,192,18,3143,1613,24,0,0,24,8,1644,36,80,0,0,80,0,120,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,82,0,0,80,0,123,9,0,0,0,0,3,13,1664,100,0,0,105,12,1777,1050,7,0,0,7,8,1068,13,26,0,0,26,0,40,0,0,7,0,6,0,6,0,0,0,0,0,0,0,13,27,3,0,35,0,48,4,0,0,0,0,3,5,1063,36,3,0,48,11,1117,1446,16,0,0
20501,2033,50,0,0,50,3,2080,42,63,3,0,65,0,109,3,9,0,0,8,0,8,0,0,0,0,0,0,0,43,71,3,0,72,0,116,0,0,0,0,0,3,9,2078,118,3,0,119,4,2203,2267,27,0,0,27,8,2302,53,51,0,3,52,0,109,3,5,0,0,7,0,9,0,0,0,0,0,0,0,59,53,3,3,62,0,120,4,0,0,0,0,4,9,2326,85,3,3,87,11,2432,1187,20,0,0,20,0,1202,28,23,0,0,23,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,28,25,0,0,25,0,58,3,0,0,0,0,0,3,1214,46,0,0,46,0,1263,758,10,0,0,10,0,765,12,23,0,0,23,0,36,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,24,3,0,27,0,39,0,0,0,0,0,0,3,772,32,3,0,39,3,811,1026,15,0,0
20502,1448,15,0,0,15,11,1467,30,52,0,0,55,0,91,0,3,7,0,4,0,4,0,3,0,0,3,0,3,30,56,5,0,67,0,98,0,0,0,0,0,6,6,1478,73,5,0,76,16,1572,1511,30,0,0,30,11,1552,43,39,0,0,41,0,78,0,0,6,0,7,0,4,0,0,0,0,0,0,0,43,39,4,0,44,0,82,5,0,0,0,0,0,5,1559,65,4,0,72,9,1638,869,7,0,0,12,0,879,23,14,0,0,17,0,36,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,12,3,0,19,0,40,0,0,0,0,0,0,4,891,23,3,0,26,8,928,562,3,0,0,3,4,572,15,10,0,0,8,0,25,0,0,0,0,4,0,4,0,0,0,0,0,0,0,15,8,0,0,15,0,28,0,0,0,0,0,0,0,579,15,0,0,18,4,595,714,9,0,0
20503,2232,34,4,0,38,5,2276,39,99,3,0,101,0,139,3,9,8,0,8,0,14,3,0,0,0,0,0,3,42,103,10,0,109,0,152,12,0,0,0,0,0,12,2281,134,13,0,145,5,2431,2329,22,3,0,28,3,2362,55,75,0,0,78,0,137,0,3,3,0,8,0,8,4,0,0,0,0,0,4,62,76,7,0,83,0,144,14,0,0,0,0,7,23,2404,100,10,0,108,17,2528,1351,15,0,0,15,8,1375,33,32,3,0,39,0,68,0,0,0,0,3,0,3,0,0,0,0,0,0,0,33,36,4,0,41,0,71,11,0,0,0,0,4,18,1395,45,4,0,49,14,1463,869,8,0,0,8,0,877,17,24,4,0,25,0,44,0,3,0,0,3,0,4,0,0,0,0,0,0,0,15,26,7,0,31,0,50,5,0,0,0,0,0,5,894,33,7,0,40,0,928,1141,15,0,0
20504,2557,36,0,0,36,8,2594,68,168,3,0,179,0,244,4,18,3,0,21,0,25,0,0,0,0,0,0,0,67,189,12,0,193,0,266,4,0,0,0,0,4,12,2633,222,12,0,228,8,2873,2568,43,0,0,43,6,2611,63,149,5,0,151,0,223,6,13,12,0,23,0,33,0,0,0,0,0,0,0,72,165,18,0,179,0,254,15,0,0,0,0,9,21,2646,204,18,0,225,12,2885,1428,24,0,0,24,9,1467,35,87,0,0,87,0,124,3,3,7,0,7,0,14,0,0,0,3,3,0,3,38,91,7,3,98,0,136,8,0,0,0,0,4,8,1470,117,7,3,127,15,1606,926,21,0,0,25,3,955,23,43,0,0,43,3,68,4,3,7,0,15,0,17,0,0,0,0,0,0,3,25,48,8,0,57,3,88,0,0,0,0,0,0,0,958,69,10,0,79,5,1037,1243,27,0,0
20505,1577,25,0,0,25,4,1606,36,80,8,0,84,0,120,0,0,0,0,3,0,3,0,0,0,0,0,0,0,35,81,9,0,87,0,119,5,0,0,0,0,4,15,1622,107,9,0,113,9,1742,1679,12,0,0,15,3,1695,34,61,0,0,64,0,99,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,69,0,0,68,0,105,3,5,0,0,5,4,10,1725,83,0,0,84,4,1818,941,4,0,0,4,0,949,12,30,0,0,30,0,40,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,28,0,0,29,0,47,0,0,0,0,0,0,3,962,39,0,0,36,0,996,638,5,0,0,5,0,644,5,14,0,0,10,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,0,0,14,0,20,5,0,0,0,0,5,9,646,19,0,0,20,6,671,861,9,0,0
20601,2384,210,0,3,216,0,2605,291,870,29,5,899,0,1194,6,80,10,0,92,0,92,3,3,0,0,4,0,9,301,957,30,6,995,0,1292,4,0,0,0,0,0,8,2693,1165,30,9,1207,6,3903,1977,141,0,0,147,9,2132,210,736,13,4,757,0,964,3,53,13,0,63,0,70,0,3,0,0,3,0,0,211,791,25,3,820,0,1036,0,0,0,0,0,0,0,2195,934,29,7,972,9,3174,951,67,0,0,65,0,1016,86,391,11,0,403,0,489,3,22,8,0,30,0,36,0,0,0,0,3,0,3,85,419,16,3,437,0,527,0,0,0,0,0,0,3,1041,485,15,3,507,3,1544,503,33,0,0,33,0,536,56,249,8,0,255,0,309,0,15,8,0,30,0,25,0,0,0,4,4,0,4,54,269,17,4,286,0,340,0,0,0,0,0,0,3,559,300,17,4,321,0,882,652,34,3,0
20602,1829,87,0,0,88,0,1919,170,334,8,7,354,0,523,3,12,6,0,19,0,17,0,0,0,0,0,0,0,168,348,13,7,366,0,540,0,0,0,0,0,3,3,2000,435,13,4,456,5,2462,1724,106,0,0,109,3,1840,121,296,7,4,310,0,429,4,9,8,0,18,0,20,0,3,0,0,3,0,4,121,310,16,4,334,0,452,0,0,0,0,0,3,3,1853,422,14,4,442,3,2296,911,49,0,0,50,0,962,66,196,8,4,206,0,276,0,11,4,0,20,0,20,0,0,0,0,0,0,0,69,206,13,4,223,0,293,0,0,0,0,0,0,0,982,252,13,7,276,0,1255,506,35,0,0,32,0,542,28,119,0,0,124,0,157,0,5,4,0,9,0,9,0,0,0,0,0,0,0,28,123,5,3,134,0,166,0,0,0,0,0,0,0,537,157,5,5,171,0,709,591,31,0,0
20603,1879,100,3,3,107,3,1984,185,745,30,5,780,3,968,3,82,11,0,88,0,89,0,8,0,0,4,0,9,186,831,38,4,877,3,1063,4,4,0,0,4,10,12,2066,933,45,5,988,11,3069,1865,91,0,0,94,0,1960,150,627,20,3,648,0,793,9,58,15,0,70,0,78,0,0,0,0,0,0,3,157,686,31,9,725,0,880,0,4,0,0,4,5,4,2020,782,34,7,823,5,2845,1056,49,0,0,52,0,1108,80,303,5,4,311,0,395,0,28,9,0,37,0,33,3,0,0,3,3,0,5,88,330,18,5,351,0,435,0,3,0,0,3,3,5,1138,384,19,5,407,4,1549,688,42,0,0,41,0,728,57,204,8,5,211,0,271,0,18,13,0,27,0,28,0,0,0,0,0,0,0,56,219,18,5,243,0,304,0,0,0,0,0,0,0,748,260,23,4,285,0,1036,986,46,0,0
20604,1207,97,0,0,95,0,1301,253,1395,61,3,1457,0,1713,9,137,58,0,203,0,206,0,11,0,6,15,0,15,260,1543,118,11,1677,0,1937,0,3,0,0,3,10,16,1466,1646,118,9,1780,11,3254,706,48,0,0,49,3,758,105,586,40,3,632,0,731,4,65,36,0,104,0,108,3,6,0,3,7,0,11,112,661,80,4,741,0,852,3,5,0,0,5,3,11,819,711,80,5,794,10,1622,330,22,0,0,23,3,349,33,233,21,0,250,0,282,3,34,26,0,56,0,59,0,3,0,0,3,0,3,32,266,42,0,307,0,343,0,0,0,0,0,3,3,361,287,44,0,333,8,701,193,5,0,0,10,3,204,27,114,11,0,131,0,152,0,22,19,0,41,0,47,0,3,0,0,3,0,3,25,143,31,0,175,0,204,0,0,0,0,0,0,3,222,145,33,0,187,5,407,286,15,0,0
20605,2599,167,0,0,166,0,2764,278,736,10,3,743,0,1024,0,31,5,0,40,0,41,0,0,3,0,6,0,8,279,766,20,6,790,0,1071,4,0,0,0,0,3,8,2889,926,18,6,957,4,3844,1918,119,0,3,122,0,2041,181,488,10,3,502,3,690,0,9,7,0,21,0,17,0,4,0,0,3,0,9,190,505,17,3,528,3,713,3,0,0,0,0,0,5,2108,618,21,3,645,0,2759,941,52,0,0,53,0,991,77,181,9,0,190,0,271,0,3,5,0,9,0,9,0,0,0,0,0,0,0,77,189,10,0,206,0,285,0,0,0,0,0,0,3,1023,244,10,0,255,0,1278,558,36,0,0,35,0,592,30,98,3,0,102,0,129,0,7,3,0,7,0,7,0,0,0,0,0,0,0,30,104,3,0,108,0,141,0,0,0,0,0,0,0,590,137,3,0,140,0,737,656,34,3,0
20606,1146,62,3,3,66,3,1221,148,373,3,5,383,0,523,0,16,17,0,29,0,29,0,0,0,0,0,0,0,148,389,20,5,418,0,559,0,0,0,0,0,0,4,1296,454,27,6,481,6,1780,838,57,0,0,58,0,902,82,223,11,3,234,0,320,0,18,18,0,34,0,34,0,0,0,0,0,0,0,82,248,22,3,273,0,355,0,0,0,0,0,0,0,919,303,26,3,337,0,1256,488,31,0,0,33,0,515,41,105,3,0,115,0,151,0,7,8,0,16,0,16,0,0,0,0,0,0,0,41,115,11,0,132,0,172,0,0,0,0,0,0,0,524,149,15,0,160,0,686,305,18,0,0,18,0,318,12,87,0,0,84,0,102,0,3,3,0,3,0,5,0,0,0,0,0,0,0,18,90,3,0,94,0,108,0,0,0,0,0,0,0,320,102,3,0,104,0,424,444,19,0,0
20607,2027,122,0,4,125,0,2155,186,469,25,10,499,0,686,0,88,51,0,142,0,144,3,7,3,4,12,0,18,186,563,75,8,646,3,843,0,0,0,0,0,3,7,2215,685,75,14,777,3,2997,1539,79,0,0,79,0,1620,129,312,20,0,339,0,467,0,63,50,0,115,0,121,3,6,0,0,9,0,11,134,387,79,0,461,0,596,3,0,0,0,0,3,10,1680,468,79,4,547,4,2231,710,26,0,0,26,0,736,57,146,17,0,164,0,220,0,34,41,0,72,0,77,0,3,0,0,3,0,3,61,183,58,3,242,0,302,0,0,0,0,0,6,6,766,208,58,3,260,10,1039,407,24,0,0,24,0,437,25,95,7,0,102,0,128,0,17,31,0,45,0,45,0,4,0,0,4,0,4,25,112,43,0,155,0,176,0,0,0,0,0,0,0,432,140,43,0,179,0,618,479,20,0,0
20701,3935,227,0,0,228,8,4171,477,1658,71,4,1737,0,2215,6,108,88,0,191,0,200,3,3,4,3,12,0,13,489,1771,161,9,1938,0,2429,5,3,0,0,9,4,15,4426,2007,161,11,2176,11,6619,5355,215,0,7,225,7,5583,477,1760,74,9,1844,0,2322,3,98,110,0,212,0,215,3,3,0,3,5,0,12,483,1866,188,9,2063,0,2548,4,3,0,0,4,10,15,5850,2085,185,13,2288,17,8152,3554,139,0,0,141,3,3696,243,1030,54,4,1082,0,1327,5,37,67,0,108,0,113,0,8,0,0,9,0,8,252,1070,124,5,1198,0,1444,3,0,0,0,0,0,3,3806,1207,124,9,1338,4,5144,2350,86,0,0,86,6,2444,155,659,42,0,703,0,858,3,35,54,0,86,0,88,3,3,0,0,3,0,6,158,697,95,3,791,0,949,0,0,0,0,0,3,3,2507,784,95,3,884,9,3396,3185,131,0,0
20702,1188,123,0,0,126,0,1319,260,1920,89,3,2012,4,2276,9,113,84,0,189,0,197,3,4,0,10,15,0,13,273,2036,173,12,2213,4,2491,0,5,0,0,5,4,10,1457,2163,173,12,2349,7,3815,1586,109,4,0,113,0,1701,263,1747,90,7,1844,0,2106,7,111,98,0,213,0,216,0,3,3,8,13,0,14,267,1862,191,16,2070,0,2339,0,0,0,0,0,5,7,1860,1972,197,16,2186,7,4048,984,88,0,0,88,0,1076,132,860,66,7,929,0,1061,0,50,55,0,104,0,104,0,3,0,4,8,0,4,131,909,120,11,1042,0,1178,0,7,0,0,7,5,10,1118,1005,123,12,1136,6,2257,589,51,0,0,49,0,642,70,544,36,0,581,0,650,0,35,46,0,86,0,86,0,0,0,0,3,0,3,71,584,86,3,666,0,735,0,0,0,0,0,0,0,662,626,83,3,715,0,1382,853,53,3,0
20703,2231,135,0,0,138,0,2365,284,1594,67,5,1670,0,1952,0,132,77,3,214,0,216,4,3,0,3,3,0,8,288,1732,152,7,1887,0,2171,0,4,0,0,4,0,3,2519,1864,152,13,2023,0,4547,2817,110,0,0,110,0,2924,228,1189,48,0,1237,0,1466,0,107,79,0,187,0,190,0,5,0,0,5,0,5,229,1304,128,0,1431,0,1660,5,0,0,0,0,0,4,3045,1417,128,0,1539,3,4594,1730,51,0,0,55,0,1783,108,571,43,0,612,0,718,3,54,62,0,111,0,113,0,3,0,0,3,0,8,107,630,105,3,732,0,845,0,0,0,0,0,0,3,1843,683,105,0,785,3,2631,1083,38,0,0,33,0,1119,71,363,25,0,394,0,457,0,23,46,0,71,0,72,0,3,0,0,4,0,4,66,394,71,4,464,0,534,0,0,0,0,0,0,3,1150,429,71,5,504,0,1654,1555,47,0,0
20801,3231,190,3,0,192,0,3422,277,502,11,0,513,0,794,0,23,3,0,29,0,29,0,0,0,0,0,0,3,277,532,15,0,549,0,826,0,0,0,0,0,0,4,3508,716,20,0,741,3,4246,4235,154,4,3,158,3,4398,305,531,13,0,544,0,850,3,22,10,0,33,0,38,0,3,0,0,3,0,3,307,556,24,0,579,0,894,0,0,0,0,0,4,3,4549,709,31,3,741,10,5294,2633,67,0,0,66,6,2706,166,345,5,0,349,0,517,0,13,16,0,24,0,28,3,0,0,0,0,0,5,173,359,17,0,374,0,547,7,0,0,0,0,3,8,2812,426,22,0,446,11,3261,1666,43,0,0,47,0,1715,89,208,4,0,213,0,304,0,8,8,0,13,0,15,0,0,0,0,0,0,0,93,220,10,0,228,0,324,0,0,0,0,0,0,0,1759,263,11,0,278,0,2041,2241,58,0,0
20802,4467,312,4,0,314,8,4787,476,2343,60,14,2412,0,2887,0,121,38,0,154,0,155,3,13,0,3,12,0,20,482,2474,90,17,2578,0,3063,4,5,0,0,3,0,11,4960,2784,93,19,2898,5,7864,4810,264,6,3,277,4,5091,415,2062,56,4,2124,0,2539,0,69,51,0,119,0,123,6,11,0,0,13,0,18,415,2144,108,8,2257,0,2674,0,4,0,0,4,3,9,5226,2415,112,8,2534,8,7774,2682,130,0,0,133,0,2819,204,1049,33,0,1083,0,1294,3,41,32,0,72,0,74,0,5,0,0,8,0,5,209,1090,70,0,1161,0,1370,3,3,0,0,3,3,11,2897,1225,73,0,1303,4,4198,1653,92,0,0,92,0,1744,90,585,19,3,608,0,707,0,29,33,0,57,0,57,0,0,0,0,0,0,3,97,614,53,3,666,0,760,7,0,0,0,0,0,9,1749,705,53,3,755,3,2514,2214,110,0,0
20803,4310,239,0,6,246,3,4565,379,1037,28,3,1069,0,1447,0,44,22,3,62,0,68,3,4,0,0,3,0,3,384,1089,47,7,1136,0,1519,3,3,0,0,3,3,12,4698,1332,51,10,1387,9,6091,4396,183,3,3,187,9,4590,288,979,22,4,1000,0,1290,3,24,13,0,36,0,41,4,3,0,0,3,0,7,292,1000,41,8,1049,0,1339,10,0,0,0,3,3,10,4701,1185,43,9,1233,9,5943,2277,98,3,0,101,5,2384,153,457,15,0,473,0,631,6,21,20,0,40,0,42,0,3,0,0,3,0,4,155,478,40,0,513,0,673,3,0,0,0,0,0,3,2442,579,43,0,621,5,3059,1448,50,0,5,54,3,1505,85,264,12,3,274,0,360,6,21,17,0,38,0,40,0,0,0,0,0,0,0,90,284,24,3,315,0,408,4,0,0,0,0,0,3,1539,341,26,5,375,3,1919,1788,66,0,0
20804,1225,63,0,0,61,3,1291,127,364,5,0,372,0,495,0,13,0,0,16,0,17,0,4,0,0,4,0,4,124,380,10,3,391,0,519,3,0,0,0,0,0,5,1349,442,12,3,457,4,1806,1560,58,0,0,61,0,1623,108,280,3,5,291,0,401,0,7,3,0,12,0,14,0,3,0,3,3,0,3,110,287,7,13,306,0,415,0,0,0,0,0,0,0,1667,349,9,13,367,0,2039,1006,34,0,0,33,8,1042,60,144,3,0,143,0,203,0,5,4,0,8,0,7,0,0,0,0,0,0,0,63,149,3,0,153,0,211,0,0,0,0,0,0,0,1066,178,4,0,185,8,1253,604,16,0,0,16,0,623,23,83,3,0,86,0,113,0,0,4,0,4,0,3,0,0,0,0,0,0,0,25,83,7,0,87,0,116,3,0,0,0,0,0,3,633,98,7,0,105,0,741,799,27,0,0
20901,4309,231,0,3,234,0,4537,373,1379,63,7,1447,3,1826,5,98,37,0,135,0,138,0,12,0,0,12,0,9,382,1482,96,7,1587,3,1976,3,0,0,0,0,6,8,4693,1716,104,7,1821,8,6522,4189,202,0,0,201,3,4398,330,1156,37,3,1193,0,1525,0,93,25,0,119,0,118,5,3,0,3,9,0,11,340,1252,67,7,1320,0,1659,3,3,0,0,3,7,15,4534,1451,67,8,1528,13,6067,2221,90,3,0,98,6,2322,139,543,19,4,569,0,709,7,48,15,0,61,0,71,0,3,0,0,3,0,3,145,598,35,4,635,0,778,3,0,0,0,0,4,6,2367,690,35,3,727,8,3104,1354,63,3,0,67,0,1427,94,319,20,0,338,0,436,4,23,15,0,36,0,38,0,4,0,0,4,0,4,98,344,26,0,376,0,476,0,0,0,0,0,0,0,1455,407,33,3,438,0,1900,1877,60,0,0
20902,1937,162,0,0,164,3,2105,275,1754,98,11,1864,0,2136,0,297,120,0,417,5,422,4,7,0,7,17,0,19,277,2055,224,16,2299,3,2582,3,3,0,0,3,9,17,2220,2223,224,17,2471,19,4711,1703,171,0,3,177,3,1882,224,1231,80,5,1324,0,1546,0,216,111,0,327,0,328,0,3,6,7,15,0,15,227,1454,193,14,1660,0,1891,3,0,0,0,0,6,7,1927,1634,197,16,1842,11,3782,849,71,0,0,71,0,918,100,668,48,0,711,3,812,0,94,63,0,153,0,150,0,3,5,3,7,0,7,97,764,111,3,873,3,974,0,0,0,0,0,3,6,944,836,111,3,945,7,1898,470,46,0,0,46,0,517,43,400,20,3,426,0,470,0,51,45,0,95,0,95,0,4,0,3,9,0,9,43,452,66,3,519,0,566,0,0,0,0,0,3,6,522,493,71,3,568,3,1092,642,57,3,0
20903,2531,84,0,0,84,9,2616,142,221,9,0,223,0,365,0,12,7,0,14,0,14,0,0,3,0,3,0,3,142,229,16,0,244,0,389,5,0,0,0,0,0,5,2673,307,16,0,325,9,3007,3156,97,0,0,98,0,3250,145,265,3,0,273,0,418,0,11,8,0,19,0,19,0,0,0,0,0,0,0,146,275,10,0,285,0,431,7,0,0,0,0,3,10,3305,369,10,0,383,4,3690,1967,58,0,0,61,0,2025,71,162,0,0,169,0,237,0,0,3,0,3,0,3,0,0,0,0,3,0,3,71,168,4,0,174,0,246,6,0,0,0,0,3,5,2040,232,3,0,235,3,2281,1339,29,0,0,29,0,1374,56,110,0,0,111,0,163,0,4,3,0,5,0,5,0,0,0,0,3,0,0,53,113,4,0,118,0,173,0,0,0,0,0,3,3,1394,148,4,0,152,4,1546,1885,48,0,0
