POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA3145,3,0,0,0,0,11,298,43,0,9,4,3,0,0,6,0,11,79,0,0,0,0,0,0,0,0,0,0,0,302,10,16,3,6,4,0,6,0,18,376,0,0,0,0,0,0,0,0,0,0,0,643,25,20,7,6,3,0,9,0,25,748,281,10,0,0,0,0,0,0,0,13,301,216,7,0,0,0,0,0,0,0,6,226,60,3,6,0,5,0,0,0,0,6,77,5,0,0,0,0,0,0,0,0,0,5,282,6,8,0,4,0,0,4,0,9,310,0,0,0,0,0,0,0,0,0,0,0,562,16,9,0,4,0,0,4,3,18,612,119,0,0,0,0,0,0,0,0,3,121,185,3,0,0,0,0,0,0,0,5,189,116,0,0,0,0,0,0,0,0,4,117,0,0,0,0,0,0,0,0,0,0,0,302,3,0,0,0,0,0,0,0,7,314,0,0,0,0,0,0
POA3146,0,0,5,0,0,8,302,34,5,7,0,3,3,0,0,0,14,77,0,0,0,0,0,0,0,0,0,0,0,307,23,18,0,8,0,5,0,0,14,378,0,0,0,0,0,0,0,0,0,0,0,696,42,25,0,5,6,4,0,3,30,818,357,5,0,0,0,0,0,3,0,3,374,237,0,0,0,0,0,0,3,0,0,238,40,5,3,3,0,0,0,3,0,5,61,0,0,0,0,0,0,0,0,0,0,0,276,5,3,3,5,0,0,8,0,6,304,0,0,0,0,0,0,0,0,0,0,0,636,11,4,3,7,0,0,4,0,9,681,140,3,3,0,0,0,0,0,0,3,149,160,3,0,0,0,0,0,0,0,6,167,94,8,5,3,0,0,0,0,0,0,111,4,0,0,0,0,0,0,0,0,0,4,254,10,9,3,0,0,0,0,0,5,279,0,0,0,0,0,0
POA3147,0,0,0,0,4,6,280,53,9,11,3,5,6,3,3,4,8,108,0,0,0,0,0,0,0,0,0,0,0,297,22,20,3,5,9,6,3,9,19,390,0,0,0,0,0,0,0,0,0,0,3,533,39,23,8,10,9,12,3,9,15,653,168,4,0,0,0,0,0,0,0,3,179,181,0,0,0,0,0,0,0,0,6,191,51,3,8,3,4,0,3,0,0,6,80,4,0,0,0,0,0,0,0,0,0,4,241,6,8,3,4,3,3,0,0,14,277,0,0,0,0,0,0,0,0,0,0,0,413,10,8,3,4,3,3,0,0,15,452,80,5,0,0,0,0,0,0,0,3,91,115,0,0,3,0,0,0,0,0,7,123,68,10,10,6,0,0,0,3,0,4,102,0,0,0,0,0,0,0,0,0,0,3,187,7,12,7,0,0,0,3,0,6,227,0,0,0,0,0,0
POA3148,0,0,0,5,0,6,241,52,0,9,3,3,6,5,3,7,7,95,4,0,0,0,0,0,0,0,0,0,7,256,16,17,4,7,7,8,3,11,17,338,0,0,0,0,0,0,0,0,0,0,0,359,14,18,4,7,7,8,3,11,17,448,81,0,0,0,0,0,0,0,0,4,86,184,10,6,0,0,0,0,0,0,6,206,65,3,10,3,3,0,5,7,0,3,98,3,0,0,0,0,0,0,0,0,0,3,251,18,15,5,3,0,5,7,0,7,300,0,0,0,0,0,0,0,0,0,0,0,335,18,15,5,3,0,5,7,0,12,388,41,0,0,0,0,0,0,0,0,0,41,142,0,0,0,0,0,0,0,0,4,147,69,4,5,0,0,0,0,0,0,5,89,5,0,0,0,0,0,0,0,0,0,5,216,4,5,3,0,0,0,0,0,7,238,0,0,0,0,0,0
POA3149,4,10,5,0,0,19,956,150,20,52,10,10,15,10,21,17,29,333,3,0,0,0,0,0,0,0,0,0,6,954,87,102,14,10,23,21,24,16,42,1293,0,0,0,0,0,0,0,0,0,0,0,1411,118,103,13,10,25,21,24,16,54,1795,483,7,0,0,0,0,0,0,0,6,498,571,16,14,0,7,0,3,3,0,14,627,159,26,42,8,9,8,5,11,9,19,289,3,0,0,0,0,0,0,0,0,0,5,739,40,57,9,9,5,9,16,9,40,926,3,0,0,0,0,0,0,0,0,0,3,1223,46,61,9,14,11,7,16,9,42,1425,273,0,3,0,0,0,0,0,0,10,290,389,6,8,0,0,0,0,0,0,3,409,220,16,11,3,0,3,0,3,3,6,265,3,0,0,0,0,0,0,0,0,0,3,608,24,24,4,0,3,0,7,3,8,676,3,0,0,0,0,0
POA3150,11,5,4,13,3,29,2523,473,64,112,33,24,31,33,31,20,61,882,8,3,0,0,0,0,0,0,0,4,16,2707,208,186,47,32,36,39,46,24,94,3419,3,0,0,0,0,0,0,0,0,3,8,3624,260,206,46,40,32,35,43,25,113,4428,1013,19,4,3,0,0,0,0,0,15,1053,1533,35,25,9,4,7,3,6,3,28,1658,325,65,58,16,24,19,28,24,20,47,625,11,0,0,0,0,0,0,0,0,3,14,1870,104,90,24,32,25,30,26,27,78,2294,3,0,0,0,0,0,0,0,0,0,4,2884,119,89,28,32,28,33,26,27,92,3347,609,8,0,0,0,0,0,0,0,24,633,814,20,20,6,0,0,0,3,0,20,888,395,50,30,6,7,6,7,8,0,20,533,10,0,0,0,0,0,0,0,0,0,14,1218,68,54,11,6,12,6,10,0,45,1433,3,0,0,0,0,0
POA3151,0,0,0,4,0,12,367,90,14,16,8,3,8,0,0,4,9,162,0,0,0,0,0,0,0,0,0,0,0,421,37,23,8,8,8,0,6,5,18,528,0,0,0,0,0,0,0,0,0,0,0,516,37,22,8,7,8,0,6,11,17,633,133,0,0,0,0,0,0,0,0,3,140,288,6,3,0,0,0,0,0,0,5,303,110,4,4,0,3,6,0,3,3,14,149,0,0,0,0,0,0,0,0,0,0,3,396,9,8,3,5,9,0,8,3,14,451,0,0,0,0,0,0,0,0,0,0,0,528,9,8,3,5,9,0,8,3,20,588,110,0,0,0,3,0,0,0,0,0,114,197,0,0,0,0,0,0,0,0,6,208,134,3,3,4,0,0,0,0,0,8,155,0,0,0,0,0,0,0,0,0,0,0,334,3,3,4,0,0,0,0,0,13,363,0,0,0,0,0,0
POA3152,4,4,3,6,3,15,1164,180,27,50,14,14,20,11,18,3,24,354,4,0,0,0,0,0,0,0,0,0,10,1131,136,115,20,21,22,18,26,6,41,1531,0,0,0,0,0,0,0,0,0,0,0,1818,169,119,20,24,22,18,29,9,50,2283,640,4,0,0,0,0,0,0,0,15,663,631,17,10,3,0,5,3,0,3,12,685,155,7,50,8,8,11,8,11,7,21,283,7,0,0,0,0,0,0,0,0,0,9,788,18,56,6,9,15,14,11,10,35,976,3,0,0,0,0,0,0,0,0,0,3,1433,22,59,6,9,15,14,11,15,55,1643,346,0,3,0,0,0,0,0,0,9,362,255,4,3,7,0,0,4,0,0,10,289,136,15,10,0,0,0,7,0,0,3,174,0,0,0,0,0,0,0,0,0,0,0,391,23,19,7,0,3,8,0,0,13,467,0,0,0,0,0,0
POA3153,0,0,0,3,3,3,229,55,15,20,5,3,6,4,4,6,12,132,5,0,0,0,0,0,0,0,0,0,6,253,32,31,5,3,6,4,9,7,15,365,0,0,0,0,0,0,0,0,0,0,0,597,54,35,5,4,6,4,6,7,20,751,394,0,0,0,0,0,0,0,0,11,407,193,3,5,3,3,0,3,0,0,3,218,48,7,10,5,0,0,7,3,3,6,90,3,0,0,0,0,0,0,0,0,0,3,245,8,19,10,4,0,5,4,9,6,307,0,0,0,0,0,0,0,0,0,0,0,640,11,18,10,3,0,5,4,9,18,716,212,0,0,0,0,0,0,0,0,5,219,169,0,3,3,0,0,0,0,0,10,181,37,6,6,0,0,3,0,3,0,3,63,0,0,0,0,0,0,0,0,0,0,0,204,6,13,3,0,3,0,3,0,12,240,3,0,0,0,0,0
POA3154,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,114,3,8,0,0,0,0,0,0,3,134,78,0,0,0,0,0,0,0,0,6,83,23,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,3,3,95,0,0,0,0,0,0,0,0,8,110,36,0,0,0,0,0,0,0,0,3,41,38,0,0,0,0,0,0,0,0,3,43,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,42,0,0,0,0,0,0,0,0,13,49,0,0,0,0,0,0
POA3155,0,3,3,0,0,3,218,40,13,16,0,3,4,4,5,0,4,91,0,0,0,0,3,0,0,0,0,0,3,219,36,24,4,7,7,8,7,3,7,316,0,0,0,0,0,0,0,0,0,0,0,676,52,31,3,7,7,8,4,3,14,809,504,5,0,0,0,0,0,5,0,8,530,170,6,5,0,0,3,0,0,0,3,191,32,13,5,0,0,0,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,201,18,15,3,4,3,4,0,0,5,248,3,0,0,0,0,0,0,0,0,0,3,705,29,14,4,4,4,4,3,0,15,779,292,3,3,0,0,0,0,0,0,12,318,122,0,0,3,0,0,0,0,0,7,126,18,4,7,4,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,3,3,134,3,7,4,0,0,0,0,0,14,169,0,0,0,0,0,0
POA3156,3,0,4,3,0,7,499,53,14,6,6,3,7,10,12,4,4,118,3,0,0,0,0,0,0,0,0,0,0,484,46,18,7,5,6,11,8,5,21,617,0,0,0,0,0,0,0,0,0,0,0,1341,71,35,7,14,10,11,10,5,35,1544,748,8,7,0,3,0,0,0,0,33,796,332,3,15,0,0,0,0,3,0,3,364,45,5,9,4,3,0,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,381,10,23,7,3,3,3,5,0,6,444,0,0,0,0,0,0,0,0,0,0,0,1134,14,32,7,6,3,3,5,0,37,1247,372,6,5,0,0,0,0,0,0,10,392,218,3,0,0,0,0,0,0,0,3,228,54,3,0,0,0,0,0,0,0,4,67,0,0,0,0,0,0,0,0,0,0,0,276,4,0,0,0,0,0,0,0,6,299,8,0,0,0,0,0
POA3158,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,3,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,198,8,7,0,4,0,0,0,0,3,221,144,3,0,0,0,0,0,0,0,0,157,26,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,176,3,6,0,0,0,0,0,0,0,187,43,3,0,0,0,0,0,0,0,3,49,17,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
POA3159,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,84,0,3,0,0,0,0,0,0,0,90,60,0,0,0,0,0,0,0,0,3,65,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,71,14,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
POA3160,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,42,6,3,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,277,12,9,3,0,0,0,0,0,11,315,190,0,0,0,0,0,0,0,0,7,205,30,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,14,244,61,0,0,0,0,0,0,0,0,3,62,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
POA3161,0,0,0,0,3,8,234,13,0,4,0,0,6,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,221,9,6,0,0,6,0,0,3,13,261,0,0,0,0,0,0,0,0,0,0,0,523,25,10,0,3,6,6,0,4,18,593,429,8,0,0,0,0,0,0,0,0,448,248,0,0,0,0,0,3,0,0,9,255,21,0,9,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,270,5,9,0,0,0,3,0,0,10,296,0,0,0,0,0,0,0,0,0,0,0,703,13,7,0,0,0,3,3,0,11,745,202,8,3,0,0,0,0,0,0,4,227,140,0,0,0,0,0,0,0,0,3,144,45,0,0,0,0,0,0,0,0,8,56,3,0,0,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,5,205,0,0,0,0,0,0
POA3162,3,0,0,0,0,6,405,33,3,0,0,0,0,0,3,4,3,50,3,0,0,0,0,0,0,0,0,0,4,406,11,8,4,5,0,0,3,4,12,455,0,0,0,0,0,0,0,0,0,3,3,837,36,22,4,6,0,0,3,4,21,940,528,14,10,0,0,5,0,3,0,7,574,392,3,6,5,0,0,0,0,0,11,417,44,3,5,0,0,0,3,0,0,3,59,0,0,0,0,0,0,0,0,0,0,5,440,5,9,5,0,0,3,0,0,14,476,4,0,0,0,0,0,0,0,0,3,4,974,20,16,3,0,5,4,3,0,30,1055,206,11,11,0,0,0,0,0,0,4,233,206,4,0,0,0,0,4,0,0,16,224,115,3,5,0,0,0,0,0,0,3,128,0,0,0,0,0,0,0,0,0,0,3,323,8,9,0,0,0,4,0,0,17,359,5,0,0,0,0,0
POA3163,4,0,0,0,0,15,545,98,10,18,9,4,9,8,11,12,21,200,3,0,0,0,0,0,0,0,0,0,4,567,45,37,14,12,9,8,14,17,34,751,0,0,0,0,0,0,0,0,0,0,0,1045,64,49,17,13,9,8,11,13,39,1270,409,11,7,0,3,0,0,0,0,3,428,380,0,9,0,3,4,0,3,0,11,415,158,3,11,0,3,3,3,3,0,10,194,3,0,0,0,0,0,0,0,0,0,3,538,6,22,0,4,9,3,7,3,19,612,3,0,0,0,0,0,0,0,0,0,6,947,17,29,0,9,9,3,7,3,23,1041,186,8,7,0,0,0,0,0,0,11,215,252,3,0,0,0,0,0,0,0,3,262,230,8,7,0,4,0,3,0,0,12,260,3,0,0,0,0,0,0,0,0,0,3,485,9,7,3,4,0,3,0,0,12,521,3,0,0,0,0,0
POA3165,0,3,3,5,0,12,600,73,15,14,6,6,4,5,8,5,12,143,0,0,0,0,0,0,0,0,0,0,3,611,31,30,8,6,8,14,15,3,25,750,0,0,0,0,0,0,0,0,0,0,0,1030,51,36,10,8,8,14,15,3,28,1211,384,14,13,0,0,4,3,0,0,4,423,438,4,9,0,3,0,0,3,0,3,463,129,5,17,3,0,6,0,4,9,13,176,4,0,0,0,0,0,0,0,0,0,3,568,12,24,3,4,6,0,8,10,18,646,0,0,0,0,0,0,0,0,0,0,0,953,24,37,7,7,10,3,5,10,22,1072,173,4,0,0,0,0,0,0,0,6,181,339,0,0,0,0,0,0,0,0,8,341,188,7,12,0,0,0,4,0,0,9,214,6,0,0,0,0,0,0,0,0,0,12,535,8,11,0,0,0,4,0,0,14,571,0,0,0,0,0,0
POA3166,0,0,0,3,4,15,504,111,14,17,17,11,9,6,8,6,17,218,4,0,0,0,0,0,0,0,0,3,4,557,34,28,14,9,12,9,11,9,33,725,3,0,0,0,0,0,0,0,0,3,3,814,42,34,14,9,15,7,11,9,36,999,195,3,3,0,0,0,0,0,0,12,214,479,4,3,0,0,0,6,0,0,8,506,262,7,13,0,7,0,4,0,0,14,312,3,0,0,0,0,0,0,0,0,0,4,749,15,16,0,7,0,3,0,0,22,822,0,0,0,0,0,0,0,0,0,0,0,940,14,25,0,6,0,3,0,0,29,1031,93,0,3,0,0,0,0,0,0,0,96,320,0,4,0,0,0,0,0,0,3,329,358,11,9,0,3,0,0,0,0,11,393,0,0,0,0,0,0,0,0,0,11,16,686,11,6,0,3,0,0,3,0,26,740,0,0,0,0,0,0
POA3167,0,0,7,0,0,13,340,84,3,8,0,3,3,9,4,0,13,128,0,0,0,0,0,0,0,0,0,0,0,393,10,15,0,3,5,13,3,0,20,465,0,0,0,0,0,0,0,0,0,0,0,555,16,17,0,3,5,13,3,0,27,642,121,0,0,0,0,0,0,0,0,0,124,271,0,0,0,0,0,0,0,3,15,289,143,0,7,0,0,6,0,0,0,5,164,3,0,0,0,0,0,0,0,0,0,3,413,3,8,0,0,6,0,0,0,15,451,0,0,0,0,0,0,0,0,0,0,0,537,9,8,0,0,6,0,0,0,15,570,73,3,0,0,0,0,0,0,0,0,75,159,0,0,0,0,0,0,0,0,3,166,124,3,3,0,0,0,0,0,0,8,132,0,0,0,0,0,0,0,0,0,0,0,284,7,3,0,0,0,0,0,0,5,300,0,0,0,0,0,0
POA3168,3,0,3,3,0,13,348,66,17,16,10,5,7,10,13,14,36,198,3,0,0,0,0,0,0,0,0,0,3,359,32,30,10,9,10,17,18,14,47,549,0,0,0,0,0,0,0,0,0,0,0,469,54,30,13,9,10,13,18,14,49,689,105,4,3,0,0,0,0,0,0,3,116,247,0,4,0,3,0,3,0,0,7,270,111,13,14,3,5,3,0,3,6,5,163,3,0,0,0,0,0,0,0,0,0,3,360,10,14,3,9,7,8,3,6,15,440,0,0,0,0,0,0,0,0,0,0,3,465,20,21,3,9,7,8,4,6,15,556,94,0,0,0,0,0,0,0,0,3,100,174,0,0,0,0,0,0,0,0,13,192,186,3,4,4,3,0,0,0,0,11,218,3,0,0,0,0,0,0,0,0,0,3,365,3,6,4,3,0,0,0,0,26,411,0,0,0,0,0,0
POA3169,0,0,3,0,3,19,773,278,21,33,8,6,10,11,10,17,27,428,6,0,0,0,0,0,0,0,0,0,9,986,61,49,10,10,13,12,13,19,44,1207,3,0,0,0,0,0,0,0,0,0,4,1235,72,53,10,10,13,18,14,16,57,1501,239,4,3,0,0,0,0,0,0,9,257,681,5,5,3,0,0,0,0,3,19,722,404,7,14,4,8,4,0,3,8,19,466,6,0,0,0,0,0,0,0,0,0,11,1096,13,19,10,9,3,0,3,12,34,1200,0,0,0,0,0,0,0,0,0,0,3,1337,19,22,10,9,3,0,6,12,45,1456,146,7,3,0,0,0,0,0,0,6,152,336,0,4,0,0,0,0,0,0,16,358,411,3,8,0,0,0,0,0,0,10,438,4,0,0,0,0,0,0,0,0,0,4,749,3,10,0,0,3,0,0,0,28,801,0,0,0,0,0,0
POA3170,4,9,3,7,3,18,658,156,14,30,5,6,11,5,3,7,9,256,9,0,0,0,0,0,0,0,0,0,9,714,59,55,12,14,18,13,9,10,25,922,3,0,0,0,0,0,0,0,0,0,3,982,84,62,12,14,19,11,9,10,33,1232,305,4,0,0,0,0,0,0,0,3,315,560,7,5,0,4,5,0,6,0,3,598,174,3,17,6,3,4,11,4,5,8,225,7,0,0,0,0,0,0,0,0,0,10,740,15,20,12,8,8,7,10,5,12,833,0,0,0,0,0,0,0,0,0,0,0,1037,15,20,12,5,8,7,10,5,17,1146,184,0,0,0,0,0,0,0,0,6,187,309,11,3,0,0,0,0,0,0,9,330,175,7,9,3,0,5,0,0,0,4,203,3,0,0,0,0,0,0,0,0,0,3,490,12,12,3,0,5,0,0,0,10,536,0,0,0,0,0,0
POA3171,3,3,0,3,0,16,672,683,66,77,16,20,26,20,17,16,36,990,3,0,0,0,0,0,0,0,0,0,3,1287,91,88,16,23,31,24,20,21,58,1661,0,0,0,0,0,0,0,0,0,3,3,1392,105,93,16,23,31,24,20,21,58,1782,162,4,3,0,0,0,0,0,0,3,179,390,4,3,0,0,0,0,0,0,14,418,492,18,33,3,6,8,9,6,13,18,607,4,0,0,0,0,0,0,0,0,4,12,892,25,36,3,6,8,9,9,9,32,1035,0,0,0,0,0,0,0,0,0,0,3,1059,32,32,3,6,6,7,9,9,32,1213,106,0,0,0,0,0,0,0,0,0,107,257,3,0,0,0,0,0,0,0,14,272,380,8,13,0,3,3,3,0,0,9,429,3,0,0,0,0,0,0,0,0,0,3,640,11,15,0,3,3,3,0,3,27,712,0,0,0,0,0,0
POA3172,3,3,0,0,3,8,627,466,34,42,5,6,10,13,13,6,26,612,4,0,0,0,0,0,0,0,0,3,9,1033,65,51,11,11,12,14,13,11,39,1252,3,0,0,0,0,0,0,0,0,0,3,1330,82,61,11,11,15,14,11,11,44,1588,397,4,6,0,0,0,0,0,0,8,416,361,3,3,0,0,0,0,0,0,14,380,270,10,19,5,4,0,0,3,0,10,335,0,0,0,0,0,0,0,0,0,0,4,632,14,23,5,6,0,0,3,0,28,715,3,0,0,0,0,0,0,0,0,0,7,1033,22,25,5,6,0,0,3,0,34,1141,211,4,6,0,0,0,0,0,0,3,222,175,0,0,0,0,0,0,0,0,3,182,143,10,4,3,3,0,0,0,0,14,184,0,0,0,0,0,0,0,0,0,0,0,317,13,4,3,3,0,3,0,0,17,362,4,0,0,0,0,0
